WBGene00000001,ENSP00000379855
WBGene00003171,ENSP00000400663
WBGene00003171,ENSP00000401317
WBGene00003171,ENSP00000406811
WBGene00003171,ENSP00000410071
WBGene00003171,ENSP00000410829
WBGene00003171,ENSP00000412971
WBGene00003172,ENSP00000340176
WBGene00003175,ENSP00000248437
WBGene00003175,ENSP00000301071
WBGene00003175,ENSP00000301072
WBGene00003175,ENSP00000318197
WBGene00003175,ENSP00000326042
WBGene00003175,ENSP00000336799
WBGene00003175,ENSP00000351411
WBGene00003175,ENSP00000369784
WBGene00003175,ENSP00000382982
WBGene00003175,ENSP00000412646
WBGene00003178,ENSP00000365668
WBGene00003178,ENSP00000373079
WBGene00003178,ENSP00000394914
WBGene00003178,ENSP00000398422
WBGene00003178,ENSP00000409067
WBGene00003178,ENSP00000411050
WBGene00003178,ENSP00000416994
WBGene00003183,ENSP00000369989
WBGene00003185,ENSP00000411761
WBGene00003186,ENSP00000262948
WBGene00003186,ENSP00000302486
WBGene00003196,ENSP00000389168
WBGene00003214,ENSP00000318868
WBGene00003222,ENSP00000313983
WBGene00003224,ENSP00000338186
WBGene00003225,ENSP00000356953
WBGene00003232,ENSP00000355316
WBGene00003232,ENSP00000378492
WBGene00003233,ENSP00000354896
WBGene00003233,ENSP00000402912
WBGene00003234,ENSP00000215754
WBGene00003243,ENSP00000363617
WBGene00003246,ENSP00000346829
WBGene00003247,ENSP00000313644
WBGene00003253,ENSP00000243776
WBGene00003254,ENSP00000351520
WBGene00003367,ENSP00000286398
WBGene00003368,ENSP00000410402
WBGene00003372,ENSP00000217652
WBGene00003373,ENSP00000231790
WBGene00003375,ENSP00000265968
WBGene00003376,ENSP00000331791
WBGene00003378,ENSP00000312834
WBGene00003384,ENSP00000417901
WBGene00003387,ENSP00000378298
WBGene00003389,ENSP00000262415
WBGene00003389,ENSP00000268482
WBGene00003389,ENSP00000365625
WBGene00003389,ENSP00000373071
WBGene00003389,ENSP00000389862
WBGene00003389,ENSP00000390938
WBGene00003389,ENSP00000393958
WBGene00003389,ENSP00000396193
WBGene00003389,ENSP00000408956
WBGene00003392,ENSP00000262415
WBGene00003392,ENSP00000268482
WBGene00003392,ENSP00000336741
WBGene00003392,ENSP00000365625
WBGene00003392,ENSP00000373071
WBGene00003392,ENSP00000389862
WBGene00003392,ENSP00000390938
WBGene00003392,ENSP00000393958
WBGene00003392,ENSP00000396193
WBGene00003392,ENSP00000408956
WBGene00003393,ENSP00000262415
WBGene00003393,ENSP00000268482
WBGene00003393,ENSP00000336741
WBGene00003393,ENSP00000365625
WBGene00003393,ENSP00000373071
WBGene00003393,ENSP00000389862
WBGene00003393,ENSP00000390938
WBGene00003393,ENSP00000393958
WBGene00003393,ENSP00000396193
WBGene00003393,ENSP00000408956
WBGene00003394,ENSP00000322304
WBGene00003396,ENSP00000358335
WBGene00003397,ENSP00000287934
WBGene00003400,ENSP00000350785
WBGene00003401,ENSP00000215832
WBGene00003404,ENSP00000320006
WBGene00003405,ENSP00000385614
WBGene00003406,ENSP00000331310
WBGene00003407,ENSP00000205557
WBGene00003407,ENSP00000261200
WBGene00003407,ENSP00000285238
WBGene00003407,ENSP00000303960
WBGene00003407,ENSP00000311030
WBGene00003407,ENSP00000333926
WBGene00003407,ENSP00000349017
WBGene00003407,ENSP00000359478
WBGene00003407,ENSP00000361608
WBGene00003407,ENSP00000366084
WBGene00003407,ENSP00000382340
WBGene00003408,ENSP00000205557
WBGene00003408,ENSP00000261200
WBGene00003408,ENSP00000285238
WBGene00003408,ENSP00000303960
WBGene00003408,ENSP00000311030
WBGene00003408,ENSP00000333926
WBGene00003408,ENSP00000349017
WBGene00003408,ENSP00000359478
WBGene00003408,ENSP00000361608
WBGene00003408,ENSP00000366084
WBGene00003408,ENSP00000382340
WBGene00003409,ENSP00000205557
WBGene00003409,ENSP00000261200
WBGene00003409,ENSP00000285238
WBGene00003409,ENSP00000303960
WBGene00003409,ENSP00000333926
WBGene00003409,ENSP00000359478
WBGene00003409,ENSP00000361608
WBGene00003409,ENSP00000366084
WBGene00003409,ENSP00000382340
WBGene00003410,ENSP00000205557
WBGene00003410,ENSP00000261200
WBGene00003410,ENSP00000285238
WBGene00003410,ENSP00000303960
WBGene00003410,ENSP00000311030
WBGene00003410,ENSP00000349017
WBGene00003410,ENSP00000359478
WBGene00003410,ENSP00000366084
WBGene00003410,ENSP00000382340
WBGene00003411,ENSP00000311030
WBGene00003411,ENSP00000333926
WBGene00003411,ENSP00000349017
WBGene00003412,ENSP00000366084
WBGene00003413,ENSP00000205557
WBGene00003413,ENSP00000261200
WBGene00003413,ENSP00000285238
WBGene00003413,ENSP00000303960
WBGene00003413,ENSP00000311030
WBGene00003413,ENSP00000333926
WBGene00003413,ENSP00000349017
WBGene00003413,ENSP00000359478
WBGene00003413,ENSP00000361608
WBGene00003413,ENSP00000366084
WBGene00003413,ENSP00000382340
WBGene00003414,ENSP00000205557
WBGene00003414,ENSP00000285238
WBGene00003414,ENSP00000311030
WBGene00003414,ENSP00000359478
WBGene00003414,ENSP00000366084
WBGene00003414,ENSP00000382340
WBGene00003415,ENSP00000262027
WBGene00003417,ENSP00000371469
WBGene00003418,ENSP00000233146
WBGene00003421,ENSP00000394649
WBGene00003421,ENSP00000406868
WBGene00003421,ENSP00000407047
WBGene00003422,ENSP00000234420
WBGene00003423,ENSP00000284073
WBGene00003475,ENSP00000359423
WBGene00003476,ENSP00000384651
WBGene00003477,ENSP00000256190
WBGene00003478,ENSP00000371221
WBGene00003479,ENSP00000221086
WBGene00003482,ENSP00000325527
WBGene00003504,ENSP00000340474
WBGene00003510,ENSP00000246912
WBGene00003511,ENSP00000351490
WBGene00003514,ENSP00000216181
WBGene00003514,ENSP00000226207
WBGene00003514,ENSP00000226209
WBGene00003514,ENSP00000245503
WBGene00003514,ENSP00000252172
WBGene00003514,ENSP00000252173
WBGene00003514,ENSP00000255381
WBGene00003514,ENSP00000262873
WBGene00003514,ENSP00000273353
WBGene00003514,ENSP00000348634
WBGene00003514,ENSP00000353590
WBGene00003514,ENSP00000355048
WBGene00003514,ENSP00000379613
WBGene00003514,ENSP00000406273
WBGene00003515,ENSP00000216181
WBGene00003515,ENSP00000226207
WBGene00003515,ENSP00000226209
WBGene00003515,ENSP00000245503
WBGene00003515,ENSP00000252172
WBGene00003515,ENSP00000252173
WBGene00003515,ENSP00000255381
WBGene00003515,ENSP00000262873
WBGene00003515,ENSP00000273353
WBGene00003515,ENSP00000348634
WBGene00003515,ENSP00000353590
WBGene00003515,ENSP00000355048
WBGene00003515,ENSP00000379613
WBGene00003515,ENSP00000406273
WBGene00003517,ENSP00000293800
WBGene00003525,ENSP00000269202
WBGene00003555,ENSP00000061240
WBGene00003555,ENSP00000305714
WBGene00003555,ENSP00000350630
WBGene00003557,ENSP00000251127
WBGene00003558,ENSP00000251127
WBGene00003561,ENSP00000269228
WBGene00003563,ENSP00000361475
WBGene00003566,ENSP00000236877
WBGene00003566,ENSP00000367987
WBGene00003566,ENSP00000370669
WBGene00003567,ENSP00000367987
WBGene00003569,ENSP00000344801
WBGene00003571,ENSP00000202831
WBGene00003576,ENSP00000261597
WBGene00003578,ENSP00000307852
WBGene00003579,ENSP00000368219
WBGene00003580,ENSP00000365883
WBGene00003581,ENSP00000368452
WBGene00003582,ENSP00000373715
WBGene00003583,ENSP00000303575
WBGene00003584,ENSP00000380251
WBGene00003585,ENSP00000268533
WBGene00003586,ENSP00000349874
WBGene00003587,ENSP00000250495
WBGene00003589,ENSP00000362010
WBGene00003594,ENSP00000356988
WBGene00003596,ENSP00000362153
WBGene00003605,ENSP00000344479
WBGene00003622,ENSP00000261523
WBGene00003623,ENSP00000356331
WBGene00003654,ENSP00000379701
WBGene00003657,ENSP00000357979
WBGene00003733,ENSP00000330320
WBGene00003733,ENSP00000359729
WBGene00003735,ENSP00000416418
WBGene00003736,ENSP00000264938
WBGene00003736,ENSP00000299798
WBGene00003738,ENSP00000264187
WBGene00003772,ENSP00000285362
WBGene00003774,ENSP00000360601
WBGene00003775,ENSP00000379818
WBGene00003776,ENSP00000216181
WBGene00003776,ENSP00000226207
WBGene00003776,ENSP00000226209
WBGene00003776,ENSP00000245503
WBGene00003776,ENSP00000252172
WBGene00003776,ENSP00000252173
WBGene00003776,ENSP00000255381
WBGene00003776,ENSP00000262873
WBGene00003776,ENSP00000273353
WBGene00003776,ENSP00000348634
WBGene00003776,ENSP00000353590
WBGene00003776,ENSP00000355048
WBGene00003776,ENSP00000379613
WBGene00003776,ENSP00000406273
WBGene00003777,ENSP00000216181
WBGene00003777,ENSP00000226207
WBGene00003777,ENSP00000226209
WBGene00003777,ENSP00000245503
WBGene00003777,ENSP00000252172
WBGene00003777,ENSP00000252173
WBGene00003777,ENSP00000255381
WBGene00003777,ENSP00000262873
WBGene00003777,ENSP00000273353
WBGene00003777,ENSP00000348634
WBGene00003777,ENSP00000353590
WBGene00003777,ENSP00000355048
WBGene00003777,ENSP00000379613
WBGene00003777,ENSP00000406273
WBGene00003778,ENSP00000264663
WBGene00003787,ENSP00000406103
WBGene00003788,ENSP00000245544
WBGene00003789,ENSP00000285968
WBGene00003794,ENSP00000231498
WBGene00003796,ENSP00000316032
WBGene00003797,ENSP00000305503
WBGene00003798,ENSP00000254508
WBGene00003799,ENSP00000310668
WBGene00003802,ENSP00000345895
WBGene00003803,ENSP00000379182
WBGene00003804,ENSP00000382779
WBGene00003805,ENSP00000295119
WBGene00003806,ENSP00000342834
WBGene00003815,ENSP00000256854
WBGene00003818,ENSP00000381293
WBGene00003819,ENSP00000387361
WBGene00003821,ENSP00000338573
WBGene00003822,ENSP00000345629
WBGene00003822,ENSP00000351908
WBGene00003825,ENSP00000229195
WBGene00003826,ENSP00000221232
WBGene00003827,ENSP00000262563
WBGene00003829,ENSP00000319664
WBGene00003830,ENSP00000252891
WBGene00003831,ENSP00000322450
WBGene00003834,ENSP00000294172
WBGene00003836,ENSP00000218004
WBGene00003841,ENSP00000265310
WBGene00003842,ENSP00000200652
WBGene00003844,ENSP00000234111
WBGene00003846,ENSP00000414657
WBGene00003851,ENSP00000287859
WBGene00003858,ENSP00000362824
WBGene00003878,ENSP00000417085
WBGene00003882,ENSP00000234296
WBGene00003883,ENSP00000260570
WBGene00003884,ENSP00000247986
WBGene00003885,ENSP00000323580
WBGene00003886,ENSP00000362121
WBGene00003892,ENSP00000264499
WBGene00003893,ENSP00000231061
WBGene00003898,ENSP00000340596
WBGene00003901,ENSP00000311344
WBGene00003901,ENSP00000324804
WBGene00003902,ENSP00000313007
WBGene00003903,ENSP00000313007
WBGene00003904,ENSP00000216727
WBGene00003905,ENSP00000195654
WBGene00003907,ENSP00000363400
WBGene00003911,ENSP00000353864
WBGene00003914,ENSP00000320324
WBGene00003916,ENSP00000385751
WBGene00003918,ENSP00000363921
WBGene00003919,ENSP00000324856
WBGene00003921,ENSP00000343144
WBGene00003922,ENSP00000261479
WBGene00003923,ENSP00000409815
WBGene00003924,ENSP00000399856
WBGene00003925,ENSP00000359910
WBGene00003926,ENSP00000271308
WBGene00003927,ENSP00000315309
WBGene00003928,ENSP00000216455
WBGene00003929,ENSP00000367316
WBGene00003930,ENSP00000364094
WBGene00003931,ENSP00000299421
WBGene00003932,ENSP00000334008
WBGene00003937,ENSP00000384817
WBGene00003947,ENSP00000270586
WBGene00003948,ENSP00000259457
WBGene00003949,ENSP00000225426
WBGene00003950,ENSP00000362337
WBGene00003951,ENSP00000364016
WBGene00003951,ENSP00000372723
WBGene00003951,ENSP00000394155
WBGene00003951,ENSP00000402406
WBGene00003951,ENSP00000404585
WBGene00003951,ENSP00000406797
WBGene00003951,ENSP00000414770
WBGene00003952,ENSP00000262193
WBGene00003953,ENSP00000290541
WBGene00003954,ENSP00000356354
WBGene00003955,ENSP00000368458
WBGene00003961,ENSP00000261211
WBGene00003963,ENSP00000327801
WBGene00003964,ENSP00000300289
WBGene00003965,ENSP00000344220
WBGene00003966,ENSP00000287600
WBGene00003967,ENSP00000355865
WBGene00003969,ENSP00000354871
WBGene00003970,ENSP00000307235
WBGene00003975,ENSP00000222266
WBGene00003978,ENSP00000383168
WBGene00003980,ENSP00000274364
WBGene00003995,ENSP00000263817
WBGene00003995,ENSP00000265723
WBGene00003995,ENSP00000265724
WBGene00003995,ENSP00000384881
WBGene00003996,ENSP00000263817
WBGene00003996,ENSP00000265723
WBGene00003996,ENSP00000265724
WBGene00003996,ENSP00000384881
WBGene00003997,ENSP00000263817
WBGene00003997,ENSP00000265723
WBGene00003997,ENSP00000265724
WBGene00003997,ENSP00000384881
WBGene00003998,ENSP00000263817
WBGene00003998,ENSP00000265723
WBGene00003998,ENSP00000265724
WBGene00003998,ENSP00000384881
WBGene00003999,ENSP00000263817
WBGene00003999,ENSP00000265723
WBGene00003999,ENSP00000265724
WBGene00003999,ENSP00000384881
WBGene00004000,ENSP00000263817
WBGene00004000,ENSP00000265723
WBGene00004000,ENSP00000265724
WBGene00004000,ENSP00000384881
WBGene00004001,ENSP00000263817
WBGene00004001,ENSP00000265723
WBGene00004001,ENSP00000265724
WBGene00004001,ENSP00000384881
WBGene00004002,ENSP00000263817
WBGene00004002,ENSP00000265723
WBGene00004002,ENSP00000265724
WBGene00004002,ENSP00000384881
WBGene00004003,ENSP00000263817
WBGene00004003,ENSP00000265723
WBGene00004003,ENSP00000265724
WBGene00004003,ENSP00000384881
WBGene00004005,ENSP00000265724
WBGene00004006,ENSP00000263817
WBGene00004006,ENSP00000265723
WBGene00004006,ENSP00000265724
WBGene00004006,ENSP00000384881
WBGene00004007,ENSP00000263817
WBGene00004007,ENSP00000265723
WBGene00004007,ENSP00000265724
WBGene00004007,ENSP00000384881
WBGene00004008,ENSP00000263817
WBGene00004008,ENSP00000265723
WBGene00004008,ENSP00000265724
WBGene00004008,ENSP00000384881
WBGene00004011,ENSP00000282728
WBGene00004013,ENSP00000250448
WBGene00004014,ENSP00000300408
WBGene00004015,ENSP00000382362
WBGene00004016,ENSP00000216252
WBGene00004017,ENSP00000298743
WBGene00004024,ENSP00000249499
WBGene00004025,ENSP00000362099
WBGene00004028,ENSP00000328174
WBGene00004029,ENSP00000390651
WBGene00004031,ENSP00000384048
WBGene00004032,ENSP00000306124
WBGene00004032,ENSP00000329127
WBGene00004033,ENSP00000263431
WBGene00004033,ENSP00000284384
WBGene00004033,ENSP00000305355
WBGene00004034,ENSP00000295797
WBGene00004034,ENSP00000367830
WBGene00004035,ENSP00000325296
WBGene00004036,ENSP00000360431
WBGene00004038,ENSP00000244007
WBGene00004038,ENSP00000352336
WBGene00004039,ENSP00000313731
WBGene00004040,ENSP00000342793
WBGene00004042,ENSP00000300093
WBGene00004045,ENSP00000285094
WBGene00004045,ENSP00000402861
WBGene00004046,ENSP00000332706
WBGene00004047,ENSP00000296440
WBGene00004047,ENSP00000317128
WBGene00004047,ENSP00000323194
WBGene00004047,ENSP00000352288
WBGene00004047,ENSP00000355378
WBGene00004047,ENSP00000356000
WBGene00004047,ENSP00000358696
WBGene00004047,ENSP00000377061
WBGene00004049,ENSP00000355759
WBGene00004052,ENSP00000384408
WBGene00004055,ENSP00000229795
WBGene00004058,ENSP00000403357
WBGene00004059,ENSP00000403357
WBGene00004060,ENSP00000349396
WBGene00004061,ENSP00000218104
WBGene00004061,ENSP00000310688
WBGene00004063,ENSP00000306816
WBGene00004063,ENSP00000397925
WBGene00004064,ENSP00000265849
WBGene00004075,ENSP00000251166
WBGene00004076,ENSP00000341044
WBGene00004077,ENSP00000358404
WBGene00004085,ENSP00000279387
WBGene00004087,ENSP00000357883
WBGene00004088,ENSP00000365757
WBGene00004089,ENSP00000264380
WBGene00004090,ENSP00000353575
WBGene00004091,ENSP00000265174
WBGene00004091,ENSP00000406157
WBGene00004092,ENSP00000361869
WBGene00004101,ENSP00000331201
WBGene00004106,ENSP00000363929
WBGene00004109,ENSP00000366746
WBGene00004117,ENSP00000378402
WBGene00004121,ENSP00000236925
WBGene00004131,ENSP00000358458
WBGene00004134,ENSP00000278836
WBGene00004136,ENSP00000298173
WBGene00004140,ENSP00000395277
WBGene00004147,ENSP00000326128
WBGene00004151,ENSP00000366672
WBGene00004166,ENSP00000282516
WBGene00004178,ENSP00000245255
WBGene00004180,ENSP00000350491
WBGene00004181,ENSP00000402620
WBGene00004183,ENSP00000353824
WBGene00004184,ENSP00000359685
WBGene00004185,ENSP00000251289
WBGene00004186,ENSP00000337194
WBGene00004187,ENSP00000304350
WBGene00004188,ENSP00000215793
WBGene00004189,ENSP00000355890
WBGene00004190,ENSP00000360327
WBGene00004192,ENSP00000349543
WBGene00004193,ENSP00000356563
WBGene00004194,ENSP00000391601
WBGene00004196,ENSP00000221480
WBGene00004197,ENSP00000225873
WBGene00004198,ENSP00000295030
WBGene00004199,ENSP00000349016
WBGene00004201,ENSP00000357051
WBGene00004203,ENSP00000267064
WBGene00004204,ENSP00000265773
WBGene00004204,ENSP00000350720
WBGene00004205,ENSP00000394085
WBGene00004206,ENSP00000377401
WBGene00004207,ENSP00000349428
WBGene00004208,ENSP00000361266
WBGene00004212,ENSP00000353375
WBGene00004213,ENSP00000263708
WBGene00004214,ENSP00000376375
WBGene00004215,ENSP00000348812
WBGene00004215,ENSP00000349932
WBGene00004215,ENSP00000353030
WBGene00004233,ENSP00000368666
WBGene00004248,ENSP00000365837
WBGene00004254,ENSP00000264431
WBGene00004254,ENSP00000378654
WBGene00004255,ENSP00000380271
WBGene00004256,ENSP00000252804
WBGene00004256,ENSP00000348645
WBGene00004257,ENSP00000252804
WBGene00004257,ENSP00000348645
WBGene00004258,ENSP00000377527
WBGene00004259,ENSP00000264705
WBGene00004259,ENSP00000402608
WBGene00004266,ENSP00000387286
WBGene00004267,ENSP00000282878
WBGene00004268,ENSP00000273047
WBGene00004268,ENSP00000353444
WBGene00004270,ENSP00000311449
WBGene00004271,ENSP00000265062
WBGene00004272,ENSP00000312734
WBGene00004273,ENSP00000264710
WBGene00004274,ENSP00000405767
WBGene00004276,ENSP00000362946
WBGene00004277,ENSP00000364957
WBGene00004279,ENSP00000261263
WBGene00004281,ENSP00000328551
WBGene00004282,ENSP00000260056
WBGene00004283,ENSP00000306496
WBGene00004285,ENSP00000376390
WBGene00004286,ENSP00000358466
WBGene00004287,ENSP00000304283
WBGene00004296,ENSP00000265335
WBGene00004297,ENSP00000372088
WBGene00004298,ENSP00000396113
WBGene00004302,ENSP00000376176
WBGene00004303,ENSP00000385866
WBGene00004304,ENSP00000381934
WBGene00004305,ENSP00000219169
WBGene00004306,ENSP00000341483
WBGene00004307,ENSP00000377085
WBGene00004308,ENSP00000245304
WBGene00004310,ENSP00000256196
WBGene00004311,ENSP00000289104
WBGene00004313,ENSP00000251076
WBGene00004313,ENSP00000309690
WBGene00004314,ENSP00000254442
WBGene00004315,ENSP00000261741
WBGene00004316,ENSP00000413254
WBGene00004317,ENSP00000411418
WBGene00004318,ENSP00000351832
WBGene00004319,ENSP00000382688
WBGene00004320,ENSP00000216225
WBGene00004321,ENSP00000320768
WBGene00004322,ENSP00000317636
WBGene00004335,ENSP00000282928
WBGene00004336,ENSP00000267484
WBGene00004337,ENSP00000371321
WBGene00004338,ENSP00000055077
WBGene00004339,ENSP00000369411
WBGene00004340,ENSP00000376272
WBGene00004341,ENSP00000354340
WBGene00004343,ENSP00000323720
WBGene00004345,ENSP00000297313
WBGene00004348,ENSP00000225737
WBGene00004355,ENSP00000356520
WBGene00004356,ENSP00000228945
WBGene00004357,ENSP00000400175
WBGene00004358,ENSP00000360217
WBGene00004360,ENSP00000367446
WBGene00004361,ENSP00000220562
WBGene00004364,ENSP00000254976
WBGene00004367,ENSP00000376582
WBGene00004368,ENSP00000403982
WBGene00004371,ENSP00000324967
WBGene00004371,ENSP00000385899
WBGene00004373,ENSP00000220325
WBGene00004373,ENSP00000263277
WBGene00004373,ENSP00000320516
WBGene00004373,ENSP00000327116
WBGene00004375,ENSP00000415847
WBGene00004377,ENSP00000377665
WBGene00004378,ENSP00000260818
WBGene00004381,ENSP00000415744
WBGene00004383,ENSP00000221486
WBGene00004386,ENSP00000367178
WBGene00004387,ENSP00000333001
WBGene00004388,ENSP00000315859
WBGene00004389,ENSP00000322016
WBGene00004390,ENSP00000221448
WBGene00004391,ENSP00000300738
WBGene00004392,ENSP00000251810
WBGene00004393,ENSP00000352514
WBGene00004395,ENSP00000357494
WBGene00004400,ENSP00000362076
WBGene00004403,ENSP00000262316
WBGene00004404,ENSP00000325421
WBGene00004405,ENSP00000356416
WBGene00004408,ENSP00000339027
WBGene00004409,ENSP00000346037
WBGene00004411,ENSP00000361446
WBGene00004412,ENSP00000363018
WBGene00004413,ENSP00000378378
WBGene00004414,ENSP00000346001
WBGene00004415,ENSP00000311430
WBGene00004416,ENSP00000359345
WBGene00004417,ENSP00000202773
WBGene00004418,ENSP00000379733
WBGene00004418,ENSP00000381447
WBGene00004419,ENSP00000361076
WBGene00004420,ENSP00000346022
WBGene00004421,ENSP00000298283
WBGene00004423,ENSP00000363676
WBGene00004424,ENSP00000354739
WBGene00004425,ENSP00000307889
WBGene00004426,ENSP00000345156
WBGene00004427,ENSP00000309334
WBGene00004428,ENSP00000375730
WBGene00004429,ENSP00000389465
WBGene00004430,ENSP00000084795
WBGene00004431,ENSP00000225430
WBGene00004432,ENSP00000222247
WBGene00004433,ENSP00000346027
WBGene00004434,ENSP00000346088
WBGene00004435,ENSP00000377865
WBGene00004436,ENSP00000377640
WBGene00004437,ENSP00000260443
WBGene00004439,ENSP00000378396
WBGene00004440,ENSP00000265100
WBGene00004441,ENSP00000253788
WBGene00004442,ENSP00000401450
WBGene00004443,ENSP00000294189
WBGene00004444,ENSP00000287038
WBGene00004445,ENSP00000386737
WBGene00004446,ENSP00000410949
WBGene00004447,ENSP00000419117
WBGene00004448,ENSP00000408808
WBGene00004449,ENSP00000259469
WBGene00004450,ENSP00000252543
WBGene00004452,ENSP00000309830
WBGene00004453,ENSP00000391684
WBGene00004454,ENSP00000346012
WBGene00004456,ENSP00000418082
WBGene00004457,ENSP00000384288
WBGene00004458,ENSP00000310129
WBGene00004459,ENSP00000309474
WBGene00004460,ENSP00000264639
WBGene00004461,ENSP00000348442
WBGene00004462,ENSP00000261712
WBGene00004463,ENSP00000418695
WBGene00004464,ENSP00000219313
WBGene00004465,ENSP00000396937
WBGene00004466,ENSP00000357876
WBGene00004467,ENSP00000386541
WBGene00004468,ENSP00000215071
WBGene00004469,ENSP00000417240
WBGene00004470,ENSP00000346050
WBGene00004471,ENSP00000341885
WBGene00004472,ENSP00000278572
WBGene00004473,ENSP00000362744
WBGene00004474,ENSP00000196551
WBGene00004475,ENSP00000369757
WBGene00004476,ENSP00000339095
WBGene00004477,ENSP00000379888
WBGene00004478,ENSP00000302896
WBGene00004479,ENSP00000217256
WBGene00004479,ENSP00000363169
WBGene00004480,ENSP00000270625
WBGene00004481,ENSP00000356881
WBGene00004482,ENSP00000228140
WBGene00004483,ENSP00000385958
WBGene00004484,ENSP00000233609
WBGene00004485,ENSP00000367806
WBGene00004486,ENSP00000346045
WBGene00004486,ENSP00000346046
WBGene00004487,ENSP00000211372
WBGene00004487,ENSP00000393241
WBGene00004487,ENSP00000403175
WBGene00004487,ENSP00000412583
WBGene00004487,ENSP00000416110
WBGene00004488,ENSP00000221975
WBGene00004489,ENSP00000396038
WBGene00004491,ENSP00000318646
WBGene00004492,ENSP00000296674
WBGene00004493,ENSP00000414321
WBGene00004494,ENSP00000236900
WBGene00004495,ENSP00000348580
WBGene00004495,ENSP00000348849
WBGene00004496,ENSP00000357555
WBGene00004496,ENSP00000410885
WBGene00004497,ENSP00000395886
WBGene00004498,ENSP00000379339
WBGene00004499,ENSP00000279259
WBGene00004501,ENSP00000391211
WBGene00004502,ENSP00000261303
WBGene00004503,ENSP00000157812
WBGene00004504,ENSP00000401802
WBGene00004505,ENSP00000298852
WBGene00004506,ENSP00000310572
WBGene00004507,ENSP00000298854
WBGene00004679,ENSP00000231572
WBGene00004680,ENSP00000358549
WBGene00004682,ENSP00000296951
WBGene00004698,ENSP00000244020
WBGene00004700,ENSP00000229390
WBGene00004701,ENSP00000376276
WBGene00004703,ENSP00000325905
WBGene00004704,ENSP00000334538
WBGene00004705,ENSP00000297071
WBGene00004705,ENSP00000376290
WBGene00004706,ENSP00000363510
WBGene00004719,ENSP00000320853
WBGene00004723,ENSP00000271628
WBGene00004727,ENSP00000373684
WBGene00004728,ENSP00000351113
WBGene00004729,ENSP00000327536
WBGene00004735,ENSP00000348069
WBGene00004736,ENSP00000324892
WBGene00004736,ENSP00000349595
WBGene00004736,ENSP00000380236
WBGene00004738,ENSP00000218089
WBGene00004740,ENSP00000373700
WBGene00004743,ENSP00000307275
WBGene00004744,ENSP00000265565
WBGene00004749,ENSP00000307046
WBGene00004752,ENSP00000230449
WBGene00004753,ENSP00000253861
WBGene00004754,ENSP00000306881
WBGene00004754,ENSP00000416609
WBGene00004755,ENSP00000321845
WBGene00004755,ENSP00000369059
WBGene00004756,ENSP00000265175
WBGene00004756,ENSP00000381823
WBGene00004758,ENSP00000351997
WBGene00004759,ENSP00000337053
WBGene00004760,ENSP00000308534
WBGene00004760,ENSP00000349629
WBGene00004766,ENSP00000262225
WBGene00004767,ENSP00000281708
WBGene00004768,ENSP00000412962
WBGene00004769,ENSP00000326366
WBGene00004773,ENSP00000217086
WBGene00004774,ENSP00000339007
WBGene00004776,ENSP00000276198
WBGene00004777,ENSP00000316244
WBGene00004780,ENSP00000337949
WBGene00004781,ENSP00000384629
WBGene00004782,ENSP00000262519
WBGene00004786,ENSP00000385865
WBGene00004787,ENSP00000361042
WBGene00004788,ENSP00000361057
WBGene00004789,ENSP00000356832
WBGene00004790,ENSP00000371512
WBGene00004800,ENSP00000212015
WBGene00004801,ENSP00000202967
WBGene00004803,ENSP00000337332
WBGene00004804,ENSP00000354855
WBGene00004806,ENSP00000261531
WBGene00004807,ENSP00000231487
WBGene00004829,ENSP00000264122
WBGene00004830,ENSP00000382770
WBGene00004830,ENSP00000385552
WBGene00004831,ENSP00000294725
WBGene00004831,ENSP00000298480
WBGene00004854,ENSP00000266058
WBGene00004854,ENSP00000273739
WBGene00004854,ENSP00000332164
WBGene00004855,ENSP00000263373
WBGene00004855,ENSP00000311489
WBGene00004855,ENSP00000317790
WBGene00004855,ENSP00000349259
WBGene00004855,ENSP00000361824
WBGene00004855,ENSP00000374373
WBGene00004856,ENSP00000305769
WBGene00004860,ENSP00000401907
WBGene00004873,ENSP00000354720
WBGene00004874,ENSP00000349961
WBGene00004875,ENSP00000357880
WBGene00004876,ENSP00000378364
WBGene00004879,ENSP00000374118
WBGene00004880,ENSP00000406512
WBGene00004881,ENSP00000350221
WBGene00004882,ENSP00000276201
WBGene00004884,ENSP00000263073
WBGene00004885,ENSP00000405387
WBGene00004886,ENSP00000308533
WBGene00004887,ENSP00000370083
WBGene00004887,ENSP00000412162
WBGene00004888,ENSP00000391266
WBGene00004889,ENSP00000257414
WBGene00004891,ENSP00000358616
WBGene00004895,ENSP00000380336
WBGene00004896,ENSP00000396301
WBGene00004897,ENSP00000418572
WBGene00004910,ENSP00000287766
WBGene00004912,ENSP00000332287
WBGene00004913,ENSP00000342993
WBGene00004914,ENSP00000402852
WBGene00004915,ENSP00000342305
WBGene00004916,ENSP00000300413
WBGene00004917,ENSP00000342374
WBGene00004918,ENSP00000266735
WBGene00004919,ENSP00000400591
WBGene00004920,ENSP00000393388
WBGene00004921,ENSP00000376932
WBGene00004927,ENSP00000368831
WBGene00004929,ENSP00000358464
WBGene00004930,ENSP00000270142
WBGene00004931,ENSP00000356022
WBGene00004947,ENSP00000387784
WBGene00004951,ENSP00000357130
WBGene00004951,ENSP00000361824
WBGene00004952,ENSP00000377793
