From	To
P26885	ENSG00000173486
P27037	ENSG00000121989
P27105	ENSG00000148175
P27169	ENSG00000005421
P27361	ENSG00000102882
P27448	ENSG00000075413
P27449	ENSG00000185883
P27487	ENSG00000197635
P27540	ENSG00000143437
P27544	ENSG00000223802
P27635	ENSG00000147403
P27694	ENSG00000132383
P27695	ENSG00000100823
P27708	ENSG00000084774
P27797	ENSG00000179218
P27824	ENSG00000127022
P27986	ENSG00000145675
P28062	ENSG00000204264
P28062	ENSG00000206298
P28062	ENSG00000235715
P28062	ENSG00000226201
P28062	ENSG00000236443
P28062	ENSG00000231631
P28062	ENSG00000230669
P28062	ENSG00000230034
P28065	ENSG00000240065
P28065	ENSG00000240118
P28065	ENSG00000243594
P28065	ENSG00000243067
P28065	ENSG00000242711
P28065	ENSG00000243958
P28065	ENSG00000239836
P28065	ENSG00000240508
P28066	ENSG00000143106
P28070	ENSG00000159377
P28072	ENSG00000142507
P28074	ENSG00000100804
P28221	ENSG00000179546
P28222	ENSG00000135312
P28288	ENSG00000117528
P28289	ENSG00000136842
P28324	ENSG00000158711
P28325	ENSG00000170367
P28328	ENSG00000164751
P28329	ENSG00000070748
P28331	ENSG00000023228
P28331	ENSG00000283447
P28340	ENSG00000062822
P28347	ENSG00000187079
P28356	ENSG00000128709
P28360	ENSG00000163132
P28370	ENSG00000102038
P28472	ENSG00000166206
P28482	ENSG00000100030
P28698	ENSG00000099326
P28702	ENSG00000204231
P28702	ENSG00000206289
P28702	ENSG00000228333
P28702	ENSG00000235712
P28702	ENSG00000231321
P28702	ENSG00000227322
P28715	ENSG00000134899
P28749	ENSG00000080839
P29074	ENSG00000088179
P29083	ENSG00000153767
P29084	ENSG00000197265
P29144	ENSG00000134900
P29218	ENSG00000133731
P29317	ENSG00000142627
P29320	ENSG00000044524
P29322	ENSG00000070886
P29323	ENSG00000133216
P29350	ENSG00000111679
P29353	ENSG00000160691
P29371	ENSG00000169836
P29374	ENSG00000032219
P29375	ENSG00000073614
P29376	ENSG00000062524
P29400	ENSG00000188153
P29401	ENSG00000163931
P29466	ENSG00000137752
P29508	ENSG00000057149
P29692	ENSG00000104529
P29692	ENSG00000273594
P29803	ENSG00000163114
P29973	ENSG00000198515
P29992	ENSG00000088256
P30038	ENSG00000159423
P30039	ENSG00000108187
P30041	ENSG00000117592
P30046	ENSG00000099977
P30046	ENSG00000275003
P30047	ENSG00000137880
P30048	ENSG00000165672
P30049	ENSG00000099624
P30050	ENSG00000197958
P30084	ENSG00000127884
P30085	ENSG00000162368
P30086	ENSG00000089220
P30101	ENSG00000167004
P30153	ENSG00000105568
P30154	ENSG00000137713
P30260	ENSG00000004897
P30279	ENSG00000118971
P30281	ENSG00000112576
P30304	ENSG00000164045
P30305	ENSG00000101224
P30307	ENSG00000158402
P30405	ENSG00000108179
P30419	ENSG00000136448
P30518	ENSG00000126895
P30520	ENSG00000035687
P30531	ENSG00000157103
P30533	ENSG00000163956
P30536	ENSG00000100300
P30559	ENSG00000180914
P30566	ENSG00000239900
P30613	ENSG00000143627
P30613	ENSG00000262785
P30740	ENSG00000021355
P30793	ENSG00000131979
P30837	ENSG00000137124
P30838	ENSG00000108602
P30872	ENSG00000139874
P30874	ENSG00000180616
P30876	ENSG00000047315
P30953	ENSG00000180016
P30954	ENSG00000196184
P30968	ENSG00000109163
P30988	ENSG00000004948
P31040	ENSG00000073578
P31146	ENSG00000102879
P31150	ENSG00000203879
P31153	ENSG00000168906
P31213	ENSG00000277893
P31249	ENSG00000128652
P31260	ENSG00000253293
P31267	ENSG00000106006
P31268	ENSG00000122592
P31269	ENSG00000078399
P31271	ENSG00000106031
P31273	ENSG00000037965
P31274	ENSG00000180806
P31276	ENSG00000123364
P31321	ENSG00000188191
P31350	ENSG00000171848
P31391	ENSG00000132671
P31415	ENSG00000143318
P31431	ENSG00000124145
P31483	ENSG00000116001
P31512	ENSG00000076258
P31513	ENSG00000007933
P31645	ENSG00000108576
P31689	ENSG00000086061
P31749	ENSG00000142208
P31751	ENSG00000105221
P31930	ENSG00000010256
P31937	ENSG00000106049
P31939	ENSG00000138363
P31942	ENSG00000096746
P31943	ENSG00000169045
P31946	ENSG00000166913
P31948	ENSG00000168439
P32004	ENSG00000198910
P32019	ENSG00000204084
P32119	ENSG00000167815
P32121	ENSG00000141480
P32189	ENSG00000198814
P32238	ENSG00000163394
P32239	ENSG00000110148
P32242	ENSG00000115507
P32243	ENSG00000165588
P32297	ENSG00000080644
P32298	ENSG00000125388
P32320	ENSG00000158825
P32321	ENSG00000129187
P32322	ENSG00000183010
P32418	ENSG00000183023
P32745	ENSG00000278195
P32754	ENSG00000158104
P32780	ENSG00000110768
P32929	ENSG00000116761
P32969	ENSG00000163682
P33121	ENSG00000151726
P33176	ENSG00000170759
P33240	ENSG00000101811
P33260	ENSG00000108242
P33261	ENSG00000165841
P33527	ENSG00000103222
P33527	ENSG00000278183
P33552	ENSG00000123975
P33778	ENSG00000276410
P33897	ENSG00000101986
P33908	ENSG00000111885
P33947	ENSG00000136240
P33991	ENSG00000104738
P33992	ENSG00000100297
P33993	ENSG00000166508
P34741	ENSG00000169439
P34820	ENSG00000116985
P34896	ENSG00000176974
P34897	ENSG00000182199
P34925	ENSG00000163785
P34932	ENSG00000170606
P34947	ENSG00000198873
P34949	ENSG00000178802
P34981	ENSG00000174417
P34982	ENSG00000184166
P34998	ENSG00000120088
P34998	ENSG00000278232
P34998	ENSG00000276191
P35052	ENSG00000063660
P35125	ENSG00000129204
P35218	ENSG00000174990
P35219	ENSG00000178538
P35221	ENSG00000044115
P35222	ENSG00000168036
P35232	ENSG00000167085
P35237	ENSG00000124570
P35241	ENSG00000137710
P35247	ENSG00000133661
P35249	ENSG00000163918
P35250	ENSG00000049541
P35251	ENSG00000035928
P35268	ENSG00000116251
P35269	ENSG00000125651
P35346	ENSG00000162009
P35348	ENSG00000120907
P35368	ENSG00000170214
P35372	ENSG00000112038
P35398	ENSG00000069667
P35453	ENSG00000128714
P35462	ENSG00000151577
P35503	ENSG00000243135
P35504	ENSG00000240224
P35520	ENSG00000160200
P35523	ENSG00000188037
P35548	ENSG00000120149
P35555	ENSG00000166147
P35556	ENSG00000138829
P35557	ENSG00000106633
P35558	ENSG00000124253
P35573	ENSG00000162688
P35579	ENSG00000100345
P35580	ENSG00000133026
P35609	ENSG00000077522
P35610	ENSG00000057252
P35611	ENSG00000087274
P35612	ENSG00000075340
P35613	ENSG00000172270
P35625	ENSG00000100234
P35626	ENSG00000100077
P35637	ENSG00000089280
P35658	ENSG00000126883
P35670	ENSG00000123191
P35713	ENSG00000203883
P35749	ENSG00000133392
P35749	ENSG00000276480
P35754	ENSG00000173221
P35789	ENSG00000184635
P35790	ENSG00000110721
P35813	ENSG00000100614
P35869	ENSG00000106546
P35914	ENSG00000117305
P35916	ENSG00000037280
P35968	ENSG00000128052
P35998	ENSG00000161057
P36222	ENSG00000133048
P36268	ENSG00000133475
P36402	ENSG00000081059
P36404	ENSG00000213465
P36405	ENSG00000138175
P36406	ENSG00000113595
P36507	ENSG00000126934
P36537	ENSG00000109181
P36537	ENSG00000275190
P36542	ENSG00000165629
P36543	ENSG00000131100
P36544	ENSG00000175344
P36575	ENSG00000120500
P36578	ENSG00000174444
P36776	ENSG00000196365
P36871	ENSG00000079739
P36894	ENSG00000107779
P36896	ENSG00000135503
P36897	ENSG00000106799
P36952	ENSG00000206075
P36954	ENSG00000105258
P36956	ENSG00000072310
P36957	ENSG00000119689
P36959	ENSG00000137198
P36969	ENSG00000167468
P37023	ENSG00000139567
P37088	ENSG00000111319
P37108	ENSG00000140319
P37173	ENSG00000163513
P37198	ENSG00000213024
P37231	ENSG00000132170
P37275	ENSG00000148516
P37287	ENSG00000165195
P37288	ENSG00000166148
P37802	ENSG00000158710
P37837	ENSG00000177156
P38117	ENSG00000105379
P38405	ENSG00000141404
P38567	ENSG00000106304
P38571	ENSG00000107798
P38606	ENSG00000114573
P38646	ENSG00000113013
P38919	ENSG00000141543
P39019	ENSG00000105372
P39023	ENSG00000100316
P39059	ENSG00000204291
P39060	ENSG00000182871
P39086	ENSG00000171189
P39210	ENSG00000115204
P39656	ENSG00000244038
P39687	ENSG00000140350
P39748	ENSG00000168496
P39880	ENSG00000257923
P39900	ENSG00000262406
P40123	ENSG00000112186
P40126	ENSG00000080166
P40145	ENSG00000155897
P40197	ENSG00000178732
P40222	ENSG00000084652
P40227	ENSG00000146731
P40261	ENSG00000166741
P40306	ENSG00000205220
P40424	ENSG00000185630
P40425	ENSG00000204304
P40425	ENSG00000206315
P40425	ENSG00000236353
P40425	ENSG00000232005
P40425	ENSG00000224952
P40425	ENSG00000225987
P40425	ENSG00000237344
P40426	ENSG00000167081
P40429	ENSG00000142541
P40616	ENSG00000120805
P40692	ENSG00000076242
P40763	ENSG00000168610
P40855	ENSG00000162735
P40879	ENSG00000091138
P40926	ENSG00000146701
P40937	ENSG00000111445
P40938	ENSG00000133119
P40939	ENSG00000084754
P41091	ENSG00000130741
P41143	ENSG00000116329
P41145	ENSG00000082556
P41146	ENSG00000125510
P41214	ENSG00000143486
P41221	ENSG00000114251
P41223	ENSG00000106245
P41227	ENSG00000102030
P41229	ENSG00000126012
P41235	ENSG00000101076
P41236	ENSG00000184203
P41240	ENSG00000103653
P41247	ENSG00000006757
P41250	ENSG00000106105
P41252	ENSG00000196305
P41567	ENSG00000173812
P41594	ENSG00000168959
P41743	ENSG00000163558
P41970	ENSG00000111145
P42025	ENSG00000115073
P42224	ENSG00000115415
P42226	ENSG00000166888
P42229	ENSG00000126561
P42261	ENSG00000155511
P42262	ENSG00000120251
P42263	ENSG00000125675
P42285	ENSG00000039123
P42336	ENSG00000121879
P42338	ENSG00000051382
P42345	ENSG00000198793
P42356	ENSG00000241973
P42357	ENSG00000084110
P42566	ENSG00000085832
P42575	ENSG00000106144
P42658	ENSG00000130226
P42658	ENSG00000282974
P42677	ENSG00000177954
P42679	ENSG00000007264
P42684	ENSG00000143322
P42685	ENSG00000111816
P42696	ENSG00000188739
P42704	ENSG00000138095
P42765	ENSG00000167315
P42766	ENSG00000136942
P42785	ENSG00000137509
P42892	ENSG00000117298
P42898	ENSG00000177000
P43004	ENSG00000110436
P43034	ENSG00000007168
P43146	ENSG00000187323
P43155	ENSG00000095321
P43166	ENSG00000168748
P43246	ENSG00000095002
P43250	ENSG00000198055
P43304	ENSG00000115159
P43307	ENSG00000124783
P43308	ENSG00000163479
P43353	ENSG00000006534
P43354	ENSG00000153234
P43378	ENSG00000169410
P43681	ENSG00000101204
P43686	ENSG00000013275
P43686	ENSG00000281221
P43699	ENSG00000136352
P43897	ENSG00000123297
P45452	ENSG00000137745
P45844	ENSG00000160179
P45880	ENSG00000165637
P45954	ENSG00000196177
P45973	ENSG00000094916
P45974	ENSG00000111667
P45983	ENSG00000107643
P45984	ENSG00000050748
P45985	ENSG00000065559
P46019	ENSG00000044446
P46020	ENSG00000067177
P46059	ENSG00000088386
P46063	ENSG00000004700
P46087	ENSG00000111641
P46108	ENSG00000167193
P46109	ENSG00000099942
P46199	ENSG00000085760
P46459	ENSG00000073969
P46459	ENSG00000278174
P46459	ENSG00000276262
P46527	ENSG00000111276
P46531	ENSG00000148400
P46721	ENSG00000084453
P46734	ENSG00000034152
P46776	ENSG00000166441
P46777	ENSG00000122406
P46778	ENSG00000122026
P46779	ENSG00000108107
P46781	ENSG00000170889
P46781	ENSG00000278270
P46781	ENSG00000274950
P46781	ENSG00000274646
P46782	ENSG00000083845
P46783	ENSG00000124614
P46821	ENSG00000131711
P46926	ENSG00000113552
P46934	ENSG00000069869
P46937	ENSG00000137693
P46939	ENSG00000152818
P46940	ENSG00000140575
P46952	ENSG00000162882
P46976	ENSG00000163754
P47211	ENSG00000166573
P47224	ENSG00000183155
P47736	ENSG00000076864
P47755	ENSG00000198898
P47756	ENSG00000077549
P47813	ENSG00000173674
P47870	ENSG00000145864
P47881	ENSG00000180090
P47887	ENSG00000127780
P47888	ENSG00000159961
P47890	ENSG00000183024
P47893	ENSG00000221882
P47897	ENSG00000172053
P47901	ENSG00000198049
P47929	ENSG00000178934
P47929	ENSG00000205076
P47929	ENSG00000282902
P47929	ENSG00000283082
P47974	ENSG00000152518
P47985	ENSG00000169021
P47989	ENSG00000158125
P48047	ENSG00000241837
P48050	ENSG00000168135
P48051	ENSG00000157542
P48052	ENSG00000158516
P48058	ENSG00000152578
P48059	ENSG00000169756
P48060	ENSG00000139278
P48145	ENSG00000183729
P48146	ENSG00000125522
P48146	ENSG00000277339
P48163	ENSG00000065833
P48201	ENSG00000154518
P48304	ENSG00000172023
P48307	ENSG00000105825
P48378	ENSG00000087903
P48380	ENSG00000080298
P48426	ENSG00000150867
P48443	ENSG00000143171
P48444	ENSG00000095139
P48454	ENSG00000120910
P48506	ENSG00000001084
P48507	ENSG00000023909
P48544	ENSG00000120457
P48547	ENSG00000129159
P48553	ENSG00000160218
P48556	ENSG00000099341
P48594	ENSG00000206073
P48595	ENSG00000242550
P48637	ENSG00000100983
P48643	ENSG00000150753
P48651	ENSG00000156471
P48723	ENSG00000155304
P48728	ENSG00000145020
P48729	ENSG00000113712
P48730	ENSG00000141551
P48735	ENSG00000182054
P48736	ENSG00000105851
P48739	ENSG00000180957
P48742	ENSG00000273706
P48742	ENSG00000274577
P48764	ENSG00000066230
P48775	ENSG00000151790
P48775	ENSG00000262635
P48788	ENSG00000130598
P49005	ENSG00000106628
P49023	ENSG00000089159
P49116	ENSG00000177463
P49137	ENSG00000162889
P49146	ENSG00000185149
P49189	ENSG00000143149
P49207	ENSG00000109475
P49223	ENSG00000101446
P49247	ENSG00000153574
P49257	ENSG00000074695
P49279	ENSG00000018280
P49281	ENSG00000110911
P49321	ENSG00000132780
P49326	ENSG00000131781
P49327	ENSG00000169710
P49336	ENSG00000132964
P49354	ENSG00000168522
P49356	ENSG00000257365
P49366	ENSG00000095059
P49368	ENSG00000163468
P49406	ENSG00000115364
P49407	ENSG00000137486
P49411	ENSG00000178952
P49418	ENSG00000078053
P49419	ENSG00000164904
P49427	ENSG00000099804
P49447	ENSG00000008283
P49448	ENSG00000182890
P49458	ENSG00000143742
P49459	ENSG00000077721
P49585	ENSG00000161217
P49588	ENSG00000090861
P49589	ENSG00000110619
P49589	ENSG00000278191
P49590	ENSG00000112855
P49591	ENSG00000031698
P49593	ENSG00000100034
P49619	ENSG00000058866
P49639	ENSG00000105991
P49641	ENSG00000196547
P49642	ENSG00000198056
P49643	ENSG00000146143
P49662	ENSG00000196954
P49674	ENSG00000213923
P49675	ENSG00000147465
P49720	ENSG00000277791
P49720	ENSG00000275903
P49721	ENSG00000126067
P49736	ENSG00000073111
P49748	ENSG00000072778
P49753	ENSG00000119673
P49754	ENSG00000006715
P49755	ENSG00000170348
P49756	ENSG00000119707
P49757	ENSG00000133961
P49758	ENSG00000182732
P49768	ENSG00000080815
P49770	ENSG00000119718
P49773	ENSG00000169567
P49795	ENSG00000171700
P49802	ENSG00000182901
P49810	ENSG00000143801
P49821	ENSG00000167792
P49840	ENSG00000105723
P49841	ENSG00000082701
P49848	ENSG00000106290
P49888	ENSG00000109193
P49903	ENSG00000086475
P49910	ENSG00000197279
P49914	ENSG00000136371
P49915	ENSG00000163655
P49917	ENSG00000174405
P49959	ENSG00000020922
P50148	ENSG00000156052
P50150	ENSG00000168243
P50150	ENSG00000282972
P50151	ENSG00000242616
P50213	ENSG00000166411
P50224	ENSG00000261052
P50224	ENSG00000213648
P50225	ENSG00000196502
P50226	ENSG00000197165
P50238	ENSG00000213145
P50281	ENSG00000157227
P50395	ENSG00000057608
P50416	ENSG00000110090
P50443	ENSG00000155850
P50452	ENSG00000166401
P50453	ENSG00000170542
P50458	ENSG00000106689
P50461	ENSG00000129170
P50502	ENSG00000100380
P50542	ENSG00000139197
P50553	ENSG00000139352
P50570	ENSG00000079805
P50579	ENSG00000111142
P50607	ENSG00000166402
P50613	ENSG00000134058
P50613	ENSG00000277273
P50616	ENSG00000141232
P50748	ENSG00000184445
P50750	ENSG00000136807
P50851	ENSG00000198589
P50897	ENSG00000131238
P50914	ENSG00000188846
P50990	ENSG00000156261
P50991	ENSG00000115484
P50993	ENSG00000018625
P50995	ENSG00000122359
P51003	ENSG00000090060
P51124	ENSG00000197540
P51148	ENSG00000108774
P51149	ENSG00000075785
P51157	ENSG00000157869
P51159	ENSG00000069974
P51168	ENSG00000168447
P51170	ENSG00000166828
P51172	ENSG00000162572
P51178	ENSG00000187091
P51398	ENSG00000132676
P51449	ENSG00000143365
P51451	ENSG00000136573
P51508	ENSG00000197779
P51511	ENSG00000102996
P51512	ENSG00000156103
P51513	ENSG00000139910
P51522	ENSG00000167766
P51523	ENSG00000198040
P51530	ENSG00000138346
P51531	ENSG00000080503
P51532	ENSG00000127616
P51553	ENSG00000067829
P51571	ENSG00000180879
P51572	ENSG00000185825
P51589	ENSG00000134716
P51648	ENSG00000072210
P51649	ENSG00000112294
P51665	ENSG00000103035
P51687	ENSG00000139531
P51689	ENSG00000006756
P51690	ENSG00000157399
P51692	ENSG00000173757
P51693	ENSG00000105290
P51784	ENSG00000102226
P51786	ENSG00000147117
P51787	ENSG00000053918
P51788	ENSG00000114859
P51790	ENSG00000109572
P51793	ENSG00000073464
P51795	ENSG00000171365
P51798	ENSG00000103249
P51805	ENSG00000130827
P51808	ENSG00000165169
P51809	ENSG00000124333
P51812	ENSG00000177189
P51814	ENSG00000147124
P51815	ENSG00000186376
P51817	ENSG00000183943
P51857	ENSG00000122787
P51878	ENSG00000137757
P51946	ENSG00000134480
P51948	ENSG00000020426
P51956	ENSG00000136098
P51959	ENSG00000113328
P51970	ENSG00000119421
P51991	ENSG00000170144
P51993	ENSG00000156413
P52209	ENSG00000142657
P52272	ENSG00000099783
P52298	ENSG00000114503
P52429	ENSG00000153933
P52434	ENSG00000163882
P52435	ENSG00000005075
P52564	ENSG00000108984
P52565	ENSG00000141522
P52566	ENSG00000111348
P52597	ENSG00000169813
P52655	ENSG00000165417
P52657	ENSG00000140307
P52701	ENSG00000116062
P52732	ENSG00000138160
P52735	ENSG00000160293
P52736	ENSG00000125846
P52737	ENSG00000196646
P52738	ENSG00000196387
P52740	ENSG00000131849
P52741	ENSG00000213762
P52742	ENSG00000176293
P52744	ENSG00000197008
P52746	ENSG00000115568
P52756	ENSG00000003756
P52757	ENSG00000106069
P52758	ENSG00000132541
P52789	ENSG00000159399
P52790	ENSG00000160883
P52799	ENSG00000125266
P52815	ENSG00000262814
P52824	ENSG00000145214
P52848	ENSG00000070614
P52849	ENSG00000166507
P52888	ENSG00000172009
P52895	ENSG00000151632
P52907	ENSG00000116489
P52945	ENSG00000139515
P52948	ENSG00000110713
P52952	ENSG00000183072
P53007	ENSG00000100075
P53041	ENSG00000011485
P53350	ENSG00000166851
P53355	ENSG00000196730
P53365	ENSG00000132254
P53367	ENSG00000164144
P53384	ENSG00000103274
P53396	ENSG00000131473
P53567	ENSG00000153879
P53582	ENSG00000164024
P53597	ENSG00000163541
P53602	ENSG00000167508
P53611	ENSG00000137955
P53618	ENSG00000129083
P53621	ENSG00000122218
P53675	ENSG00000070371
P53677	ENSG00000070718
P53680	ENSG00000042753
P53701	ENSG00000004961
P53708	ENSG00000077943
P53779	ENSG00000109339
P53803	ENSG00000147669
P53805	ENSG00000159200
P53990	ENSG00000182149
P53992	ENSG00000176986
P53999	ENSG00000113387
P54098	ENSG00000140521
P54105	ENSG00000074201
P54107	ENSG00000124812
P54108	ENSG00000096006
P54136	ENSG00000113643
P54198	ENSG00000100084
P54219	ENSG00000036565
P54252	ENSG00000066427
P54259	ENSG00000111676
P54278	ENSG00000122512
P54289	ENSG00000153956
P54368	ENSG00000104904
P54578	ENSG00000101557
P54652	ENSG00000126803
P54687	ENSG00000060982
P54709	ENSG00000069849
P54725	ENSG00000179262
P54727	ENSG00000119318
P54753	ENSG00000182580
P54756	ENSG00000145242
P54760	ENSG00000196411
P54762	ENSG00000154928
P54764	ENSG00000116106
P54793	ENSG00000062096
P54802	ENSG00000108784
P54803	ENSG00000054983
P54819	ENSG00000004455
P54821	ENSG00000116132
P54840	ENSG00000111713
P54855	ENSG00000196620
P54868	ENSG00000134240
P54886	ENSG00000059573
P54920	ENSG00000105402
P55010	ENSG00000100664
P55011	ENSG00000064651
P55017	ENSG00000070915
P55036	ENSG00000159352
P55039	ENSG00000108591
P55055	ENSG00000131408
P55058	ENSG00000100979
P55060	ENSG00000124207
P55072	ENSG00000165280
P55081	ENSG00000140259
P55083	ENSG00000166482
P55084	ENSG00000138029
P55107	ENSG00000266524
P55145	ENSG00000145050
P55160	ENSG00000123338
P55196	ENSG00000130396
P55197	ENSG00000078403
P55209	ENSG00000187109
P55263	ENSG00000156110
P55268	ENSG00000172037
P55318	ENSG00000170608
P55327	ENSG00000076554
P55735	ENSG00000157020
P55769	ENSG00000100138
P55786	ENSG00000141279
P55789	ENSG00000127554
P55795	ENSG00000126945
P55809	ENSG00000083720
P55822	ENSG00000185437
P55884	ENSG00000106263
P56177	ENSG00000144355
P56178	ENSG00000105880
P56179	ENSG00000006377
P56180	ENSG00000274391
P56182	ENSG00000160214
P56192	ENSG00000166986
P56211	ENSG00000128989
P56282	ENSG00000100479
P56377	ENSG00000182287
P56470	ENSG00000171747
P56470	ENSG00000282992
P56524	ENSG00000068024
P56537	ENSG00000242372
P56539	ENSG00000182533
P56556	ENSG00000184983
P56556	ENSG00000272765
P56556	ENSG00000273397
P56556	ENSG00000277365
P56556	ENSG00000281013
P56557	ENSG00000142188
P56557	ENSG00000263160
P56589	ENSG00000034693
P56597	ENSG00000112981
P56696	ENSG00000117013
P56703	ENSG00000108379
P56703	ENSG00000277626
P56703	ENSG00000277641
P56704	ENSG00000154342
P56705	ENSG00000162552
P56706	ENSG00000188064
P57053	ENSG00000234289
P57081	ENSG00000160193
P57087	ENSG00000154721
P57088	ENSG00000109133
P57103	ENSG00000100678
P57682	ENSG00000109787
P57721	ENSG00000183570
P57723	ENSG00000090097
P57727	ENSG00000160183
P57729	ENSG00000123892
P57737	ENSG00000262246
P57737	ENSG00000282725
P57772	ENSG00000132394
P58004	ENSG00000130766
P58005	ENSG00000149212
P58012	ENSG00000183770
P58170	ENSG00000262628
P58173	ENSG00000124657
P58180	ENSG00000255713
P58181	ENSG00000170683
P58181	ENSG00000273953
P58181	ENSG00000281680
P58182	ENSG00000204690
P58182	ENSG00000233481
P58182	ENSG00000235966
P58182	ENSG00000280236
P58304	ENSG00000119614
P58317	ENSG00000197961
P58340	ENSG00000178053
P58546	ENSG00000105887
P58658	ENSG00000166979
P58743	ENSG00000170615
P58872	ENSG00000141314
P58876	ENSG00000158373
P59095	ENSG00000174448
P59282	ENSG00000179636
P59510	ENSG00000173157
P59768	ENSG00000186469
P59780	ENSG00000157823
P59796	ENSG00000198704
P59923	ENSG00000185219
P59923	ENSG00000283034
P59998	ENSG00000241553
P60002	ENSG00000130165
P60033	ENSG00000110651
P60059	ENSG00000132432
P60174	ENSG00000111669
P60228	ENSG00000104408
P60468	ENSG00000106803
P60484	ENSG00000171862
P60510	ENSG00000149923
P60602	ENSG00000125995
P60604	ENSG00000184787
P60660	ENSG00000092841
P60709	ENSG00000075624
P60763	ENSG00000169750
P60842	ENSG00000161960
P60866	ENSG00000008988
P60880	ENSG00000132639
P60891	ENSG00000147224
P60900	ENSG00000100902
P60953	ENSG00000070831
P60981	ENSG00000125868
P60983	ENSG00000197045
P61006	ENSG00000167461
P61009	ENSG00000129128
P61011	ENSG00000100883
P61019	ENSG00000104388
P61020	ENSG00000111540
P61024	ENSG00000173207
P61026	ENSG00000084733
P61077	ENSG00000109332
P61086	ENSG00000078140
P61088	ENSG00000177889
P61106	ENSG00000119396
P61158	ENSG00000115091
P61160	ENSG00000138071
P61163	ENSG00000138107
P61165	ENSG00000134825
P61201	ENSG00000166200
P61204	ENSG00000134287
P61218	ENSG00000100142
P61221	ENSG00000164163
P61224	ENSG00000127314
P61225	ENSG00000181467
P61236	ENSG00000090238
P61244	ENSG00000125952
P61247	ENSG00000145425
P61254	ENSG00000161970
P61266	ENSG00000099365
P61289	ENSG00000131467
P61313	ENSG00000174748
P61326	ENSG00000162385
P61353	ENSG00000131469
P61371	ENSG00000016082
P61421	ENSG00000159720
P61457	ENSG00000166228
P61513	ENSG00000197756
P61586	ENSG00000067560
P61599	ENSG00000173418
P61604	ENSG00000115541
P61619	ENSG00000058262
P61758	ENSG00000155959
P61764	ENSG00000136854
P61803	ENSG00000129562
P61923	ENSG00000111481
P61927	ENSG00000145592
P61952	ENSG00000127920
P61960	ENSG00000120686
P61962	ENSG00000136485
P61964	ENSG00000196363
P61966	ENSG00000106367
P61968	ENSG00000143013
P61970	ENSG00000102898
P61978	ENSG00000165119
P62068	ENSG00000109189
P62070	ENSG00000133818
P62072	ENSG00000134809
P62079	ENSG00000168785
P62081	ENSG00000171863
P62136	ENSG00000172531
P62140	ENSG00000213639
P62158	ENSG00000143933
P62158	ENSG00000160014
P62158	ENSG00000198668
P62166	ENSG00000107130
P62191	ENSG00000100764
P62195	ENSG00000087191
P62241	ENSG00000142937
P62244	ENSG00000134419
P62249	ENSG00000105193
P62253	ENSG00000132388
P62256	ENSG00000186591
P62263	ENSG00000164587
P62266	ENSG00000186468
P62269	ENSG00000096150
P62269	ENSG00000226225
P62269	ENSG00000231500
P62269	ENSG00000235650
P62269	ENSG00000223367
P62273	ENSG00000213741
P62277	ENSG00000110700
P62280	ENSG00000142534
P62304	ENSG00000182004
P62306	ENSG00000139343
P62308	ENSG00000143977
P62310	ENSG00000170860
P62312	ENSG00000164167
P62314	ENSG00000167088
P62316	ENSG00000125743
P62318	ENSG00000100028
P62330	ENSG00000165527
P62333	ENSG00000100519
P62424	ENSG00000148303
P62424	ENSG00000280858
P62487	ENSG00000168002
P62491	ENSG00000103769
P62495	ENSG00000120705
P62633	ENSG00000169714
P62701	ENSG00000198034
P62714	ENSG00000104695
P62750	ENSG00000198242
P62753	ENSG00000137154
P62805	ENSG00000274618
P62805	ENSG00000197238
P62805	ENSG00000197837
P62805	ENSG00000158406
P62805	ENSG00000278705
P62805	ENSG00000197061
P62805	ENSG00000270882
P62805	ENSG00000270276
P62805	ENSG00000273542
P62805	ENSG00000277157
P62805	ENSG00000276966
P62805	ENSG00000276180
P62805	ENSG00000278637
P62805	ENSG00000275126
P62807	ENSG00000180596
P62807	ENSG00000277224
P62807	ENSG00000278588
P62807	ENSG00000273802
P62807	ENSG00000274290
P62820	ENSG00000138069
P62826	ENSG00000132341
P62829	ENSG00000125691
P62834	ENSG00000116473
P62837	ENSG00000131508
P62841	ENSG00000115268
P62847	ENSG00000138326
P62851	ENSG00000118181
P62851	ENSG00000280831
P62854	ENSG00000197728
P62857	ENSG00000233927
P62873	ENSG00000078369
P62875	ENSG00000177700
P62877	ENSG00000100387
P62879	ENSG00000172354
P62888	ENSG00000156482
P62891	ENSG00000198918
P62899	ENSG00000071082
P62906	ENSG00000198755
P62910	ENSG00000144713
P62913	ENSG00000142676
P62917	ENSG00000161016
P62937	ENSG00000196262
P62942	ENSG00000088832
P62952	ENSG00000166619
P62955	ENSG00000105605
P62979	ENSG00000143947
P62987	ENSG00000221983
P62993	ENSG00000177885
P62995	ENSG00000136527
P63000	ENSG00000136238
P63010	ENSG00000006125
P63027	ENSG00000220205
P63098	ENSG00000221823
P63104	ENSG00000164924
P63146	ENSG00000119048
P63151	ENSG00000221914
P63165	ENSG00000116030
P63172	ENSG00000146425
P63173	ENSG00000172809
P63208	ENSG00000113558
P63215	ENSG00000162188
P63218	ENSG00000174021
P63220	ENSG00000171858
P63241	ENSG00000132507
P63244	ENSG00000204628
P63252	ENSG00000123700
P63261	ENSG00000184009
P63272	ENSG00000213246
