uniprot_id_cele	uniprot_id_hsap
Q19019	Q9ULV8
Q22782	P20340
Q22782	Q9NRW1
Q22782	Q9H0N0
Q21307	O14733
Q93338	P19387
Q17949	Q9BU89
G5EE04	P50502
G5EE04	Q8NFI4
G5EE04	Q8IZP2
H2L0I2	Q5TZA2
H2L0I2	Q9BV73
H2L0I2	H7BZ55
G5EE16	Q6BDS2
G5EE16	A0JNW5
O45962	Q5TC82
O45962	Q9HBD1
Q10925	Q07912
Q10925	Q13470
P34462	Q9Y5K8
Q94287	Q5JU85
Q94287	Q6DN90
Q94287	Q9UPP2
Q95XN1	P35914
Q95XN1	Q8TB92
Q9N5Y2	Q9NZ01
Q9N5Y2	Q5HYJ1
P90984	Q7Z392
O17606	Q9HB07
Q9U2S4	P62330
Q93878	Q9Y282
P34567	Q13888
P34567	Q6P1K8
Q965T2	P48739
Q965T2	Q00169
O62106	P56537
Q21626	Q8N3I7
Q19192	Q9NZJ5
Q22557	Q9H040
Q9XVN8	Q6P1R4
Q09533	P27635
Q09533	Q96L21
P41938	Q16836
P34439	Q16836
O76411	Q9UM73
O76411	P29376
Q23194	Q9P253
G5EGB3	Q9NQL2
G5EGB3	Q9HB90
G5EEM9	Q8NEL9
P54073	Q9H9Y2
Q22017	Q8NFF5
Q86S40	Q9BRR6
P34888	P56705
P34888	P56706
P34888	P56703
P34888	Q93097
P34888	P56704
P34888	O00755
J7SA49	O14497
J7SA49	Q8NFD5
P54871	P54868
P54871	Q01581
Q20347	P45985
O01706	P45985
Q9BL02	O14529
Q9BL02	P39880
G5EBX0	Q9NS87
G5EE85	Q9NS87
Q8I113	Q9BUB5
Q8I113	Q9HBH9
Q23125	Q9NYZ2
Q23125	Q96A46
G5EBF4	Q99538
H8ESG1	Q9H3S7
O62347	Q9BQT8
Q93789	P07098
Q93789	Q5VXJ0
Q93789	P38571
Q93789	Q5W064
Q93789	Q5VXI9
Q93789	Q5VYY2
O61866	P07098
O61866	Q5VXJ0
O61866	P38571
O61866	Q5W064
O61866	Q5VXI9
O61866	Q5VYY2
O16956	P07098
O16956	Q5VXJ0
O16956	P38571
O16956	Q5W064
O16956	Q5VXI9
O16956	Q5VYY2
Q20449	P07098
Q20449	Q5VXJ0
Q20449	P38571
Q20449	Q5W064
Q20449	Q5VXI9
Q20449	Q5VYY2
E2S7J2	P07098
E2S7J2	Q5VXJ0
E2S7J2	P38571
E2S7J2	Q5W064
E2S7J2	Q5VXI9
E2S7J2	Q5VYY2
Q94252	P07098
Q94252	Q5VXJ0
Q94252	P38571
Q94252	Q5W064
Q94252	Q5VXI9
Q94252	Q5VYY2
G5EFK6	P26572
Q11068	P26572
Q20005	Q9NR46
Q20005	Q9Y371
Q9N4I4	P62906
P34349	Q9Y3A3
P91857	P20339
P91857	P61020
P91857	P51148
O17185	Q9NPC2
O17185	O14649
O17905	Q9Y4F1
O17905	O94887
O45686	Q13510
G5EE74	Q9Y266
Q95ZM2	Q9NV88
Q09306	P50607
Q09306	O75386
Q09306	O00294
G5EFK4	P84085
G5EFK4	P18085
O44413	Q5JPH6
Q20390	P50897
Q8I7I5	P08922
Q9GYQ9	O95628
Q17539	Q8N6R0
Q9N369	Q9NT62
Q18921	P54920
Q18921	Q9H115
Q22938	Q8NBN3
Q22938	Q96K49
O62235	Q7Z6E9
Q21086	Q9NVN8
Q9XWJ9	Q9NX74
Q19775	O75688
Q19775	P35813
Q95QX5	Q6ZVM7
Q95QX5	O60784
Q9XW01	Q5R3I4
Q9XW02	Q5R3I4
Q9XUN8	Q9UKG9
Q20278	Q9UKG9
P24890	P00156
Q19498	Q6NUT3
Q966C6	P62424
Q19683	Q96T60
Q93833	Q9NWB7
Q22866	P06753
Q22866	P09493
Q22866	P07951
Q22866	P67936
G5EFC1	Q92930
G5EFC1	P61006
Q09509	Q05932
Q20719	P19404
G5EEG5	Q9BQ90
P90794	Q8TEB1
Q93646	Q13884
Q93646	Q13425
Q93646	Q13424
P46580	O14744
Q27257	O43772
Q9TYJ7	O60762
Q22797	Q9BT22
Q09476	O60711
Q09476	P49023
Q09476	O43294
Q21815	Q9Y227
Q21815	Q9NQZ7
Q18411	Q9Y227
Q18411	Q9NQZ7
Q18680	Q15181
Q18680	Q9H2U2
Q19870	Q5H8A4
Q9N3Q9	P78316
Q9XTI0	P31937
Q23126	Q9UBP6
Q9N3Y1	Q9H8Y8
Q9BIB3	Q9Y570
O44326	P35222
O44326	P14923
O17405	Q8IV08
O17405	Q96BZ4
Q21997	Q9GZP9
Q21997	Q96Q80
Q9XTW2	Q8IXL6
Q9XTW2	Q96MK3
G5ED99	O43933
G5ED80	Q15075
Q09603	O75521
Q19210	Q3YEC7
Q8TA83	Q96EY1
Q10003	Q9NPB8
Q21407	Q9NPB8
P34559	P30084
Q10657	P60174
Q19655	Q96NN9
Q09409	Q5VYS8
Q09409	Q5TAX3
Q9N3L4	P15735
Q9N3L4	Q16816
Q22708	Q6NXG1
Q22708	Q9H6T0
G5EDF6	Q9Y366
O45678	Q9BYT1
Q18386	Q8TEA7
Q9GRV5	O15084
Q9GRV5	Q8N8A2
Q9GRV5	Q8NB46
Q9XXG2	Q8WV41
Q9XXG2	Q96RF0
Q9XXG2	Q9Y5X1
Q95Q98	Q9Y2K7
Q95Q98	Q8NHM5
Q95Q98	Q6PCT2
Q9BI71	Q9Y6I3
Q9BI71	O95208
Q9BI71	Q9H201
O17590	P32019
O17590	Q01968
Q965N4	P52757
Q965N4	P15882
Q09531	Q9NP61
Q09531	Q8N6H7
O61742	P55036
Q9N4U5	Q13123
P34672	Q8NFU1
P34672	Q8NFU0
P34672	O76090
Q17528	Q8NFU1
Q17528	Q8NFU0
Q17528	O76090
P34577	Q8NFU1
P34577	Q8NFU0
P34577	O76090
Q17529	Q8NFU1
Q17529	Q8NFU0
Q17529	O76090
Q18303	Q8NFU1
Q18303	Q8NFU0
Q18303	O76090
P34319	Q8NFU1
P34319	Q8NFU0
P34319	O76090
Q23369	Q8NFU1
Q23369	Q8NFU0
Q23369	O76090
Q21973	Q8NFU1
Q21973	Q8NFU0
Q21973	O76090
Q18246	P61224
Q18246	P62834
Q95005	O14818
Q95005	Q8TAA3
Q0G840	Q8N8N7
Q0G840	G3V3Y1
Q19296	Q14728
Q9U229	O95831
Q22885	Q5VW32
Q9GYH7	Q14C86
Q9U2Y2	Q96JB5
G5EBM4	Q13286
G5EES1	Q13286
G5ECU8	Q13286
Q23530	O95436
Q23530	Q06495
Q23530	Q8N130
Q09461	Q8TBP6
Q09461	Q9BZJ4
Q9N5U8	Q9UGM1
Q9N5U8	Q9GZZ6
G5EF86	P10768
O16454	Q9UBX1
Q9XXI5	Q4G0N4
Q9XW42	Q9NVM4
P48583	P24390
P48583	P33947
P48583	O43731
Q09473	P24390
Q09473	P33947
Q09473	O43731
O45487	Q9HC35
O45487	O00423
O45487	Q32P44
O45487	O95834
G5EGA4	P39059
G5EGA4	P39060
P46769	P08865
P46769	A6NE09
P32085	P20226
P32085	Q6SJ96
O17560	Q10469
O17237	Q14D04
Q09497	Q15404
Q95008	P28066
Q17598	Q8NE00
Q9N593	P30260
Q21504	Q96CU9
Q8MXR3	Q9NP80
Q20084	Q14576
Q20084	P26378
Q20084	Q12926
Q20084	Q15717
Q7YSI9	Q8IVL1
Q7YSI9	Q8IVL0
Q7YSI9	Q8NEY1
Q17430	Q15020
Q23361	Q9BV10
Q22037	P51991
Q22037	P09651
Q22037	P22626
Q22037	Q32P51
P34669	Q13454
P34669	Q9H0U3
Q9GYJ9	O60749
Q9GYJ9	Q13596
Q9U2U0	Q01081
Q9U2U0	Q8WU68
O01883	O95847
Q19857	O75864
P36608	P62166
Q20228	P46781
O01884	Q9Y2Z9
Q17515	Q9H3S5
Q19852	Q12967
Q19852	Q9NZL6
Q19852	O15211
Q19852	Q3MIN7
Q9UAX1	Q86TA1
Q9UAX1	Q96BX8
Q9UAX1	Q70IA8
P34648	Q9BWU0
P52887	Q9BVK2
Q18035	Q9BXY0
Q23544	Q9BVA6
Q8MNV0	Q9UBP0
Q9XW68	Q9UHW5
Q23067	Q3SYC2
Q23067	Q96PD6
Q23067	Q96PD7
O01881	Q3SYC2
O01881	Q96PD6
O01881	Q96PD7
Q9N4S3	Q3SYC2
Q9N4S3	Q96PD6
Q9N4S3	Q96PD7
Q9XUW0	Q3SYC2
Q9XUW0	Q96PD6
Q9XUW0	Q96PD7
K8ESC5	Q8WYN0
K8ESC5	Q9Y4P1
Q18691	Q14320
Q18691	Q9Y247
H2L003	Q8NI08
H2L003	Q8N573
G5EFS2	Q96DH6
G5EFS2	O43347
Q93716	O43809
Q18477	Q96DB2
Q19986	Q9BRX9
Q19294	Q9UJX2
H2KYQ5	P46976
H2KYQ5	O15488
O45819	P46976
O45819	O15488
P31161	P04179
P41977	P04179
H2L0H3	Q9NV96
H2L0H3	Q3MIR4
Q9GRZ3	Q5VWQ0
Q9GRZ3	Q6PCB5
O01969	Q01415
L8EC40	P23945
L8EC40	P22888
L8EC40	P16473
G5EFI7	Q96LU7
G5EFI7	Q9Y2G1
D9PTN5	Q96LU7
D9PTN5	Q9Y2G1
Q18758	Q9H227
Q18758	Q6UWM7
Q9TZA0	Q9H227
Q9TZA0	Q6UWM7
H2KZW7	Q96MH6
Q27488	P25787
Q23382	Q96A33
Q9NAI5	P15121
Q9NAI5	O60218
Q9NAI5	C9JRZ8
Q9NAI5	Q96JD6
Q9NAI5	P51857
Q9NAI5	P14550
Q9NAI5	Q04828
Q9NAI5	P52895
Q9NAI5	P17516
Q9N5D6	O00470
Q9N5D6	O14770
Q9N5D6	Q99687
Q9N5D6	A8K0S8
Q9N5D6	A6NDR6
P34512	O43739
P34512	Q15438
P34512	Q99418
P34512	Q9UIA0
G5EBH7	O43852
G5EBH7	Q15293
G5EBH7	Q96D15
P34685	P52907
P34685	P47755
P35129	P62837
P35129	P61077
Q9U1Z4	Q9BVK6
Q9U1Z4	Q7Z7H5
H2KZJ5	O76003
Q23146	P51149
O01839	Q9UID3
Q18942	Q8NAV1
Q965S8	Q13347
Q9N5E3	Q96FV9
Q9U539	O76082
Q9U539	Q9H015
Q95XN7	Q712K3
Q95XN7	P49427
Q9U2M8	Q6P1N0
Q9U2M8	Q5T0F9
G5EBY0	Q92541
Q9U2F6	O43633
O44732	Q9C0D9
Q19519	Q86VN1
O45691	Q9H4K7
B1Q240	O14641
B1Q240	Q92997
B1Q240	O14640
B1Q240	P54792
Q18239	O14641
Q18239	Q92997
Q18239	O14640
Q18239	P54792
Q95Y80	O60885
Q95Y80	Q15059
Q95Y80	P25440
Q95Y80	Q58F21
H2KZL7	P32119
H2KZL7	Q06830
O16924	P08243
Q21463	P08243
Q9GZE9	Q8NBX0
Q9GZF0	Q8NBX0
O01925	Q6P1A2
Q9NAP7	Q5TEU4
Q22915	Q9Y316
Q11180	P45844
Q11180	Q9H172
H2L028	P45844
H2L028	Q9H172
O16574	P45844
O16574	Q9H172
Q19585	P45844
Q19585	Q9H172
P34322	Q6J4K2
O16242	Q6J4K2
O16241	Q6J4K2
Q965R5	Q6J4K2
Q9XWD7	Q8IZN3
Q9XWD7	Q9NUE0
Q9XWD7	Q9Y397
Q93540	Q9H936
Q93540	Q9H1K4
Q20847	Q9H936
Q20847	Q9H1K4
P48156	P62241
H9G2Q2	Q86X10
O45069	Q5T6V5
G5EG05	Q9UBV4
Q966L4	Q7L8W6
Q21827	Q9BRR8
Q20448	Q9NRM2
Q65CM5	Q9UGB7
Q9XTG1	Q8N0W4
Q9XTG1	Q8NFZ3
Q9XTG1	Q9NZ94
Q9XTG1	Q8N2Q7
Q9XTG1	Q8NFZ4
P34808	Q9BW62
P34808	O75449
Q09504	O95620
Q19202	Q8WVQ1
P91373	Q9H3K2
Q95Y88	Q6ZSS7
Q20538	Q9UIG8
Q20538	Q9H2Y9
Q95ZT3	Q9UIG8
Q95ZT3	Q9H2Y9
O62421	Q9UIG8
O62421	Q9H2Y9
B3GWA1	P23246
B3GWA1	Q8WXF1
B3GWA1	Q15233
Q93761	Q16698
Q22230	Q16698
Q23116	Q16698
G5EBU4	P37275
G5EBU4	O60315
O02096	Q01518
O02096	P40123
Q7JKY3	Q8N608
Q7JKY3	P42658
P34346	P54819
O17554	Q6ZNB7
O62185	Q8IYB3
Q9N3Z3	O14757
P34657	Q9H8W4
P34471	P49642
Q9TZ34	P49642
Q9XW52	A5PLL7
Q9NEN6	P62753
G4SSQ1	Q5T1Q4
G4SSQ1	Q8IXU6
P34535	Q8WVP7
P34535	Q6UX01
Q8T874	P59780
Q8T874	Q92572
G5EFR8	Q13608
O16305	P62158
O17586	P60900
O76365	Q7Z7A3
Q9UAY9	O15160
Q94148	P61026
Q19102	Q99714
Q21854	Q9Y6Y0
Q9XXH4	Q9UBL3
Q9BL92	Q6GYQ0
Q9BL92	Q2PPJ7
Q9BL79	Q32NB8
Q18024	Q9NPR9
Q18024	Q5VW38
Q17525	Q9UGI8
Q17525	Q9NZU5
Q95X59	Q9NYG2
Q95X59	Q9NXF8
O01802	P18124
Q94316	P78536
Q93717	Q86VD7
Q9TW67	Q96IV0
Q19162	P62913
Q94300	P62913
Q22505	Q16891
Q9XXN2	Q16891
Q22392	Q8N3Y7
A5JYX5	Q8N3Y7
G5EEM5	Q14008
O45417	Q9H993
Q9TXI4	P38117
Q20822	Q9UHB9
Q966J8	Q08AD1
Q966J8	Q5T5Y3
Q966J8	Q9P1Y5
A8WHT8	Q12797
Q7YTG9	O95639
Q09444	Q9Y5K5
H2KZ00	Q5VWP2
H2KZ00	Q96IP4
H2KZ00	Q96A09
H2KZ00	Q8NEK8
H2KYW1	Q9ULJ8
H2KYW1	Q96SB3
Q95ZS1	Q96I34
Q95ZS1	Q96T49
Q9BIF4	Q9UBC2
Q9BIF4	P42566
O17645	Q7LGA3
Q21697	P20933
Q95QT2	P54803
Q9N3C9	P62487
Q21453	Q9H330
O16466	Q9Y4P8
O16466	Q5MNZ9
G5EGD6	O60733
Q22619	O00217
Q21549	P48637
Q23202	Q9Y3A5
Q9U1X6	Q9P0I2
Q9XXR9	Q96NR3
Q9XXR9	Q6ZW05
P91129	Q96NR3
P91129	Q6ZW05
P91346	Q96NR3
P91346	Q6ZW05
Q03600	P23229
Q03600	Q13683
Q03600	P26006
Q23130	Q07960
Q23130	P85298
G5EFP8	O15228
O01602	O75489
Q18223	P0C2W1
Q9U3P2	O60500
Q2L6Y0	Q9BU23
Q9U2D0	Q9UNQ0
P90746	Q9UNQ0
Q22802	Q9UNQ0
Q09466	Q9UNQ0
P22981	P01112
P22981	P01116
P22981	P01111
Q95PW9	O43639
Q95PW9	P16333
Q22942	Q9Y259
Q22942	P35790
A9D0C3	O43818
Q18257	O43709
O17398	Q86YS7
Q9XW58	O00566
O76258	Q99816
Q9NAQ2	Q13610
Q9BL88	P48052
Q9BL88	Q9UI42
Q9BL88	P15085
Q9BL88	Q8WXQ8
Q9BL88	P15086
Q9BL88	Q8N4T0
Q6A577	P48052
Q6A577	Q9UI42
Q6A577	P15085
Q6A577	Q8WXQ8
Q6A577	P15086
Q6A577	Q8N4T0
G3MU29	P48052
G3MU29	Q9UI42
G3MU29	P15085
G3MU29	Q8WXQ8
G3MU29	P15086
G3MU29	Q8N4T0
Q9XU75	P48052
Q9XU75	Q9UI42
Q9XU75	P15085
Q9XU75	Q8WXQ8
Q9XU75	P15086
Q9XU75	Q8N4T0
H2L0K5	P48052
H2L0K5	Q9UI42
H2L0K5	P15085
H2L0K5	Q8WXQ8
H2L0K5	P15086
H2L0K5	Q8N4T0
H2L0D7	P48052
H2L0D7	Q9UI42
H2L0D7	P15085
H2L0D7	Q8WXQ8
H2L0D7	P15086
H2L0D7	Q8N4T0
O44747	P11801
O44747	Q96QS6
K8ERR8	Q8WYB5
K8ERR8	Q92794
Q94360	O75251
H2KZ40	Q9BZH6
Q27482	P10632
Q27482	P51589
Q27482	P20813
Q27482	P33261
Q27482	P33260
Q27482	P11712
Q27482	P05181
Q27482	Q16696
Q27482	P20853
Q27482	P11509
Q27482	P24903
Q27482	Q96SQ9
Q27482	Q6VVX0
O02641	P10632
O02641	P51589
O02641	P20813
O02641	P33261
O02641	P33260
O02641	P11712
O02641	P05181
O02641	Q16696
O02641	P20853
O02641	P11509
O02641	P24903
O02641	Q96SQ9
O02641	Q6VVX0
O16482	P10632
O16482	P51589
O16482	P20813
O16482	P33261
O16482	P33260
O16482	P11712
O16482	P05181
O16482	Q16696
O16482	P20853
O16482	P11509
O16482	P24903
O16482	Q96SQ9
O16482	Q6VVX0
Q27499	P10632
Q27499	P51589
Q27499	P20813
Q27499	P33261
Q27499	P33260
Q27499	P11712
Q27499	P05181
Q27499	Q16696
Q27499	P20853
Q27499	P11509
Q27499	P24903
Q27499	Q96SQ9
Q27499	Q6VVX0
O16362	P10632
O16362	P51589
O16362	P20813
O16362	P33261
O16362	P33260
O16362	P11712
O16362	P05181
O16362	Q16696
O16362	P20853
O16362	P11509
O16362	P24903
O16362	Q96SQ9
O16362	Q6VVX0
O16670	P10632
O16670	P51589
O16670	P20813
O16670	P33261
O16670	P33260
O16670	P11712
O16670	P05181
O16670	Q16696
O16670	P20853
O16670	P11509
O16670	P24903
O16670	Q96SQ9
O16670	Q6VVX0
O16673	P10632
O16673	P51589
O16673	P20813
O16673	P33261
O16673	P33260
O16673	P11712
O16673	P05181
O16673	Q16696
O16673	P20853
O16673	P11509
O16673	P24903
O16673	Q96SQ9
O16673	Q6VVX0
O16671	P10632
O16671	P51589
O16671	P20813
O16671	P33261
O16671	P33260
O16671	P11712
O16671	P05181
O16671	Q16696
O16671	P20853
O16671	P11509
O16671	P24903
O16671	Q96SQ9
O16671	Q6VVX0
O16672	P10632
O16672	P51589
O16672	P20813
O16672	P33261
O16672	P33260
O16672	P11712
O16672	P05181
O16672	Q16696
O16672	P20853
O16672	P11509
O16672	P24903
O16672	Q96SQ9
O16672	Q6VVX0
Q965T7	P10632
Q965T7	P51589
Q965T7	P20813
Q965T7	P33261
Q965T7	P33260
Q965T7	P11712
Q965T7	P05181
Q965T7	Q16696
Q965T7	P20853
Q965T7	P11509
Q965T7	P24903
Q965T7	Q96SQ9
Q965T7	Q6VVX0
O44704	P10632
O44704	P51589
O44704	P20813
O44704	P33261
O44704	P33260
O44704	P11712
O44704	P05181
O44704	Q16696
O44704	P20853
O44704	P11509
O44704	P24903
O44704	Q96SQ9
O44704	Q6VVX0
O44706	P10632
O44706	P51589
O44706	P20813
O44706	P33261
O44706	P33260
O44706	P11712
O44706	P05181
O44706	Q16696
O44706	P20853
O44706	P11509
O44706	P24903
O44706	Q96SQ9
O44706	Q6VVX0
G5EE22	P10632
G5EE22	P51589
G5EE22	P20813
G5EE22	P33261
G5EE22	P33260
G5EE22	P11712
G5EE22	P05181
G5EE22	Q16696
G5EE22	P20853
G5EE22	P11509
G5EE22	P24903
G5EE22	Q96SQ9
G5EE22	Q6VVX0
Q9N4Q4	P10632
Q9N4Q4	P51589
Q9N4Q4	P20813
Q9N4Q4	P33261
Q9N4Q4	P33260
Q9N4Q4	P11712
Q9N4Q4	P05181
Q9N4Q4	Q16696
Q9N4Q4	P20853
Q9N4Q4	P11509
Q9N4Q4	P24903
Q9N4Q4	Q96SQ9
Q9N4Q4	Q6VVX0
O45659	P10632
O45659	P51589
O45659	P20813
O45659	P33261
O45659	P33260
O45659	P11712
O45659	P05181
O45659	Q16696
O45659	P20853
O45659	P11509
O45659	P24903
O45659	Q96SQ9
O45659	Q6VVX0
Q27470	P10632
Q27470	P51589
Q27470	P20813
Q27470	P33261
Q27470	P33260
Q27470	P11712
Q27470	P05181
Q27470	Q16696
Q27470	P20853
Q27470	P11509
Q27470	P24903
Q27470	Q96SQ9
Q27470	Q6VVX0
Q27471	P10632
Q27471	P51589
Q27471	P20813
Q27471	P33261
Q27471	P33260
Q27471	P11712
Q27471	P05181
Q27471	Q16696
Q27471	P20853
Q27471	P11509
Q27471	P24903
Q27471	Q96SQ9
Q27471	Q6VVX0
Q95XW5	Q5T2T1
Q95XW5	Q13368
Q95XW5	Q96JB8
Q95XW5	Q14168
G5EC53	Q6ZNC8
G5EC53	Q6ZWT7
G5EEY2	Q6ZNC8
G5EEY2	Q6ZWT7
Q18989	Q8IYK4
Q18989	Q8NBJ5
Q18989	Q5T4B2
O17917	O15541
O17917	Q8IZP6
H2KY93	Q8NCG7
H2KY93	Q9Y4D2
Q9BIC2	P52756
Q9BIC2	P98175
H2L0J8	Q149N8
O02108	Q16543
O01878	Q6Y288
A8DYR7	Q8WYA0
Q19375	Q96ST2
Q95QQ1	Q9Y2G8
Q09488	O00238
Q09488	P36894
Q18297	O75762
Q22253	Q9UNM6
Q4TTA0	Q9Y662
Q4TTA0	Q9Y663
Q4TTA0	Q9Y661
Q4TTA0	Q96QI5
Q4TTA0	Q9Y278
Q18493	Q16222
Q18493	Q3KQV9
A4UVJ9	Q16222
A4UVJ9	Q3KQV9
Q9GUM2	O60512
Q9GUM2	P15291
Q9GUM2	O60909
Q94071	Q86W92
Q94071	Q8ND30
O44156	P25786
H2L080	Q8IWB9
P90904	Q8N6T3
O45903	Q9BV79
O62325	Q9NW13
Q6A1T5	Q9NWU1
G5EFN7	O60243
G5EFN7	Q8IZP7
G5EFN7	Q96MM7
P52478	P49459
P52478	P63146
Q17498	P35610
Q17498	O75908
Q18853	P08574
Q09622	Q15397
O18196	Q8NC60
Q95YE8	Q02040
O45766	Q9P013
Q09443	Q9GZN1
G5EDN6	P63098
G5EDN6	Q96LZ3
P20154	P48742
P20154	Q9H2C1
Q21306	O60216
Q21306	Q9H4I0
Q9NEW6	Q07955
Q9NEW6	Q13242
Q19123	P53680
Q10946	Q2TBE0
Q95QV8	P31483
Q95QV8	Q01085
Q9U2F5	P31483
Q9U2F5	Q01085
Q22541	Q8IWU4
Q22541	Q99726
O45923	Q8IWU4
O45923	Q99726
A5JYW9	O75182
A5JYW9	Q96ST3
P52013	P23284
P52014	P23284
G5ECQ3	Q9NSY1
G5ECQ3	Q2M2I8
Q22170	Q12907
Q22170	Q9H0V9
Q9XUE6	O15305
Q9XUE6	Q92871
Q23387	Q8IW70
Q23387	Q8N4L1
Q9N392	Q9H6Q4
Q9N392	Q9UHQ1
Q18038	Q14690
Q5WRT9	P12270
O45933	Q96EE3
Q9U255	Q5C9Z4
Q9U2I4	Q68CQ4
G5EE77	Q9HAS3
G5EE77	O00337
G5EE77	O43868
H2KYD6	Q9HAS3
H2KYD6	O00337
H2KYD6	O43868
Q17330	Q9H2E6
Q17330	Q8NFY4
Q17330	Q9H3T3
Q17330	Q9H3T2
H2KYB6	Q86TV6
H2KYB6	Q9ULT0
P34650	P34949
P34400	Q70E73
P34524	Q8TDN6
O44476	Q9BQ52
Q18798	Q8NEN9
P49583	P49585
P49583	Q9Y5K3
Q8IU09	P49585
Q8IU09	Q9Y5K3
Q11073	Q6UXD7
A3QMB7	Q6UXD7
Q17675	Q6UXD7
Q9NAN2	Q9BYG4
Q9NAN2	Q9BYG5
Q9NAN2	Q9NPB6
H2KYF2	Q6NT16
Q19980	P30793
A8XQE0	Q9NPF5
P91424	Q8WVM0
Q95017	P63279
Q22961	Q86UA1
Q9NAM7	Q5SRE7
Q95ZW2	Q96AT9
Q23616	Q1EHB4
Q23616	Q8N695
Q23616	Q92911
Q23616	Q9Y289
Q19849	Q99594
Q19849	P28347
Q19849	Q15561
Q19849	Q15562
O45080	Q9UBC0
O45080	O95948
O45080	O60422
Q9N538	Q96LJ7
O16764	Q96LJ7
Q23612	Q96LJ7
G5EBS5	P51159
G5EBS5	O00194
H2KY90	Q8TAA9
H2KY90	Q9ULK5
G5EBX3	Q9UK58
G5EBX3	Q96S94
G5EGT9	P34925
L8E6I4	P83876
Q19196	P56282
O76463	Q86X76
Q9XWH0	O43684
Q9N4L5	Q8N5C6
Q8MXS1	Q9NP72
Q21041	P17948
Q21041	P35968
Q21041	P35916
Q21038	P17948
Q21038	P35968
Q21038	P35916
G5ED65	P17948
G5ED65	P35968
G5ED65	P35916
O45106	Q13825
O45106	Q86YB7
K8ES01	Q12887
G5EDN2	Q92521
Q23640	Q92485
Q23640	Q92484
Q23445	Q9Y6B6
Q23445	Q9NR31
Q03570	O60244
O17528	Q15363
Q21824	P30048
P91093	Q5T2R2
H2KZK6	Q96I76
Q95QM5	O14639
Q95QM5	O94929
Q95QM5	Q6H8Q1
A5PEX5	Q9NUP9
A5PEX5	Q9HAP6
A5PEX5	O14910
Q23121	Q13247
Q23121	Q08170
Q23121	Q13243
Q9BKZ9	Q92870
Q9BKZ9	O00213
Q9BKZ9	O95704
H2KZ12	P81274
H2KZ12	Q86YR5
Q09228	Q9P2R6
Q09228	P54259
C0VXV5	Q9Y2S2
H2KZW3	Q9NYL2
Q9N4A7	P55735
Q9U2C3	Q15286
Q17936	Q92945
Q17936	Q96AE4
Q17936	Q96I24
Q23487	Q92945
Q23487	Q96AE4
Q23487	Q96I24
Q9BLA0	Q92945
Q9BLA0	Q96AE4
Q9BLA0	Q96I24
Q8T3G2	Q9GZU7
Q8T3G2	O15194
Q8T3G2	O14595
Q95XX0	P61088
Q95XX0	Q5JXB2
Q09651	P13994
O62483	Q8N4J0
O01658	Q9H6W3
Q17491	Q92609
Q93330	Q96Q05
Q8WSL9	Q9Y673
Q960A2	Q9Y6R4
Q20480	Q9Y6E7
Q20481	Q9Y6E7
P52018	O43447
A3QMB3	Q8N3P4
G5ECH5	Q8TF05
Q09535	Q15645
Q9BL35	Q15257
Q9U1Q1	P60604
Q18014	Q9H488
Q93167	Q8N0X4
Q03598	Q9Y3C8
Q95Y82	Q96MT1
Q95PV7	Q9Y5Q9
O76687	A0PK00
O76687	Q9BXJ8
H2L0Q6	P11233
H2L0Q6	P11234
Q9BKQ5	P24386
Q9BKQ5	P26374
G5EF62	Q9ULL1
G5EF62	A1L390
Q965X7	Q6IQ20
Q8MXT4	Q6IQ20
P91240	O76094
P58798	P59998
G5EFD8	Q9H6R6
Q65XX9	Q03426
Q17423	Q9Y4F4
Q9N3D0	P67812
Q9N3D0	P0C7V7
Q9N3D0	Q9BY50
O44960	P41235
O44960	Q14541
Q21443	P20700
Q21443	P02545
P34649	O14730
O02639	P84098
Q6I6D4	Q96AJ1
H2KZQ6	Q9H3M0
H2KZQ6	Q9ULS6
Q95XV8	Q9H3M0
Q95XV8	Q9ULS6
Q7JPF0	Q9H3M0
Q7JPF0	Q9ULS6
Q6EUU0	Q9H3M0
Q6EUU0	Q9ULS6
J3K003	Q9H3M0
J3K003	Q9ULS6
Q20381	Q9H3M0
Q20381	Q9ULS6
Q17438	Q9NXW2
Q17438	Q8TBM8
O02115	P12004
P34477	P62253
P45969	Q15435
Q65XX2	O94822
O45869	Q7L3T8
P91125	Q8TAD8
Q18214	Q8N0W3
Q18258	Q96H20
G5EF39	O43900
G5EF39	Q7Z3G6
G5EF39	Q96MT3
Q18253	Q12884
Q18253	P27487
Q10580	Q12872
Q9N595	O95163
Q18403	Q6UXN9
G5EES6	Q9Y263
G5EFY1	Q9Y253
O16458	Q9NZZ3
Q93569	Q9Y5P4
Q93550	Q92959
Q93550	O94956
Q93550	Q9NYB5
Q93550	P46721
Q93550	Q9NPD5
Q93550	Q9Y6L6
Q93550	G3V0H7
P34447	P55197
P34447	P55198
G8JYB8	P55197
G8JYB8	P55198
G5EDF0	Q9NZI5
G5EDF0	Q6ISB3
G5EDF0	Q8TE85
Q9BHL2	P78383
Q20787	P78383
Q8MXJ9	P78383
G5EDI8	O95786
G5EDI8	Q9BYX4
Q95QA3	Q6VY07
Q95QA3	Q86VP3
Q10050	Q9Y619
Q10050	Q9BXI2
Q93485	Q9H1P3
Q93485	Q9BXW6
P90914	O95260
G5EBE3	Q86X95
Q10453	P84243
