Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name
WBGene00000464	Y54F10AM.4b	ENSG00000111249	CUX2
WBGene00000464	Y54F10AM.4c	ENSG00000111249	CUX2
WBGene00000464	Y54F10AM.4a	ENSG00000257923	CUX1
WBGene00000464	Y54F10AM.4b	ENSG00000257923	CUX1
WBGene00000464	Y54F10AM.4c	ENSG00000257923	CUX1
WBGene00000466	C03D6.3a	ENSG00000111880	RNGTT
WBGene00000466	C03D6.3b	ENSG00000111880	RNGTT
WBGene00000468	F43G9.11	ENSG00000261678	SCRT1
WBGene00000468	F43G9.11	ENSG00000215397	SCRT2
WBGene00000469	ZK909.4	ENSG00000108924	HLF
WBGene00000469	ZK909.4	ENSG00000167074	TEF
WBGene00000469	ZK909.4	ENSG00000105516	DBP
WBGene00000472	F33A8.3	ENSG00000060138	YBX3
WBGene00000472	F33A8.3	ENSG00000006047	YBX2
WBGene00000472	F33A8.3	ENSG00000065978	YBX1
WBGene00000473	F46F11.2	ENSG00000060138	YBX3
WBGene00000473	F46F11.2	ENSG00000006047	YBX2
WBGene00000473	F46F11.2	ENSG00000065978	YBX1
WBGene00000474	M01E11.5.1	ENSG00000060138	YBX3
WBGene00000474	M01E11.5.2	ENSG00000060138	YBX3
WBGene00000474	M01E11.5.1	ENSG00000006047	YBX2
WBGene00000474	M01E11.5.2	ENSG00000006047	YBX2
WBGene00000474	M01E11.5.1	ENSG00000065978	YBX1
WBGene00000474	M01E11.5.2	ENSG00000065978	YBX1
WBGene00000475	Y39A1C.3.1	ENSG00000060138	YBX3
WBGene00000475	Y39A1C.3.2	ENSG00000060138	YBX3
WBGene00000475	Y39A1C.3.1	ENSG00000006047	YBX2
WBGene00000475	Y39A1C.3.2	ENSG00000006047	YBX2
WBGene00000475	Y39A1C.3.1	ENSG00000065978	YBX1
WBGene00000475	Y39A1C.3.2	ENSG00000065978	YBX1
WBGene00000476	T23D8.8	ENSG00000179361	ARID3B
WBGene00000476	T23D8.8	ENSG00000116017	ARID3A
WBGene00000476	T23D8.8	ENSG00000205143	ARID3C
WBGene00000478	F27E11.3	ENSG00000177283	FZD8
WBGene00000478	F27E11.3	ENSG00000163251	FZD5
WBGene00000479	C07H6.5	ENSG00000110367	DDX6
WBGene00000480	Y38C9A.2a.1	ENSG00000100226	GTPBP1
WBGene00000480	Y38C9A.2a.2	ENSG00000100226	GTPBP1
WBGene00000480	Y38C9A.2b	ENSG00000100226	GTPBP1
WBGene00000480	Y38C9A.2c	ENSG00000100226	GTPBP1
WBGene00000481	ZC416.8b	ENSG00000070748	CHAT
WBGene00000482	T14G8.1	ENSG00000170004	CHD3
WBGene00000482	T14G8.1	ENSG00000111642	CHD4
WBGene00000482	T14G8.1	ENSG00000116254	CHD5
WBGene00000484	F38G1.1.1	ENSG00000068885	IFT80
WBGene00000484	F38G1.1.2	ENSG00000068885	IFT80
WBGene00000484	F38G1.1.1	ENSG00000248710	RP11-432B6.3
WBGene00000484	F38G1.1.2	ENSG00000248710	RP11-432B6.3
WBGene00000485	F18C12.1	ENSG00000187240	DYNC2H1
WBGene00000490	C27A7.4	ENSG00000187535	IFT140
WBGene00000491	B0024.8a	ENSG00000198718	TOGARAM1
WBGene00000491	B0024.8b	ENSG00000198718	TOGARAM1
WBGene00000491	B0024.8c	ENSG00000198718	TOGARAM1
WBGene00000491	B0024.8d	ENSG00000198718	TOGARAM1
WBGene00000491	B0024.8a	ENSG00000189350	TOGARAM2
WBGene00000491	B0024.8b	ENSG00000189350	TOGARAM2
WBGene00000491	B0024.8c	ENSG00000189350	TOGARAM2
WBGene00000491	B0024.8d	ENSG00000189350	TOGARAM2
WBGene00000492	F59C6.7a	ENSG00000114446	IFT57
WBGene00000492	F59C6.7b	ENSG00000114446	IFT57
WBGene00000493	F56H1.1	ENSG00000204624	DISP3
WBGene00000498	Y39H10A.7a.1	ENSG00000149554	CHEK1
WBGene00000498	Y39H10A.7a.2	ENSG00000149554	CHEK1
WBGene00000498	Y39H10A.7b.1	ENSG00000149554	CHEK1
WBGene00000498	Y39H10A.7b.2	ENSG00000149554	CHEK1
WBGene00000499	Y60A3A.12	ENSG00000183765	CHEK2
WBGene00000500	T09B4.10.1	ENSG00000103266	STUB1
WBGene00000500	T09B4.10.2	ENSG00000103266	STUB1
WBGene00000501	C48D1.3	ENSG00000115665	SLC5A7
WBGene00000502	Y110A7A.13	ENSG00000110172	CHORDC1
WBGene00000502	Y110A7A.13	ENSG00000147166	ITGB1BP2
WBGene00000503	C04F6.3	ENSG00000064886	CHI3L2
WBGene00000503	C04F6.3	ENSG00000085465	OVGP1
WBGene00000503	C04F6.3	ENSG00000133063	CHIT1
WBGene00000503	C04F6.3	ENSG00000134216	CHIA
WBGene00000503	C04F6.3	ENSG00000133048	CHI3L1
WBGene00000506	H14E04.5	ENSG00000112237	CCNC
WBGene00000507	F44B9.4a	ENSG00000129315	CCNT1
WBGene00000507	F44B9.4b	ENSG00000129315	CCNT1
WBGene00000507	F44B9.4c.1	ENSG00000129315	CCNT1
WBGene00000507	F44B9.4c.2	ENSG00000129315	CCNT1
WBGene00000507	F44B9.4a	ENSG00000082258	CCNT2
WBGene00000507	F44B9.4b	ENSG00000082258	CCNT2
WBGene00000507	F44B9.4c.1	ENSG00000082258	CCNT2
WBGene00000507	F44B9.4c.2	ENSG00000082258	CCNT2
WBGene00000508	F44B9.3a	ENSG00000129315	CCNT1
WBGene00000508	F44B9.3b	ENSG00000129315	CCNT1
WBGene00000508	F44B9.3a	ENSG00000082258	CCNT2
WBGene00000508	F44B9.3b	ENSG00000082258	CCNT2
WBGene00000509	C28D4.2a	ENSG00000110721	CHKA
WBGene00000509	C28D4.2b	ENSG00000110721	CHKA
WBGene00000509	C28D4.2c	ENSG00000110721	CHKA
WBGene00000509	C28D4.2a	ENSG00000100288	CHKB
WBGene00000509	C28D4.2b	ENSG00000100288	CHKB
WBGene00000509	C28D4.2c	ENSG00000100288	CHKB
WBGene00000509	C28D4.2a	ENSG00000254413	CHKB-CPT1B
WBGene00000509	C28D4.2b	ENSG00000254413	CHKB-CPT1B
WBGene00000509	C28D4.2c	ENSG00000254413	CHKB-CPT1B
WBGene00000510	C52B9.1a	ENSG00000110721	CHKA
WBGene00000510	C52B9.1b	ENSG00000110721	CHKA
WBGene00000510	C52B9.1a	ENSG00000100288	CHKB
WBGene00000510	C52B9.1b	ENSG00000100288	CHKB
WBGene00000510	C52B9.1a	ENSG00000254413	CHKB-CPT1B
WBGene00000510	C52B9.1b	ENSG00000254413	CHKB-CPT1B
WBGene00000511	B0285.8	ENSG00000110721	CHKA
WBGene00000511	B0285.8	ENSG00000100288	CHKB
WBGene00000511	B0285.8	ENSG00000254413	CHKB-CPT1B
WBGene00000512	B0285.9	ENSG00000110721	CHKA
WBGene00000512	B0285.9	ENSG00000100288	CHKB
WBGene00000512	B0285.9	ENSG00000254413	CHKB-CPT1B
WBGene00000513	B0285.10	ENSG00000110721	CHKA
WBGene00000513	B0285.10	ENSG00000100288	CHKB
WBGene00000513	B0285.10	ENSG00000254413	CHKB-CPT1B
WBGene00000514	F22F7.5a	ENSG00000110721	CHKA
WBGene00000514	F22F7.5b	ENSG00000110721	CHKA
WBGene00000514	F22F7.5a	ENSG00000100288	CHKB
WBGene00000514	F22F7.5b	ENSG00000100288	CHKB
WBGene00000514	F22F7.5a	ENSG00000254413	CHKB-CPT1B
WBGene00000514	F22F7.5b	ENSG00000254413	CHKB-CPT1B
WBGene00000515	T27A10.3a	ENSG00000143845	ETNK2
WBGene00000515	T27A10.3b	ENSG00000143845	ETNK2
WBGene00000515	T27A10.3a	ENSG00000139163	ETNK1
WBGene00000515	T27A10.3b	ENSG00000139163	ETNK1
WBGene00000518	C05H8.1a	ENSG00000110931	CAMKK2
WBGene00000518	C05H8.1b	ENSG00000110931	CAMKK2
WBGene00000518	C05H8.1a	ENSG00000004660	CAMKK1
WBGene00000518	C05H8.1b	ENSG00000004660	CAMKK1
WBGene00000519	Y47D3A.4	ENSG00000196419	XRCC6
WBGene00000521	C15C8.2a	ENSG00000174576	NPAS4
WBGene00000521	C15C8.2b	ENSG00000174576	NPAS4
WBGene00000527	C36B1.1a	ENSG00000204291	COL15A1
WBGene00000527	C36B1.1b	ENSG00000204291	COL15A1
WBGene00000527	C36B1.1c	ENSG00000204291	COL15A1
WBGene00000527	C36B1.1d	ENSG00000204291	COL15A1
WBGene00000527	C36B1.1a	ENSG00000182871	COL18A1
WBGene00000527	C36B1.1b	ENSG00000182871	COL18A1
WBGene00000527	C36B1.1c	ENSG00000182871	COL18A1
WBGene00000527	C36B1.1d	ENSG00000182871	COL18A1
WBGene00000528	T27D12.2a	ENSG00000114859	CLCN2
WBGene00000528	T27D12.2b	ENSG00000114859	CLCN2
WBGene00000528	T27D12.2a	ENSG00000186510	CLCNKA
WBGene00000528	T27D12.2b	ENSG00000186510	CLCNKA
WBGene00000528	T27D12.2a	ENSG00000184908	CLCNKB
WBGene00000528	T27D12.2b	ENSG00000184908	CLCNKB
WBGene00000528	T27D12.2a	ENSG00000188037	CLCN1
WBGene00000528	T27D12.2b	ENSG00000188037	CLCN1
WBGene00000529	B0491.8a	ENSG00000114859	CLCN2
WBGene00000529	B0491.8b	ENSG00000114859	CLCN2
WBGene00000529	B0491.8c	ENSG00000114859	CLCN2
WBGene00000529	B0491.8a	ENSG00000186510	CLCNKA
WBGene00000529	B0491.8b	ENSG00000186510	CLCNKA
WBGene00000529	B0491.8c	ENSG00000186510	CLCNKA
WBGene00000529	B0491.8a	ENSG00000184908	CLCNKB
WBGene00000529	B0491.8b	ENSG00000184908	CLCNKB
WBGene00000529	B0491.8c	ENSG00000184908	CLCNKB
WBGene00000529	B0491.8a	ENSG00000188037	CLCN1
WBGene00000529	B0491.8b	ENSG00000188037	CLCN1
WBGene00000529	B0491.8c	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11a	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11b	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11c	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11d	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11e	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11f	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11g	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11h	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11i	ENSG00000114859	CLCN2
WBGene00000530	E04F6.11a	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11b	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11c	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11d	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11e	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11f	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11g	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11h	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11i	ENSG00000186510	CLCNKA
WBGene00000530	E04F6.11a	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11b	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11c	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11d	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11e	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11f	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11g	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11h	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11i	ENSG00000184908	CLCNKB
WBGene00000530	E04F6.11a	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11b	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11c	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11d	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11e	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11f	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11g	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11h	ENSG00000188037	CLCN1
WBGene00000530	E04F6.11i	ENSG00000188037	CLCN1
WBGene00000531	T06F4.2a	ENSG00000114859	CLCN2
WBGene00000531	T06F4.2b	ENSG00000114859	CLCN2
WBGene00000531	T06F4.2a	ENSG00000186510	CLCNKA
WBGene00000531	T06F4.2b	ENSG00000186510	CLCNKA
WBGene00000531	T06F4.2a	ENSG00000184908	CLCNKB
WBGene00000531	T06F4.2b	ENSG00000184908	CLCNKB
WBGene00000531	T06F4.2a	ENSG00000188037	CLCN1
WBGene00000531	T06F4.2b	ENSG00000188037	CLCN1
WBGene00000532	C07H4.2	ENSG00000171365	CLCN5
WBGene00000532	C07H4.2	ENSG00000073464	CLCN4
WBGene00000532	C07H4.2	ENSG00000109572	CLCN3
WBGene00000533	R07B7.1	ENSG00000103249	CLCN7
WBGene00000536	ZC395.2	ENSG00000167186	COQ7
WBGene00000539	F07B10.1a	ENSG00000261832	RP11-435I10.4
WBGene00000539	F07B10.1b	ENSG00000261832	RP11-435I10.4
WBGene00000539	F07B10.1a	ENSG00000188603	CLN3
WBGene00000539	F07B10.1b	ENSG00000188603	CLN3
WBGene00000540	C01G8.2	ENSG00000261832	RP11-435I10.4
WBGene00000540	C01G8.2	ENSG00000188603	CLN3
WBGene00000541	ZC190.1.1	ENSG00000261832	RP11-435I10.4
WBGene00000541	ZC190.1.2	ENSG00000261832	RP11-435I10.4
WBGene00000541	ZC190.1.1	ENSG00000188603	CLN3
WBGene00000541	ZC190.1.2	ENSG00000188603	CLN3
WBGene00000542	C06G4.2a	ENSG00000203697	CAPN8
WBGene00000542	C06G4.2b.1	ENSG00000203697	CAPN8
WBGene00000542	C06G4.2b.2	ENSG00000203697	CAPN8
WBGene00000542	C06G4.2c	ENSG00000203697	CAPN8
WBGene00000542	C06G4.2d	ENSG00000203697	CAPN8
WBGene00000542	C06G4.2a	ENSG00000092529	CAPN3
WBGene00000542	C06G4.2b.1	ENSG00000092529	CAPN3
WBGene00000542	C06G4.2b.2	ENSG00000092529	CAPN3
WBGene00000542	C06G4.2c	ENSG00000092529	CAPN3
WBGene00000542	C06G4.2d	ENSG00000092529	CAPN3
WBGene00000542	C06G4.2a	ENSG00000014216	CAPN1
WBGene00000542	C06G4.2b.1	ENSG00000014216	CAPN1
WBGene00000542	C06G4.2b.2	ENSG00000014216	CAPN1
WBGene00000542	C06G4.2c	ENSG00000014216	CAPN1
WBGene00000542	C06G4.2d	ENSG00000014216	CAPN1
WBGene00000542	C06G4.2a	ENSG00000137225	CAPN11
WBGene00000542	C06G4.2b.1	ENSG00000137225	CAPN11
WBGene00000542	C06G4.2b.2	ENSG00000137225	CAPN11
WBGene00000542	C06G4.2c	ENSG00000137225	CAPN11
WBGene00000542	C06G4.2d	ENSG00000137225	CAPN11
WBGene00000542	C06G4.2a	ENSG00000162909	CAPN2
WBGene00000542	C06G4.2b.1	ENSG00000162909	CAPN2
WBGene00000542	C06G4.2b.2	ENSG00000162909	CAPN2
WBGene00000542	C06G4.2c	ENSG00000162909	CAPN2
WBGene00000542	C06G4.2d	ENSG00000162909	CAPN2
WBGene00000542	C06G4.2a	ENSG00000135773	CAPN9
WBGene00000542	C06G4.2b.1	ENSG00000135773	CAPN9
WBGene00000542	C06G4.2b.2	ENSG00000135773	CAPN9
WBGene00000542	C06G4.2c	ENSG00000135773	CAPN9
WBGene00000542	C06G4.2d	ENSG00000135773	CAPN9
WBGene00000543	T04A8.16	ENSG00000131375	CAPN7
WBGene00000544	Y47H10A.1	ENSG00000203697	CAPN8
WBGene00000544	Y47H10A.1	ENSG00000092529	CAPN3
WBGene00000544	Y47H10A.1	ENSG00000014216	CAPN1
WBGene00000544	Y47H10A.1	ENSG00000137225	CAPN11
WBGene00000544	Y47H10A.1	ENSG00000162909	CAPN2
WBGene00000544	Y47H10A.1	ENSG00000135773	CAPN9
WBGene00000545	Y39A3CL.5a	ENSG00000203697	CAPN8
WBGene00000545	Y39A3CL.5b	ENSG00000203697	CAPN8
WBGene00000545	Y39A3CL.5a	ENSG00000092529	CAPN3
WBGene00000545	Y39A3CL.5b	ENSG00000092529	CAPN3
WBGene00000545	Y39A3CL.5a	ENSG00000014216	CAPN1
WBGene00000545	Y39A3CL.5b	ENSG00000014216	CAPN1
WBGene00000545	Y39A3CL.5a	ENSG00000137225	CAPN11
WBGene00000545	Y39A3CL.5b	ENSG00000137225	CAPN11
WBGene00000545	Y39A3CL.5a	ENSG00000162909	CAPN2
WBGene00000545	Y39A3CL.5b	ENSG00000162909	CAPN2
WBGene00000545	Y39A3CL.5a	ENSG00000135773	CAPN9
WBGene00000545	Y39A3CL.5b	ENSG00000135773	CAPN9
WBGene00000546	Y77E11A.10	ENSG00000203697	CAPN8
WBGene00000546	Y77E11A.10	ENSG00000092529	CAPN3
WBGene00000546	Y77E11A.10	ENSG00000014216	CAPN1
WBGene00000546	Y77E11A.10	ENSG00000137225	CAPN11
WBGene00000546	Y77E11A.10	ENSG00000162909	CAPN2
WBGene00000546	Y77E11A.10	ENSG00000135773	CAPN9
WBGene00000547	Y77E11A.11a.1	ENSG00000203697	CAPN8
WBGene00000547	Y77E11A.11a.2	ENSG00000203697	CAPN8
WBGene00000547	Y77E11A.11b	ENSG00000203697	CAPN8
WBGene00000547	Y77E11A.11a.1	ENSG00000092529	CAPN3
WBGene00000547	Y77E11A.11a.2	ENSG00000092529	CAPN3
WBGene00000547	Y77E11A.11b	ENSG00000092529	CAPN3
WBGene00000547	Y77E11A.11a.1	ENSG00000014216	CAPN1
WBGene00000547	Y77E11A.11a.2	ENSG00000014216	CAPN1
WBGene00000547	Y77E11A.11b	ENSG00000014216	CAPN1
WBGene00000547	Y77E11A.11a.1	ENSG00000137225	CAPN11
WBGene00000547	Y77E11A.11a.2	ENSG00000137225	CAPN11
WBGene00000547	Y77E11A.11b	ENSG00000137225	CAPN11
WBGene00000547	Y77E11A.11a.1	ENSG00000162909	CAPN2
WBGene00000547	Y77E11A.11a.2	ENSG00000162909	CAPN2
WBGene00000547	Y77E11A.11b	ENSG00000162909	CAPN2
WBGene00000547	Y77E11A.11a.1	ENSG00000135773	CAPN9
WBGene00000547	Y77E11A.11a.2	ENSG00000135773	CAPN9
WBGene00000547	Y77E11A.11b	ENSG00000135773	CAPN9
WBGene00000548	F56D1.4a	ENSG00000081237	PTPRC
WBGene00000548	F56D1.4b	ENSG00000081237	PTPRC
WBGene00000548	F56D1.4c	ENSG00000081237	PTPRC
WBGene00000548	F56D1.4d	ENSG00000081237	PTPRC
WBGene00000549	R107.6a.1	ENSG00000163539	CLASP2
WBGene00000549	R107.6a.2	ENSG00000163539	CLASP2
WBGene00000549	R107.6b	ENSG00000163539	CLASP2
WBGene00000549	R107.6a.1	ENSG00000074054	CLASP1
WBGene00000549	R107.6a.2	ENSG00000074054	CLASP1
WBGene00000549	R107.6b	ENSG00000074054	CLASP1
WBGene00000550	F55H2.6	ENSG00000132361	CLUH
WBGene00000552	T21H3.3a	ENSG00000178363	CALML3
WBGene00000552	T21H3.3b	ENSG00000178363	CALML3
WBGene00000552	T21H3.3a	ENSG00000198668	CALM1
WBGene00000552	T21H3.3b	ENSG00000198668	CALM1
WBGene00000552	T21H3.3a	ENSG00000160014	CALM3
WBGene00000552	T21H3.3b	ENSG00000160014	CALM3
WBGene00000552	T21H3.3a	ENSG00000143933	CALM2
WBGene00000552	T21H3.3b	ENSG00000143933	CALM2
WBGene00000553	K07A9.2	ENSG00000008118	CAMK1G
WBGene00000553	K07A9.2	ENSG00000134072	CAMK1
WBGene00000553	K07A9.2	ENSG00000183049	CAMK1D
WBGene00000553	K07A9.2	ENSG00000130822	PNCK
WBGene00000554	F55C10.1a	ENSG00000221823	PPP3R1
WBGene00000554	F55C10.1b	ENSG00000221823	PPP3R1
WBGene00000554	F55C10.1a	ENSG00000273398	RP11-474G23.1
WBGene00000554	F55C10.1b	ENSG00000273398	RP11-474G23.1
WBGene00000554	F55C10.1a	ENSG00000188386	PPP3R2
WBGene00000554	F55C10.1b	ENSG00000188386	PPP3R2
WBGene00000561	C34E10.7	ENSG00000162992	NEUROD1
WBGene00000561	C34E10.7	ENSG00000123307	NEUROD4
WBGene00000561	C34E10.7	ENSG00000171532	NEUROD2
WBGene00000561	C34E10.7	ENSG00000164600	NEUROD6
WBGene00000564	R01H10.8	ENSG00000153721	CNKSR3
WBGene00000564	R01H10.8	ENSG00000074706	IPCEF1
WBGene00000564	R01H10.8	ENSG00000149970	CNKSR2
WBGene00000564	R01H10.8	ENSG00000142675	CNKSR1
WBGene00000565	Y17G7B.15a	ENSG00000131584	ACAP3
WBGene00000565	Y17G7B.15b	ENSG00000131584	ACAP3
WBGene00000565	Y17G7B.15a	ENSG00000114331	ACAP2
WBGene00000565	Y17G7B.15b	ENSG00000114331	ACAP2
WBGene00000565	Y17G7B.15a	ENSG00000072818	ACAP1
WBGene00000565	Y17G7B.15b	ENSG00000072818	ACAP1
WBGene00000566	Y39A1A.15a	ENSG00000204149	AGAP6
WBGene00000566	Y39A1A.15b	ENSG00000204149	AGAP6
WBGene00000566	Y39A1A.15c	ENSG00000204149	AGAP6
WBGene00000566	Y39A1A.15d	ENSG00000204149	AGAP6
WBGene00000566	Y39A1A.15a	ENSG00000172650	AGAP5
WBGene00000566	Y39A1A.15b	ENSG00000172650	AGAP5
WBGene00000566	Y39A1A.15c	ENSG00000172650	AGAP5
WBGene00000566	Y39A1A.15d	ENSG00000172650	AGAP5
WBGene00000566	Y39A1A.15a	ENSG00000204172	AGAP9
WBGene00000566	Y39A1A.15b	ENSG00000204172	AGAP9
WBGene00000566	Y39A1A.15c	ENSG00000204172	AGAP9
WBGene00000566	Y39A1A.15d	ENSG00000204172	AGAP9
WBGene00000566	Y39A1A.15a	ENSG00000133612	AGAP3
WBGene00000566	Y39A1A.15b	ENSG00000133612	AGAP3
WBGene00000566	Y39A1A.15c	ENSG00000133612	AGAP3
WBGene00000566	Y39A1A.15d	ENSG00000133612	AGAP3
WBGene00000566	Y39A1A.15a	ENSG00000157985	AGAP1
WBGene00000566	Y39A1A.15b	ENSG00000157985	AGAP1
WBGene00000566	Y39A1A.15c	ENSG00000157985	AGAP1
WBGene00000566	Y39A1A.15d	ENSG00000157985	AGAP1
WBGene00000566	Y39A1A.15a	ENSG00000188234	AGAP4
WBGene00000566	Y39A1A.15b	ENSG00000188234	AGAP4
WBGene00000566	Y39A1A.15c	ENSG00000188234	AGAP4
WBGene00000566	Y39A1A.15d	ENSG00000188234	AGAP4
WBGene00000566	Y39A1A.15a	ENSG00000135439	AGAP2
WBGene00000566	Y39A1A.15b	ENSG00000135439	AGAP2
WBGene00000566	Y39A1A.15c	ENSG00000135439	AGAP2
WBGene00000566	Y39A1A.15d	ENSG00000135439	AGAP2
WBGene00000567	ZK632.6a	ENSG00000153132	CLGN
WBGene00000567	ZK632.6b	ENSG00000153132	CLGN
WBGene00000567	ZK632.6a	ENSG00000127022	CANX
WBGene00000567	ZK632.6b	ENSG00000127022	CANX
WBGene00000583	C48E7.5	ENSG00000034971	MYOC
WBGene00000583	C48E7.5	ENSG00000105088	OLFM2
WBGene00000583	C48E7.5	ENSG00000130558	OLFM1
WBGene00000583	C48E7.5	ENSG00000102837	OLFM4
WBGene00000583	C48E7.5	ENSG00000183801	OLFML1
WBGene00000583	C48E7.5	ENSG00000162745	OLFML2B
WBGene00000583	C48E7.5	ENSG00000116774	OLFML3
WBGene00000583	C48E7.5	ENSG00000118733	OLFM3
WBGene00000583	C48E7.5	ENSG00000185585	OLFML2A
WBGene00000583	C48E7.5	ENSG00000186417	GLDN
WBGene00000584	R03C1.3a	ENSG00000148826	NKX6-2
WBGene00000584	R03C1.3b	ENSG00000148826	NKX6-2
WBGene00000584	R03C1.3a	ENSG00000165066	NKX6-3
WBGene00000584	R03C1.3b	ENSG00000165066	NKX6-3
WBGene00000584	R03C1.3a	ENSG00000163623	NKX6-1
WBGene00000584	R03C1.3b	ENSG00000163623	NKX6-1
WBGene00000585	C06G3.10	ENSG00000135775	COG2
WBGene00000591	K08A8.3	ENSG00000244588	RAD21L1
WBGene00000591	K08A8.3	ENSG00000164754	RAD21
WBGene00000674	F29C4.8a	ENSG00000197467	COL13A1
WBGene00000674	F29C4.8b	ENSG00000197467	COL13A1
WBGene00000674	F29C4.8c	ENSG00000197467	COL13A1
WBGene00000674	F29C4.8d	ENSG00000197467	COL13A1
WBGene00000674	F29C4.8e	ENSG00000197467	COL13A1
WBGene00000674	F29C4.8a	ENSG00000050767	COL23A1
WBGene00000674	F29C4.8b	ENSG00000050767	COL23A1
WBGene00000674	F29C4.8c	ENSG00000050767	COL23A1
WBGene00000674	F29C4.8d	ENSG00000050767	COL23A1
WBGene00000674	F29C4.8e	ENSG00000050767	COL23A1
WBGene00000674	F29C4.8a	ENSG00000188517	COL25A1
WBGene00000674	F29C4.8b	ENSG00000188517	COL25A1
WBGene00000674	F29C4.8c	ENSG00000188517	COL25A1
WBGene00000674	F29C4.8d	ENSG00000188517	COL25A1
WBGene00000674	F29C4.8e	ENSG00000188517	COL25A1
WBGene00000674	F29C4.8a	ENSG00000084636	COL16A1
WBGene00000674	F29C4.8b	ENSG00000084636	COL16A1
WBGene00000674	F29C4.8c	ENSG00000084636	COL16A1
WBGene00000674	F29C4.8d	ENSG00000084636	COL16A1
WBGene00000674	F29C4.8e	ENSG00000084636	COL16A1
WBGene00000674	F29C4.8a	ENSG00000049089	COL9A2
WBGene00000674	F29C4.8b	ENSG00000049089	COL9A2
WBGene00000674	F29C4.8c	ENSG00000049089	COL9A2
WBGene00000674	F29C4.8d	ENSG00000049089	COL9A2
WBGene00000674	F29C4.8e	ENSG00000049089	COL9A2
WBGene00000674	F29C4.8a	ENSG00000169436	COL22A1
WBGene00000674	F29C4.8b	ENSG00000169436	COL22A1
WBGene00000674	F29C4.8c	ENSG00000169436	COL22A1
WBGene00000674	F29C4.8d	ENSG00000169436	COL22A1
WBGene00000674	F29C4.8e	ENSG00000169436	COL22A1
WBGene00000674	F29C4.8a	ENSG00000124749	COL21A1
WBGene00000674	F29C4.8b	ENSG00000124749	COL21A1
WBGene00000674	F29C4.8c	ENSG00000124749	COL21A1
WBGene00000674	F29C4.8d	ENSG00000124749	COL21A1
WBGene00000674	F29C4.8e	ENSG00000124749	COL21A1
WBGene00000674	F29C4.8a	ENSG00000092758	COL9A3
WBGene00000674	F29C4.8b	ENSG00000092758	COL9A3
WBGene00000674	F29C4.8c	ENSG00000092758	COL9A3
WBGene00000674	F29C4.8d	ENSG00000092758	COL9A3
WBGene00000674	F29C4.8e	ENSG00000092758	COL9A3
WBGene00000674	F29C4.8a	ENSG00000082293	COL19A1
WBGene00000674	F29C4.8b	ENSG00000082293	COL19A1
WBGene00000674	F29C4.8c	ENSG00000082293	COL19A1
WBGene00000674	F29C4.8d	ENSG00000082293	COL19A1
WBGene00000674	F29C4.8e	ENSG00000082293	COL19A1
WBGene00000674	F29C4.8a	ENSG00000112280	COL9A1
WBGene00000674	F29C4.8b	ENSG00000112280	COL9A1
WBGene00000674	F29C4.8c	ENSG00000112280	COL9A1
WBGene00000674	F29C4.8d	ENSG00000112280	COL9A1
WBGene00000674	F29C4.8e	ENSG00000112280	COL9A1
WBGene00000708	M199.5a	ENSG00000197467	COL13A1
WBGene00000708	M199.5b	ENSG00000197467	COL13A1
WBGene00000708	M199.5a	ENSG00000050767	COL23A1
WBGene00000708	M199.5b	ENSG00000050767	COL23A1
WBGene00000708	M199.5a	ENSG00000188517	COL25A1
WBGene00000708	M199.5b	ENSG00000188517	COL25A1
WBGene00000708	M199.5a	ENSG00000084636	COL16A1
WBGene00000708	M199.5b	ENSG00000084636	COL16A1
