From	To
H9G350	WBGene00006787
H9G360	WBGene00012768
I2HA82	WBGene00011543
I2HA91	WBGene00009207
I2HA98	WBGene00000240
I2HAA0	WBGene00008018
I2HAA6	WBGene00006801
I2HAA8	WBGene00013381
I2HAC0	WBGene00007026
I2HAD4	WBGene00011271
I2HAD9	WBGene00009335
I2HAF8	WBGene00004475
I2HAG1	WBGene00002266
I2HAJ6	WBGene00007799
I6Z0I7	WBGene00022816
I7KSB9	WBGene00016600
I7LFE4	WBGene00021798
J3K003	WBGene00007862
J7RNK9	WBGene00001194
J7S122	WBGene00004313
J7S130	WBGene00017699
J7SA48	WBGene00009583
J7SA49	WBGene00002717
J7SA65	WBGene00001931
J7SEZ5	WBGene00013921
J7SF87	WBGene00021183
K7ZUH9	WBGene00001914
K8ERU3	WBGene00016418
K8ERU5	WBGene00018328
K8ES01	WBGene00012895
K8ES47	WBGene00013666
K8ESC5	WBGene00013595
K8ESD7	WBGene00004182
K8ESE1	WBGene00001230
K8ESG0	WBGene00008733
K8ESK4	WBGene00000549
K8ESK9	WBGene00004075
K8ESM7	WBGene00013093
K8ESP0	WBGene00004760
K8F7X2	WBGene00012868
K8F7X5	WBGene00013529
K8F807	WBGene00008750
K8FDX2	WBGene00002978
K8FE02	WBGene00010908
K8FE04	WBGene00001516
K8FE05	WBGene00006743
L8E6H9	WBGene00004215
L8E6I4	WBGene00235102
L8E6P0	WBGene00008793
L8E6Y3	WBGene00016407
L8E822	WBGene00004297
L8E917	WBGene00006931
L8EC33	WBGene00004051
L8EC40	WBGene00008239
O01159	WBGene00004704
O01256	WBGene00011858
O01258	WBGene00006931
O01259	WBGene00011860
O01300	WBGene00008621
O01320	WBGene00008531
O01326	WBGene00009163
O01422	WBGene00000814
O01426	WBGene00015029
O01427	WBGene00000099
O01441	WBGene00015091
O01443	WBGene00015303
O01446	WBGene00015396
O01479	WBGene00006823
O01483	WBGene00015499
O01485	WBGene00015743
O01488	WBGene00015742
O01497	WBGene00016419
O01498	WBGene00004109
O01501	WBGene00000871
O01503	WBGene00016492
O01504	WBGene00016493
O01510	WBGene00004879
O01513	WBGene00016740
O01524	WBGene00017605
O01541	WBGene00000197
O01577	WBGene00006833
O01578	WBGene00018765
O01580	WBGene00018763
O01581	WBGene00019522
O01583	WBGene00006437
O01590	WBGene00019599
O01591	WBGene00019604
O01596	WBGene00020262
O01602	WBGene00020417
O01615	WBGene00020588
O01623	WBGene00001616
O01635	WBGene00022815
O01658	WBGene00020902
O01661	WBGene00000368
O01683	WBGene00001973
O01685	WBGene00016333
O01686	WBGene00016331
O01692	WBGene00004486
O01700	WBGene00001008
O01704	WBGene00004360
O01705	WBGene00004361
O01706	WBGene00012162
O01735	WBGene00015632
O01737	WBGene00002889
O01738	WBGene00017646
O01757	WBGene00018866
O01758	WBGene00000966
O01759	WBGene00004087
O01763	WBGene00018156
O01776	WBGene00022635
O01789	WBGene00001860
O01795	WBGene00018771
O01802	WBGene00004418
O01803	WBGene00004274
O01804	WBGene00016652
O01805	WBGene00016655
O01806	WBGene00016653
O01808	WBGene00016650
O01810	WBGene00020933
O01812	WBGene00002258
O01813	WBGene00007057
O01814	WBGene00002257
O01815	WBGene00020932
O01824	WBGene00019008
O01826	WBGene00016907
O01835	WBGene00000772
O01839	WBGene00015176
O01840	WBGene00003878
O01847	WBGene00015704
O01854	WBGene00017975
O01858	WBGene00020259
O01862	WBGene00020258
O01863	WBGene00017010
O01864	WBGene00017004
O01868	WBGene00004436
O01869	WBGene00004479
O01870	WBGene00017003
O01878	WBGene00022576
O01881	WBGene00019464
O01883	WBGene00006729
O01884	WBGene00000766
O01893	WBGene00019965
O01901	WBGene00019125
O01902	WBGene00019126
O01908	WBGene00016633
O01911	WBGene00019996
O01916	WBGene00017763
O01918	WBGene00017757
O01925	WBGene00020115
O01926	WBGene00007548
O01927	WBGene00007549
O01963	WBGene00016156
O01964	WBGene00016157
O01965	WBGene00016158
O01966	WBGene00016159
O01969	WBGene00006461
O01974	WBGene00001231
O01991	WBGene00001160
O02056	WBGene00004415
O02057	WBGene00015009
O02058	WBGene00015010
O02086	WBGene00001812
O02089	WBGene00018393
O02092	WBGene00018391
O02096	WBGene00015975
O02097	WBGene00015974
O02101	WBGene00015971
O02108	WBGene00021097
O02115	WBGene00003955
O02139	WBGene00006055
O02158	WBGene00020382
O02161	WBGene00020383
O02164	WBGene00020375
O02173	WBGene00021046
O02207	WBGene00007215
O02208	WBGene00007216
O02209	WBGene00007217
O02218	WBGene00007711
O02219	WBGene00000095
O02220	WBGene00007712
O02228	WBGene00000501
O02252	WBGene00003958
O02254	WBGene00001496
O02266	WBGene00000113
O02274	WBGene00009939
O02286	WBGene00011232
O02298	WBGene00001555
O02300	WBGene00011582
O02315	WBGene00001642
O02322	WBGene00011929
O02323	WBGene00002259
O02324	WBGene00002260
O02325	WBGene00011939
O02326	WBGene00000476
O02327	WBGene00011944
O02328	WBGene00001226
O02332	WBGene00007043
O02365	WBGene00003485
O02482	WBGene00006773
O02495	WBGene00004897
O02621	WBGene00009165
O02626	WBGene00000086
O02639	WBGene00004431
O02640	WBGene00003162
O02641	WBGene00019967
O02642	WBGene00017759
O02655	WBGene00004875
O16000	WBGene00006798
O16206	WBGene00017914
O16213	WBGene00017535
O16216	WBGene00017534
O16228	WBGene00016789
O16241	WBGene00003573
O16242	WBGene00003574
O16247	WBGene00018424
O16249	WBGene00018426
O16254	WBGene00018431
O16259	WBGene00019983
O16264	WBGene00018218
O16276	WBGene00018206
O16277	WBGene00001857
O16288	WBGene00021072
O16289	WBGene00021070
O16293	WBGene00017988
O16294	WBGene00017984
O16297	WBGene00003159
O16299	WBGene00017981
O16302	WBGene00020254
O16303	WBGene00001037
O16305	WBGene00000552
O16309	WBGene00001428
O16311	WBGene00015461
O16312	WBGene00015462
O16313	WBGene00015463
O16314	WBGene00015460
O16343	WBGene00019108
O16362	WBGene00018413
O16366	WBGene00019842
O16368	WBGene00004502
O16369	WBGene00000159
O16448	WBGene00016922
O16452	WBGene00003731
O16453	WBGene00001500
O16454	WBGene00007055
O16458	WBGene00018290
O16466	WBGene00018294
O16481	WBGene00016849
O16482	WBGene00016860
O16486	WBGene00015074
O16515	WBGene00020273
O16520	WBGene00020269
O16521	WBGene00020268
O16522	WBGene00020267
O16524	WBGene00020266
O16526	WBGene00020264
O16574	WBGene00017179
O16575	WBGene00017183
O16582	WBGene00016341
O16614	WBGene00015110
O16616	WBGene00015114
O16619	WBGene00000976
O16637	WBGene00000162
O16658	WBGene00015404
O16670	WBGene00018262
O16671	WBGene00018261
O16673	WBGene00018260
O16686	WBGene00019498
O16697	WBGene00020889
O16698	WBGene00020888
O16701	WBGene00020017
O16720	WBGene00000106
O16723	WBGene00020307
O16725	WBGene00020311
O16764	WBGene00019109
O16785	WBGene00003932
O16786	WBGene00020647
O16796	WBGene00017557
O16850	WBGene00000912
O16924	WBGene00003816
O16925	WBGene00006435
O16927	WBGene00017799
O16929	WBGene00017797
O16956	WBGene00020016
O16969	WBGene00020151
O16971	WBGene00020154
O16991	WBGene00006648
O16995	WBGene00021003
O16997	WBGene00021004
O16999	WBGene00020999
O17001	WBGene00020721
O17003	WBGene00020719
O17004	WBGene00020718
O17005	WBGene00020717
O17040	WBGene00020517
O17066	WBGene00017746
O17069	WBGene00017747
O17071	WBGene00004504
O17072	WBGene00017742
O17087	WBGene00001596
O17099	WBGene00018354
O17157	WBGene00016073
O17167	WBGene00015197
O17185	WBGene00006318
O17186	WBGene00018023
O17205	WBGene00015288
O17206	WBGene00015286
O17212	WBGene00003376
O17213	WBGene00019196
O17214	WBGene00001503
O17218	WBGene00004491
O17234	WBGene00019636
O17237	WBGene00019615
O17239	WBGene00019616
O17244	WBGene00006647
O17245	WBGene00018769
O17286	WBGene00021132
O17323	WBGene00001837
O17328	WBGene00015676
O17352	WBGene00018682
O17365	WBGene00005643
O17386	WBGene00000422
O17388	WBGene00006472
O17395	WBGene00000004
O17397	WBGene00018718
O17398	WBGene00018719
O17403	WBGene00017313
O17404	WBGene00017312
O17405	WBGene00017316
O17407	WBGene00017311
O17514	WBGene00003220
O17528	WBGene00004766
O17554	WBGene00007210
O17560	WBGene00001645
O17566	WBGene00007287
O17570	WBGene00004452
O17580	WBGene00007413
O17581	WBGene00003136
O17583	WBGene00002999
O17586	WBGene00003922
O17587	WBGene00007616
O17590	WBGene00007620
O17591	WBGene00007621
O17594	WBGene00007705
O17599	WBGene00004308
O17606	WBGene00007787
O17607	WBGene00007784
O17612	WBGene00001150
O17622	WBGene00007812
O17624	WBGene00008519
O17626	WBGene00007836
O17636	WBGene00007886
O17638	WBGene00007941
O17643	WBGene00007942
O17645	WBGene00002029
O17666	WBGene00008107
O17670	WBGene00001377
O17680	WBGene00008205
O17695	WBGene00001834
O17730	WBGene00008409
O17731	WBGene00008408
O17732	WBGene00004258
O17735	WBGene00008410
O17736	WBGene00008429
O17754	WBGene00001189
O17759	WBGene00008506
O17772	WBGene00003980
O17795	WBGene00008678
O17798	WBGene00002232
O17806	WBGene00008809
O17807	WBGene00008810
O17839	WBGene00009128
O17850	WBGene00006446
O17861	WBGene00009514
O17863	WBGene00009513
O17869	WBGene00009650
O17892	WBGene00010083
O17895	WBGene00001813
O17901	WBGene00010333
O17905	WBGene00001490
O17907	WBGene00010370
O17909	WBGene00010369
O17913	WBGene00010423
O17915	WBGene00004302
O17917	WBGene00010476
O17919	WBGene00010478
O17939	WBGene00010685
O17951	WBGene00010789
O17953	WBGene00010794
O17955	WBGene00002211
O17963	WBGene00010803
O17966	WBGene00006595
O17972	WBGene00010898
O17981	WBGene00011052
O17982	WBGene00011054
O18003	WBGene00011269
O18005	WBGene00011268
O18017	WBGene00001865
O18033	WBGene00011488
O18037	WBGene00011517
O18054	WBGene00006889
O18057	WBGene00011596
O18061	WBGene00011593
O18093	WBGene00013711
O18131	WBGene00012037
O18143	WBGene00012095
O18152	WBGene00012124
O18155	WBGene00012127
O18158	WBGene00003858
O18167	WBGene00012234
O18174	WBGene00002205
O18178	WBGene00012348
O18180	WBGene00012361
O18181	WBGene00012359
O18182	WBGene00012360
O18183	WBGene00012362
O18188	WBGene00012366
O18191	WBGene00003133
O18196	WBGene00013001
O18209	WBGene00006940
O18211	WBGene00013140
O18212	WBGene00013139
O18215	WBGene00013143
O18216	WBGene00013144
O18229	WBGene00013301
O18230	WBGene00013302
O18235	WBGene00000763
O18239	WBGene00013311
O18240	WBGene00004487
O18241	WBGene00013312
O18246	WBGene00013317
O18276	WBGene00001512
O18282	WBGene00014177
O18302	WBGene00014101
O18307	WBGene00014148
O18650	WBGene00004488
O18693	WBGene00009221
O18694	WBGene00003079
O18696	WBGene00011433
O44128	WBGene00003043
O44148	WBGene00016761
O44156	WBGene00003927
O44158	WBGene00016990
O44159	WBGene00016989
O44164	WBGene00001171
O44166	WBGene00017480
O44168	WBGene00015098
O44175	WBGene00004338
O44183	WBGene00022610
O44186	WBGene00017996
O44199	WBGene00004296
O44326	WBGene00001979
O44406	WBGene00001332
O44410	WBGene00020296
O44411	WBGene00020297
O44413	WBGene00001338
O44415	WBGene00020295
O44438	WBGene00015249
O44441	WBGene00015248
O44451	WBGene00015413
O44476	WBGene00001983
O44477	WBGene00017119
O44480	WBGene00004432
O44490	WBGene00018330
O44499	WBGene00019821
O44500	WBGene00019822
O44501	WBGene00019823
O44502	WBGene00019820
O44503	WBGene00019819
O44510	WBGene00018357
O44511	WBGene00004979
O44512	WBGene00002162
O44517	WBGene00018925
O44518	WBGene00001579
O44538	WBGene00016892
O44549	WBGene00019433
O44552	WBGene00000386
O44555	WBGene00000111
O44565	WBGene00002247
O44566	WBGene00020994
O44568	WBGene00020993
O44607	WBGene00019977
O44609	WBGene00019980
O44616	WBGene00019979
O44625	WBGene00004136
O44628	WBGene00000387
O44704	WBGene00016686
O44706	WBGene00016697
O44712	WBGene00000096
O44729	WBGene00018625
O44731	WBGene00018798
O44732	WBGene00018797
O44734	WBGene00019005
O44735	WBGene00019006
O44737	WBGene00019004
O44738	WBGene00019003
O44743	WBGene00002783
O44747	WBGene00019911
O44750	WBGene00000155
O44757	WBGene00003040
O44760	WBGene00004147
O44770	WBGene00019395
O44771	WBGene00019394
O44772	WBGene00019399
O44781	WBGene00018007
O44782	WBGene00018008
O44787	WBGene00017280
O44788	WBGene00000778
O44798	WBGene00016806
O44827	WBGene00019207
O44846	WBGene00020207
O44856	WBGene00020231
O44857	WBGene00020230
O44873	WBGene00019915
O44897	WBGene00001819
O44903	WBGene00021041
O44906	WBGene00021043
O44951	WBGene00016390
O44952	WBGene00016391
O44953	WBGene00016395
O44954	WBGene00016392
O44955	WBGene00016393
O44959	WBGene00019698
O44960	WBGene00003654
O44975	WBGene00018955
O44985	WBGene00019323
O44991	WBGene00003062
O44992	WBGene00019595
O44995	WBGene00019673
O44997	WBGene00003400
O45003	WBGene00020989
O45011	WBGene00021128
O45012	WBGene00020915
O45016	WBGene00020914
O45069	WBGene00015702
O45074	WBGene00018777
O45080	WBGene00015934
O45086	WBGene00015928
O45087	WBGene00015927
O45089	WBGene00019068
O45100	WBGene00003178
O45102	WBGene00019300
O45103	WBGene00019299
O45106	WBGene00001154
O45110	WBGene00018932
O45145	WBGene00020947
O45148	WBGene00020950
O45182	WBGene00019504
O45189	WBGene00006321
O45218	WBGene00000081
O45226	WBGene00004443
O45228	WBGene00007197
O45236	WBGene00007245
O45241	WBGene00007312
O45244	WBGene00003392
O45268	WBGene00045063
O45271	WBGene00006597
O45278	WBGene00001811
O45298	WBGene00000225
O45303	WBGene00001590
O45319	WBGene00006574
O45323	WBGene00008439
O45352	WBGene00001792
O45379	WBGene00000188
O45391	WBGene00009048
O45394	WBGene00009049
O45398	WBGene00009064
O45405	WBGene00001371
O45417	WBGene00009290
O45418	WBGene00001431
O45420	WBGene00009292
O45430	WBGene00009319
O45431	WBGene00009320
O45434	WBGene00009322
O45487	WBGene00001248
O45489	WBGene00001961
O45494	WBGene00009553
O45495	WBGene00006730
O45496	WBGene00009554
O45498	WBGene00009556
O45499	WBGene00004495
O45500	WBGene00009558
O45502	WBGene00001030
O45503	WBGene00009559
O45518	WBGene00009706
O45539	WBGene00005078
O45550	WBGene00001092
O45552	WBGene00009952
O45577	WBGene00000774
O45583	WBGene00010166
O45608	WBGene00010364
O45611	WBGene00010374
O45622	WBGene00010405
O45659	WBGene00010589
O45678	WBGene00010758
O45680	WBGene00000972
O45686	WBGene00010769
O45691	WBGene00010805
O45707	WBGene00011029
O45709	WBGene00000986
O45718	WBGene00000163
O45719	WBGene00011250
O45730	WBGene00004061
O45734	WBGene00000776
O45757	WBGene00011538
O45775	WBGene00011697
O45782	WBGene00011732
O45784	WBGene00006391
O45797	WBGene00007047
O45799	WBGene00011935
O45814	WBGene00012017
O45818	WBGene00012019
O45819	WBGene00012020
O45830	WBGene00003578
O45865	WBGene00006439
O45869	WBGene00004190
O45870	WBGene00012105
O45876	WBGene00000147
O45879	WBGene00012184
O45903	WBGene00012375
O45904	WBGene00002264
O45924	WBGene00012713
O45925	WBGene00012794
O45926	WBGene00000866
O45933	WBGene00003804
O45934	WBGene00012803
O45935	WBGene00002229
O45936	WBGene00012804
O45946	WBGene00004430
O45947	WBGene00001635
O45948	WBGene00012885
O45962	WBGene00010923
O61196	WBGene00018146
O61199	WBGene00020679
O61213	WBGene00000253
O61217	WBGene00019298
O61219	WBGene00000923
O61220	WBGene00003839
O61235	WBGene00000830
O61397	WBGene00001632
O61460	WBGene00006868
O61528	WBGene00006805
O61660	WBGene00006596
O61706	WBGene00020090
O61707	WBGene00006385
O61710	WBGene00020088
O61741	WBGene00015021
O61742	WBGene00004466
O61749	WBGene00018159
O61750	WBGene00001773
O61792	WBGene00004464
O61793	WBGene00020038
O61794	WBGene00020031
O61795	WBGene00020030
O61799	WBGene00016350
O61815	WBGene00015232
O61817	WBGene00015233
O61820	WBGene00001228
O61821	WBGene00015230
O61845	WBGene00007053
O61849	WBGene00019360
O61851	WBGene00018898
O61856	WBGene00020831
O61861	WBGene00000205
O61866	WBGene00022642
O61887	WBGene00019624
O61900	WBGene00020953
O61902	WBGene00003579
O61907	WBGene00003025
O61935	WBGene00020386
O61955	WBGene00002061
O61967	WBGene00002632
O61968	WBGene00017818
O61975	WBGene00019806
O61980	WBGene00006760
O61985	WBGene00019349
O62040	WBGene00007438
O62102	WBGene00003948
O62106	WBGene00001234
O62108	WBGene00008133
O62122	WBGene00008354
O62126	WBGene00006520
O62133	WBGene00008538
O62137	WBGene00008565
O62138	WBGene00008566
O62139	WBGene00008567
O62140	WBGene00008564
O62144	WBGene00008606
O62169	WBGene00008808
O62173	WBGene00008856
O62185	WBGene00004706
O62191	WBGene00009285
O62192	WBGene00009286
O62193	WBGene00009287
O62198	WBGene00009307
O62202	WBGene00009316
O62213	WBGene00000472
O62214	WBGene00009352
O62215	WBGene00009353
O62216	WBGene00009369
O62217	WBGene00001049
O62218	WBGene00009368
O62219	WBGene00009366
O62220	WBGene00009367
O62234	WBGene00009475
O62235	WBGene00009477
O62236	WBGene00009478
O62245	WBGene00009731
O62246	WBGene00009732
O62250	WBGene00009734
O62251	WBGene00009735
O62252	WBGene00009736
O62255	WBGene00003582
O62259	WBGene00009998
O62263	WBGene00010013
O62265	WBGene00010197
O62301	WBGene00010551
O62305	WBGene00006779
O62325	WBGene00011043
O62327	WBGene00011045
O62332	WBGene00002076
O62334	WBGene00011050
O62336	WBGene00011058
O62347	WBGene00011226
O62349	WBGene00011253
O62360	WBGene00001035
O62388	WBGene00012179
O62424	WBGene00012638
O62425	WBGene00012639
O62431	WBGene00001336
O62444	WBGene00012765
O62446	WBGene00012796
O62460	WBGene00012866
O62461	WBGene00012867
O62477	WBGene00012887
O62481	WBGene00012890
O62482	WBGene00012891
O62483	WBGene00013015
O62507	WBGene00013971
O62508	WBGene00013972
O62511	WBGene00013996
O62512	WBGene00013997
O62514	WBGene00013999
O62515	WBGene00014000
O62518	WBGene00014083
O62519	WBGene00014081
O76258	WBGene00015658
O76337	WBGene00000420
O76360	WBGene00001173
O76365	WBGene00017928
O76371	WBGene00004505
O76373	WBGene00018995
O76383	WBGene00016061
O76384	WBGene00016060
O76387	WBGene00016062
O76411	WBGene00004740
O76413	WBGene00020425
O76463	WBGene00003594
O76512	WBGene00004880
O76576	WBGene00004135
O76577	WBGene00004467
O76606	WBGene00020796
O76618	WBGene00000800
O76630	WBGene00021973
O76632	WBGene00019225
O76671	WBGene00019185
O76687	WBGene00019716
O76695	WBGene00006895
O76699	WBGene00022538
O76726	WBGene00021502
O76735	WBGene00004912
O76835	WBGene00020443
O77081	WBGene00013737
O77469	WBGene00001403
P02566	WBGene00006789
P02567	WBGene00002348
P03949	WBGene00000018
P04255	WBGene00001918
P04255	WBGene00001908
P04255	WBGene00001903
P04255	WBGene00001885
P04255	WBGene00001889
P04970	WBGene00001683
P08898	WBGene00001919
P08898	WBGene00001923
P08898	WBGene00001916
P08898	WBGene00001906
P08898	WBGene00001937
P08898	WBGene00001880
P08898	WBGene00001929
P08898	WBGene00001933
P08898	WBGene00001901
P08898	WBGene00001891
P08898	WBGene00001876
P08898	WBGene00001899
P08898	WBGene00001883
P08898	WBGene00001887
P09446	WBGene00002005
P09588	WBGene00001921
P09588	WBGene00001925
P09588	WBGene00001927
P09588	WBGene00001917
P09588	WBGene00001907
P09588	WBGene00001904
P09588	WBGene00001881
P09588	WBGene00001931
P09588	WBGene00001935
P09588	WBGene00001939
P09588	WBGene00001893
P09588	WBGene00001895
P09588	WBGene00001877
P09588	WBGene00001942
P09588	WBGene00001890
P09588	WBGene00001886
P0CG71	WBGene00006727
P10038	WBGene00003102
P10299	WBGene00001749
P10771	WBGene00001898
P10983	WBGene00000063
P10983	WBGene00000065
P10984	WBGene00000064
P10986	WBGene00000066
P11141	WBGene00002010
P12844	WBGene00003515
P12845	WBGene00003514
P13508	WBGene00001609
P13528	WBGene00006818
P14585	WBGene00003001
P15796	WBGene00001853
P17139	WBGene00001263
P17140	WBGene00002280
P17221	WBGene00001411
P17329	WBGene00001684
P17330	WBGene00001685
P17331	WBGene00001686
P17343	WBGene00001679
P17487	WBGene00000436
P17488	WBGene00000437
P18334	WBGene00002191
P19826	WBGene00000942
P19974	WBGene00017121
P20154	WBGene00003000
P20163	WBGene00002008
P20268	WBGene00000431
P20269	WBGene00000430
P20270	WBGene00000432
P20271	WBGene00000438
P20792	WBGene00000897
P21137	WBGene00002189
P21541	WBGene00006996
P22980	WBGene00001948
P22981	WBGene00002335
P23678	WBGene00006831
P24348	WBGene00002299
P24585	WBGene00000950
P24612	WBGene00003168
P24887	WBGene00010959
P24890	WBGene00000829
P24892	WBGene00010963
P24894	WBGene00010965
P25807	WBGene00000781
P27420	WBGene00002007
P27604	WBGene00019322
P27639	WBGene00002083
P27715	WBGene00006752
P27798	WBGene00000802
P28191	WBGene00004213
P28515	WBGene00001249
P28548	WBGene00002196
P29355	WBGene00004774
P29506	WBGene00006744
P29691	WBGene00001167
P30625	WBGene00002190
P30628	WBGene00006768
P30629	WBGene00014022
P30630	WBGene00002998
P30632	WBGene00014025
P30634	WBGene00000388
P30635	WBGene00014028
P30636	WBGene00014027
P30638	WBGene00014021
P30639	WBGene00014023
P30640	WBGene00011142
P30642	WBGene00001227
P30643	WBGene00011144
P30645	WBGene00011146
P30646	WBGene00011147
P30648	WBGene00014034
P31161	WBGene00004931
P32085	WBGene00006542
P32739	WBGene00003518
P32740	WBGene00011298
P32742	WBGene00011299
P32744	WBGene00000549
P34183	WBGene00002001
P34212	WBGene00000189
P34254	WBGene00015124
P34255	WBGene00015125
P34256	WBGene00015126
P34258	WBGene00015128
P34260	WBGene00015130
P34264	WBGene00015133
P34268	WBGene00001443
P34273	WBGene00015334
P34274	WBGene00022803
P34277	WBGene00015337
P34280	WBGene00015346
P34281	WBGene00015347
P34283	WBGene00015349
P34284	WBGene00015350
P34286	WBGene00003952
P34288	WBGene00015418
P34295	WBGene00004344
P34298	WBGene00015519
P34299	WBGene00001612
P34305	WBGene00015525
P34308	WBGene00000542
P34313	WBGene00007400
P34314	WBGene00006579
P34315	WBGene00003571
P34322	WBGene00003572
P34326	WBGene00000439
P34328	WBGene00002011
P34329	WBGene00015752
P34331	WBGene00004042
P34333	WBGene00001565
P34334	WBGene00004433
P34335	WBGene00015754
P34339	WBGene00001209
P34342	WBGene00004303
P34345	WBGene00016204
P34346	WBGene00002879
P34349	WBGene00016238
P34355	WBGene00008167
P34369	WBGene00004187
P34374	WBGene00006772
P34378	WBGene00017044
P34379	WBGene00017045
P34385	WBGene00008514
P34387	WBGene00007056
P34388	WBGene00017319
P34389	WBGene00003562
P34390	WBGene00017320
P34400	WBGene00003243
P34409	WBGene00017696
P34413	WBGene00001078
P34416	WBGene00018367
P34420	WBGene00018371
P34424	WBGene00000508
P34425	WBGene00000507
P34426	WBGene00018408
P34429	WBGene00018409
P34436	WBGene00018419
P34439	WBGene00010035
P34443	WBGene00010038
P34445	WBGene00010040
P34446	WBGene00003929
P34447	WBGene00006975
P34452	WBGene00018835
P34453	WBGene00004201
P34454	WBGene00018836
P34455	WBGene00000041
P34460	WBGene00018846
P34462	WBGene00010130
P34465	WBGene00010131
P34466	WBGene00000550
P34471	WBGene00004180
P34474	WBGene00001955
P34475	WBGene00006540
P34476	WBGene00010230
P34477	WBGene00006704
P34480	WBGene00010308
P34492	WBGene00019301
P34498	WBGene00003389
P34501	WBGene00010540
P34508	WBGene00000799
P34511	WBGene00019457
P34512	WBGene00001743
P34514	WBGene00000143
P34517	WBGene00010778
P34519	WBGene00010780
P34522	WBGene00000448
P34524	WBGene00019678
P34525	WBGene00019679
P34528	WBGene00019682
P34529	WBGene00000939
P34535	WBGene00019877
P34537	WBGene00007008
P34540	WBGene00006840
P34544	WBGene00019883
P34545	WBGene00000366
P34546	WBGene00006911
P34546	WBGene00006912
P34547	WBGene00011216
P34548	WBGene00005021
P34550	WBGene00011218
P34552	WBGene00007010
P34556	WBGene00000405
P34558	WBGene00011500
P34559	WBGene00001155
P34561	WBGene00011502
P34563	WBGene00002064
P34567	WBGene00011814
P34568	WBGene00011815
P34574	WBGene00011867
P34575	WBGene00000833
P34576	WBGene00003482
P34578	WBGene00004255
P34579	WBGene00006783
P34580	WBGene00012059
P34599	WBGene00022516
P34600	WBGene00014218
P34604	WBGene00014221
P34605	WBGene00014222
P34609	WBGene00006755
P34610	WBGene00003956
P34617	WBGene00022862
P34618	WBGene00000414
P34623	WBGene00022865
P34624	WBGene00022697
P34629	WBGene00002249
P34630	WBGene00022702
P34631	WBGene00022703
P34638	WBGene00000863
P34640	WBGene00013983
P34642	WBGene00013984
P34643	WBGene00013985
P34644	WBGene00001135
P34647	WBGene00003158
P34648	WBGene00014011
P34649	WBGene00014012
P34650	WBGene00014013
P34652	WBGene00000567
P34653	WBGene00014015
P34656	WBGene00014018
P34657	WBGene00014019
P34659	WBGene00004918
P34661	WBGene00044324
P34662	WBGene00004449
P34664	WBGene00022785
P34666	WBGene00000765
P34668	WBGene00022792
P34669	WBGene00022793
P34670	WBGene00022794
P34672	WBGene00022797
P34673	WBGene00022798
P34676	WBGene00022801
P34678	WBGene00001628
P34683	WBGene00003017
P34684	WBGene00003024
P34685	WBGene00000292
P34686	WBGene00000293
P34692	WBGene00011344
P34693	WBGene00004921
P34697	WBGene00004930
P34703	WBGene00001259
P34708	WBGene00006604
P34710	WBGene00006746
P34712	WBGene00003995
P34714	WBGene00003893
P34722	WBGene00006599
P34748	WBGene00014224
P34766	WBGene00003912
P34808	WBGene00003183
P34815	WBGene00006757
P34885	WBGene00004032
P34886	WBGene00003174
P34888	WBGene00000857
P34889	WBGene00000858
P34891	WBGene00002199
P34892	WBGene00002200
P35129	WBGene00002344
P35449	WBGene00003736
P35602	WBGene00006829
P35603	WBGene00001082
P36573	WBGene00002264
P36608	WBGene00003563
P37165	WBGene00006725
P38433	WBGene00000035
P39055	WBGene00001130
P39745	WBGene00003401
P40614	WBGene00008505
P41779	WBGene00000443
P41828	WBGene00003622
P41829	WBGene00003605
P41830	WBGene00004786
P41842	WBGene00020600
P41843	WBGene00020601
P41846	WBGene00003378
P41847	WBGene00020604
P41848	WBGene00001974
P41877	WBGene00002169
P41879	WBGene00018131
P41880	WBGene00018132
P41885	WBGene00004316
P41931	WBGene00003844
P41932	WBGene00003920
P41935	WBGene00000435
P41937	WBGene00006538
P41938	WBGene00007129
P41941	WBGene00007128
P41956	WBGene00003225
P41977	WBGene00004932
P41988	WBGene00000377
P41992	WBGene00015099
P41994	WBGene00015101
P41995	WBGene00003845
P42000	WBGene00015104
P42168	WBGene00002202
P42170	WBGene00004392
P42173	WBGene00006811
P42573	WBGene00000417
P43508	WBGene00000784
P43509	WBGene00000785
P43510	WBGene00000786
P45895	WBGene00003253
P45897	WBGene00004858
P45962	WBGene00002216
P45966	WBGene00007014
P45969	WBGene00011637
P45971	WBGene00011638
P46502	WBGene00004503
P46548	WBGene00020549
P46549	WBGene00002201
P46550	WBGene00000381
P46551	WBGene00007135
P46554	WBGene00007137
P46555	WBGene00002003
P46556	WBGene00007138
P46561	WBGene00000229
P46562	WBGene00000115
P46576	WBGene00001662
P46577	WBGene00001661
P46578	WBGene00001660
P46579	WBGene00006946
P46580	WBGene00016408
P46581	WBGene00000561
P46769	WBGene00004469
P46822	WBGene00002215
P46873	WBGene00003884
P46941	WBGene00008006
P46975	WBGene00020437
P47207	WBGene00000378
P47208	WBGene00000379
P47209	WBGene00000380
P47991	WBGene00004417
P48053	WBGene00015481
P48150	WBGene00004483
P48152	WBGene00004472
P48154	WBGene00004470
P48156	WBGene00004477
P48158	WBGene00004435
P48162	WBGene00004438
P48166	WBGene00004454
P48180	WBGene00000055
