From	To
O95721	ENSG00000099940
O95741	ENSG00000100884
O95747	ENSG00000172939
O95757	ENSG00000164070
O95758	ENSG00000119314
O95759	ENSG00000204634
O95772	ENSG00000010270
O95777	ENSG00000128534
O95782	ENSG00000196961
O95786	ENSG00000107201
O95793	ENSG00000124214
O95801	ENSG00000243725
O95803	ENSG00000164100
O95807	ENSG00000183726
O95816	ENSG00000112208
O95819	ENSG00000071054
O95822	ENSG00000103150
O95831	ENSG00000156709
O95834	ENSG00000125746
O95835	ENSG00000131023
O95837	ENSG00000156049
O95847	ENSG00000153291
O95848	ENSG00000183828
O95861	ENSG00000162813
O95863	ENSG00000124216
O95864	ENSG00000134824
O95870	ENSG00000204427
O95870	ENSG00000206403
O95870	ENSG00000230475
O95870	ENSG00000236063
O95870	ENSG00000235676
O95870	ENSG00000231488
O95870	ENSG00000224552
O95872	ENSG00000236011
O95872	ENSG00000204438
O95872	ENSG00000206408
O95872	ENSG00000228605
O95872	ENSG00000223932
O95872	ENSG00000232312
O95881	ENSG00000117862
O95900	ENSG00000167112
O95925	ENSG00000101448
O95925	ENSG00000249139
O95926	ENSG00000117614
O95935	ENSG00000112837
O95948	ENSG00000119547
O95985	ENSG00000100038
O95989	ENSG00000272325
O95992	ENSG00000138135
O96000	ENSG00000140990
O96005	ENSG00000104853
O96006	ENSG00000214717
O96007	ENSG00000164172
O96008	ENSG00000130204
O96013	ENSG00000130669
O96017	ENSG00000183765
O96018	ENSG00000011132
O96019	ENSG00000136518
O96020	ENSG00000175305
O96028	ENSG00000109685
P00156	ENSG00000198727
P00167	ENSG00000166347
P00338	ENSG00000134333
P00352	ENSG00000165092
P00367	ENSG00000148672
P00374	ENSG00000228716
P00387	ENSG00000100243
P00390	ENSG00000104687
P00395	ENSG00000198804
P00403	ENSG00000198712
P00414	ENSG00000198938
P00439	ENSG00000171759
P00441	ENSG00000142168
P00491	ENSG00000198805
P00492	ENSG00000165704
P00505	ENSG00000125166
P00519	ENSG00000097007
P00533	ENSG00000146648
P00558	ENSG00000102144
P00568	ENSG00000106992
P00813	ENSG00000196839
P00915	ENSG00000133742
P00918	ENSG00000104267
P01008	ENSG00000117601
P01111	ENSG00000213281
P01112	ENSG00000174775
P01112	ENSG00000276536
P01116	ENSG00000133703
P02489	ENSG00000160202
P02511	ENSG00000109846
P02545	ENSG00000160789
P02689	ENSG00000147588
P02792	ENSG00000087086
P02794	ENSG00000167996
P03886	ENSG00000198888
P03905	ENSG00000198886
P03915	ENSG00000198786
P03956	ENSG00000196611
P04035	ENSG00000113161
P04040	ENSG00000121691
P04049	ENSG00000132155
P04054	ENSG00000170890
P04062	ENSG00000177628
P04066	ENSG00000179163
P04075	ENSG00000149925
P04179	ENSG00000112096
P04180	ENSG00000213398
P04181	ENSG00000065154
P04183	ENSG00000167900
P04406	ENSG00000111640
P04626	ENSG00000141736
P04745	ENSG00000174876
P04745	ENSG00000187733
P04745	ENSG00000237763
P04746	ENSG00000243480
P04792	ENSG00000106211
P04818	ENSG00000176890
P04843	ENSG00000163902
P04844	ENSG00000118705
P04908	ENSG00000277075
P04908	ENSG00000278463
P05023	ENSG00000163399
P05026	ENSG00000143153
P05062	ENSG00000136872
P05067	ENSG00000142192
P05089	ENSG00000118520
P05091	ENSG00000111275
P05106	ENSG00000259207
P05108	ENSG00000140459
P05141	ENSG00000005022
P05154	ENSG00000188488
P05165	ENSG00000175198
P05166	ENSG00000114054
P05181	ENSG00000130649
P05198	ENSG00000134001
P05386	ENSG00000137818
P05387	ENSG00000177600
P05388	ENSG00000089157
P05408	ENSG00000166922
P05408	ENSG00000277614
P05408	ENSG00000281931
P05413	ENSG00000121769
P05455	ENSG00000138385
P05496	ENSG00000159199
P05549	ENSG00000137203
P05556	ENSG00000150093
P05771	ENSG00000166501
P05976	ENSG00000168530
P06133	ENSG00000156096
P06213	ENSG00000171105
P06239	ENSG00000182866
P06241	ENSG00000010810
P06276	ENSG00000114200
P06280	ENSG00000102393
P06396	ENSG00000148180
P06400	ENSG00000139687
P06493	ENSG00000170312
P06576	ENSG00000110955
P06730	ENSG00000151247
P06732	ENSG00000104879
P06733	ENSG00000074800
P06737	ENSG00000100504
P06744	ENSG00000105220
P06753	ENSG00000143549
P06756	ENSG00000138448
P06865	ENSG00000213614
P06899	ENSG00000124635
P07098	ENSG00000182333
P07099	ENSG00000143819
P07108	ENSG00000155368
P07195	ENSG00000111716
P07203	ENSG00000233276
P07205	ENSG00000170950
P07237	ENSG00000185624
P07305	ENSG00000189060
P07332	ENSG00000182511
P07333	ENSG00000182578
P07339	ENSG00000117984
P07384	ENSG00000014216
P07437	ENSG00000196230
P07437	ENSG00000183311
P07437	ENSG00000235067
P07437	ENSG00000224156
P07437	ENSG00000229684
P07437	ENSG00000227739
P07437	ENSG00000232421
P07437	ENSG00000232575
P07451	ENSG00000164879
P07686	ENSG00000049860
P07711	ENSG00000135047
P07741	ENSG00000198931
P07814	ENSG00000136628
P07858	ENSG00000164733
P07864	ENSG00000166796
P07900	ENSG00000080824
P07902	ENSG00000213930
P07942	ENSG00000091136
P07947	ENSG00000176105
P07948	ENSG00000254087
P07951	ENSG00000198467
P07954	ENSG00000091483
P07992	ENSG00000012061
P08047	ENSG00000185591
P08069	ENSG00000140443
P08107	ENSG00000204389
P08107	ENSG00000215328
P08107	ENSG00000235941
P08107	ENSG00000234475
P08107	ENSG00000237724
P08107	ENSG00000204388
P08107	ENSG00000224501
P08107	ENSG00000212866
P08107	ENSG00000231555
P08107	ENSG00000232804
P08134	ENSG00000155366
P08151	ENSG00000111087
P08172	ENSG00000181072
P08183	ENSG00000085563
P08236	ENSG00000169919
P08237	ENSG00000152556
P08238	ENSG00000096384
P08240	ENSG00000182934
P08243	ENSG00000070669
P08247	ENSG00000102003
P08254	ENSG00000149968
P08473	ENSG00000196549
P08476	ENSG00000122641
P08514	ENSG00000005961
P08559	ENSG00000131828
P08574	ENSG00000179091
P08579	ENSG00000125870
P08581	ENSG00000105976
P08590	ENSG00000160808
P08621	ENSG00000104852
P08631	ENSG00000101336
P08648	ENSG00000161638
P08651	ENSG00000141905
P08684	ENSG00000160868
P08708	ENSG00000182774
P08708	ENSG00000278229
P08758	ENSG00000164111
P08842	ENSG00000101846
P08865	ENSG00000168028
P08908	ENSG00000178394
P08912	ENSG00000184984
P08913	ENSG00000150594
P08922	ENSG00000047936
P08962	ENSG00000135404
P09001	ENSG00000114686
P09012	ENSG00000077312
P09016	ENSG00000170166
P09017	ENSG00000198353
P09067	ENSG00000120075
P09104	ENSG00000111674
P09131	ENSG00000126903
P09132	ENSG00000153037
P09172	ENSG00000123454
P09211	ENSG00000084207
P09234	ENSG00000124562
P09238	ENSG00000166670
P09327	ENSG00000127831
P09417	ENSG00000151552
P09429	ENSG00000189403
P09467	ENSG00000165140
P09471	ENSG00000087258
P09486	ENSG00000113140
P09493	ENSG00000140416
P09525	ENSG00000196975
P09529	ENSG00000163083
P09619	ENSG00000113721
P09622	ENSG00000091140
P09629	ENSG00000260027
P09630	ENSG00000197757
P09651	ENSG00000135486
P09661	ENSG00000131876
P09769	ENSG00000000938
P09848	ENSG00000115850
P09874	ENSG00000143799
P09884	ENSG00000101868
P09936	ENSG00000154277
P09958	ENSG00000140564
P09960	ENSG00000111144
P09972	ENSG00000109107
P0C024	ENSG00000140876
P0C0S5	ENSG00000164032
P0C0S8	ENSG00000196747
P0C0S8	ENSG00000196787
P0C0S8	ENSG00000278677
P0C0S8	ENSG00000276903
P0C0S8	ENSG00000275221
P0C263	ENSG00000187550
P0C2W1	ENSG00000174013
P0C7P0	ENSG00000277972
P0C7P0	ENSG00000274768
P0C7T5	ENSG00000224470
P0C7U3	ENSG00000206077
P0CG08	ENSG00000188092
P0CG40	ENSG00000217236
P0CG48	ENSG00000150991
P0CW22	ENSG00000182774
P0CW22	ENSG00000278229
P0DI81	ENSG00000196459
P0DI82	ENSG00000256060
P0DJD0	ENSG00000187627
P0DJD1	ENSG00000185304
P10070	ENSG00000074047
P10071	ENSG00000106571
P10114	ENSG00000125249
P10155	ENSG00000116747
P10253	ENSG00000171298
P10301	ENSG00000126458
P10398	ENSG00000078061
P10515	ENSG00000150768
P10586	ENSG00000142949
P10589	ENSG00000175745
P10606	ENSG00000135940
P10619	ENSG00000064601
P10632	ENSG00000138115
P10635	ENSG00000100197
P10635	ENSG00000275211
P10644	ENSG00000108946
P10721	ENSG00000157404
P10768	ENSG00000139684
P10809	ENSG00000144381
P10826	ENSG00000077092
P10911	ENSG00000101977
P11021	ENSG00000044574
P11047	ENSG00000135862
P11055	ENSG00000109063
P11086	ENSG00000141744
P11117	ENSG00000134575
P11142	ENSG00000109971
P11166	ENSG00000117394
P11168	ENSG00000163581
P11169	ENSG00000059804
P11172	ENSG00000114491
P11177	ENSG00000168291
P11182	ENSG00000137992
P11216	ENSG00000100994
P11217	ENSG00000068976
P11229	ENSG00000168539
P11233	ENSG00000006451
P11234	ENSG00000144118
P11277	ENSG00000070182
P11308	ENSG00000157554
P11309	ENSG00000137193
P11310	ENSG00000117054
P11362	ENSG00000077782
P11387	ENSG00000198900
P11388	ENSG00000131747
P11413	ENSG00000160211
P11487	ENSG00000186895
P11498	ENSG00000173599
P11509	ENSG00000255974
P11532	ENSG00000198947
P11586	ENSG00000100714
P11712	ENSG00000138109
P11766	ENSG00000197894
P11801	ENSG00000159792
P11831	ENSG00000112658
P11908	ENSG00000101911
P11926	ENSG00000115758
P11940	ENSG00000070756
P12004	ENSG00000132646
P12034	ENSG00000138675
P12074	ENSG00000111775
P12081	ENSG00000170445
P12235	ENSG00000151729
P12236	ENSG00000169100
P12268	ENSG00000178035
P12277	ENSG00000166165
P12532	ENSG00000237289
P12532	ENSG00000223572
P12643	ENSG00000125845
P12644	ENSG00000125378
P12694	ENSG00000248098
P12814	ENSG00000072110
P12821	ENSG00000159640
P12829	ENSG00000198336
P12882	ENSG00000109061
P12883	ENSG00000092054
P12931	ENSG00000197122
P12955	ENSG00000124299
P12956	ENSG00000196419
P13051	ENSG00000076248
P13056	ENSG00000120798
P13073	ENSG00000131143
P13284	ENSG00000216490
P13349	ENSG00000111049
P13497	ENSG00000168487
P13533	ENSG00000197616
P13535	ENSG00000133020
P13637	ENSG00000105409
P13639	ENSG00000167658
P13667	ENSG00000155660
P13674	ENSG00000122884
P13686	ENSG00000102575
P13693	ENSG00000133112
P13796	ENSG00000136167
P13797	ENSG00000102024
P13798	ENSG00000164062
P13804	ENSG00000140374
P13807	ENSG00000104812
P13928	ENSG00000265190
P13929	ENSG00000108515
P13984	ENSG00000188342
P13994	ENSG00000104957
P14174	ENSG00000240972
P14174	ENSG00000276701
P14314	ENSG00000130175
P14324	ENSG00000160752
P14410	ENSG00000090402
P14415	ENSG00000129244
P14543	ENSG00000116962
P14550	ENSG00000117448
P14616	ENSG00000027644
P14618	ENSG00000067225
P14625	ENSG00000166598
P14635	ENSG00000134057
P14649	ENSG00000196465
P14653	ENSG00000120094
P14672	ENSG00000181856
P14678	ENSG00000125835
P14679	ENSG00000077498
P14735	ENSG00000119912
P14854	ENSG00000126267
P14866	ENSG00000104824
P14866	ENSG00000282947
P14868	ENSG00000115866
P14920	ENSG00000110887
P14923	ENSG00000173801
P14927	ENSG00000156467
P15056	ENSG00000157764
P15085	ENSG00000091704
P15086	ENSG00000153002
P15088	ENSG00000163751
P15090	ENSG00000170323
P15104	ENSG00000135821
P15121	ENSG00000085662
P15144	ENSG00000166825
P15153	ENSG00000128340
P15169	ENSG00000120054
P15170	ENSG00000103342
P15172	ENSG00000129152
P15173	ENSG00000122180
P15289	ENSG00000100299
P15291	ENSG00000086062
P15309	ENSG00000014257
P15311	ENSG00000092820
P15313	ENSG00000116039
P15374	ENSG00000118939
P15498	ENSG00000141968
P15531	ENSG00000239672
P15538	ENSG00000160882
P15735	ENSG00000156873
P15822	ENSG00000095951
P15848	ENSG00000113273
P15863	ENSG00000125813
P15880	ENSG00000140988
P15882	ENSG00000128656
P15884	ENSG00000196628
P15923	ENSG00000071564
P15941	ENSG00000185499
P16066	ENSG00000169418
P16104	ENSG00000188486
P16118	ENSG00000158571
P16157	ENSG00000029534
P16220	ENSG00000118260
P16234	ENSG00000134853
P16278	ENSG00000170266
P16298	ENSG00000107758
P16333	ENSG00000158092
P16383	ENSG00000005436
P16389	ENSG00000177301
P16435	ENSG00000127948
P16473	ENSG00000165409
P16519	ENSG00000125851
P16562	ENSG00000124490
P16591	ENSG00000151422
P16615	ENSG00000174437
P16662	ENSG00000171234
P16671	ENSG00000135218
P16870	ENSG00000109472
P16885	ENSG00000197943
P16930	ENSG00000103876
P16989	ENSG00000060138
P17050	ENSG00000198951
P17174	ENSG00000120053
P17213	ENSG00000101425
P17252	ENSG00000154229
P17405	ENSG00000166311
P17482	ENSG00000170689
P17509	ENSG00000108511
P17540	ENSG00000131730
P17568	ENSG00000099795
P17600	ENSG00000008056
P17612	ENSG00000072062
P17655	ENSG00000162909
P17658	ENSG00000151079
P17707	ENSG00000123505
P17735	ENSG00000198650
P17787	ENSG00000160716
P17812	ENSG00000171793
P17844	ENSG00000108654
P17858	ENSG00000141959
P17861	ENSG00000100219
P17948	ENSG00000102755
P17980	ENSG00000165916
P17987	ENSG00000120438
P18074	ENSG00000104884
P18075	ENSG00000101144
P18077	ENSG00000182899
P18084	ENSG00000082781
P18124	ENSG00000147604
P18146	ENSG00000120738
P18206	ENSG00000035403
P18283	ENSG00000176153
P18405	ENSG00000145545
P18505	ENSG00000163288
P18507	ENSG00000113327
P18564	ENSG00000115221
P18583	ENSG00000159140
P18621	ENSG00000265681
P18754	ENSG00000180198
P18846	ENSG00000123268
P18850	ENSG00000118217
P18858	ENSG00000105486
P19021	ENSG00000145730
P19099	ENSG00000179142
P19105	ENSG00000101608
P19174	ENSG00000124181
P19224	ENSG00000167165
P19237	ENSG00000159173
P19367	ENSG00000156515
P19387	ENSG00000102978
P19388	ENSG00000099817
P19404	ENSG00000178127
P19419	ENSG00000126767
P19429	ENSG00000129991
P19440	ENSG00000100031
P19447	ENSG00000163161
P19474	ENSG00000132109
P19484	ENSG00000112561
P19532	ENSG00000068323
P19622	ENSG00000164778
P19623	ENSG00000116649
P19634	ENSG00000090020
P19784	ENSG00000070770
P19793	ENSG00000186350
P19838	ENSG00000109320
P19961	ENSG00000240038
P20020	ENSG00000070961
P20042	ENSG00000125977
P20073	ENSG00000138279
P20226	ENSG00000112592
P20248	ENSG00000145386
P20264	ENSG00000198914
P20265	ENSG00000184486
P20290	ENSG00000145741
P20309	ENSG00000133019
P20336	ENSG00000105649
P20337	ENSG00000169213
P20339	ENSG00000144566
P20340	ENSG00000175582
P20393	ENSG00000126368
P20594	ENSG00000159899
P20618	ENSG00000008018
P20671	ENSG00000196866
P20674	ENSG00000178741
P20700	ENSG00000113368
P20711	ENSG00000132437
P20719	ENSG00000106004
P20749	ENSG00000069399
P20794	ENSG00000111837
P20807	ENSG00000092529
P20813	ENSG00000197408
P20815	ENSG00000106258
P20839	ENSG00000106348
P20853	ENSG00000198077
P20933	ENSG00000038002
P21128	ENSG00000111405
P21217	ENSG00000171124
P21281	ENSG00000147416
P21283	ENSG00000155097
P21291	ENSG00000159176
P21333	ENSG00000196924
P21399	ENSG00000122729
P21439	ENSG00000005471
P21452	ENSG00000075073
P21549	ENSG00000172482
P21579	ENSG00000067715
P21673	ENSG00000130066
P21675	ENSG00000147133
P21695	ENSG00000167588
P21709	ENSG00000146904
P21781	ENSG00000140285
P21796	ENSG00000213585
P21802	ENSG00000066468
P21817	ENSG00000196218
P21860	ENSG00000065361
P21912	ENSG00000117118
P21926	ENSG00000010278
P21941	ENSG00000162510
P21953	ENSG00000083123
P22001	ENSG00000177272
P22003	ENSG00000112175
P22004	ENSG00000153162
P22033	ENSG00000146085
P22059	ENSG00000110048
P22061	ENSG00000120265
P22083	ENSG00000196371
P22087	ENSG00000105202
P22087	ENSG00000280548
P22090	ENSG00000129824
P22102	ENSG00000159131
P22102	ENSG00000262473
P22234	ENSG00000128050
P22303	ENSG00000087085
P22307	ENSG00000116171
P22309	ENSG00000241635
P22310	ENSG00000244474
P22314	ENSG00000130985
P22352	ENSG00000211445
P22392	ENSG00000243678
P22413	ENSG00000197594
P22455	ENSG00000160867
P22459	ENSG00000182255
P22460	ENSG00000130037
P22570	ENSG00000161513
P22607	ENSG00000068078
P22612	ENSG00000165059
P22670	ENSG00000132005
P22681	ENSG00000110395
P22694	ENSG00000142875
P22695	ENSG00000140740
P22736	ENSG00000123358
P22760	ENSG00000114771
P22792	ENSG00000178772
P22888	ENSG00000138039
P22894	ENSG00000118113
P22897	ENSG00000260314
P23025	ENSG00000136936
P23142	ENSG00000077942
P23193	ENSG00000187735
P23229	ENSG00000091409
P23246	ENSG00000116560
P23258	ENSG00000131462
P23284	ENSG00000166794
P23352	ENSG00000011201
P23368	ENSG00000082212
P23378	ENSG00000178445
P23381	ENSG00000140105
P23396	ENSG00000149273
P23409	ENSG00000111046
P23415	ENSG00000145888
P23416	ENSG00000101958
P23434	ENSG00000140905
P23443	ENSG00000108443
P23467	ENSG00000127329
P23468	ENSG00000153707
P23468	ENSG00000282932
P23511	ENSG00000001167
P23526	ENSG00000101444
P23527	ENSG00000274641
P23634	ENSG00000058668
P23677	ENSG00000137825
P23743	ENSG00000065357
P23763	ENSG00000139190
P23769	ENSG00000179348
P23771	ENSG00000107485
P23786	ENSG00000157184
P23919	ENSG00000168393
P23921	ENSG00000167325
P23945	ENSG00000170820
P23975	ENSG00000103546
P24043	ENSG00000196569
P24298	ENSG00000167701
P24347	ENSG00000099953
P24347	ENSG00000275365
P24385	ENSG00000110092
P24386	ENSG00000188419
P24390	ENSG00000105438
P24462	ENSG00000160870
P24534	ENSG00000114942
P24534	ENSG00000283391
P24557	ENSG00000059377
P24666	ENSG00000143727
P24723	ENSG00000027075
P24752	ENSG00000075239
P24844	ENSG00000101335
P24863	ENSG00000112237
P24864	ENSG00000105173
P24903	ENSG00000197446
P25054	ENSG00000134982
P25098	ENSG00000173020
P25103	ENSG00000115353
P25205	ENSG00000112118
P25208	ENSG00000120837
P25325	ENSG00000128309
P25391	ENSG00000101680
P25398	ENSG00000112306
P25440	ENSG00000204256
P25440	ENSG00000234507
P25440	ENSG00000215077
P25440	ENSG00000234704
P25440	ENSG00000235307
P25685	ENSG00000132002
P25686	ENSG00000135924
P25705	ENSG00000152234
P25786	ENSG00000129084
P25787	ENSG00000106588
P25788	ENSG00000100567
P25789	ENSG00000041357
P25963	ENSG00000100906
P26010	ENSG00000139626
P26038	ENSG00000147065
P26045	ENSG00000070159
P26196	ENSG00000110367
P26232	ENSG00000066032
P26367	ENSG00000007372
P26368	ENSG00000063244
P26373	ENSG00000167526
P26374	ENSG00000203668
P26378	ENSG00000162374
P26440	ENSG00000128928
P26572	ENSG00000131446
P26583	ENSG00000164104
P26599	ENSG00000011304
P26639	ENSG00000113407
P26640	ENSG00000096171
P26640	ENSG00000204394
P26640	ENSG00000224264
P26640	ENSG00000231116
P26640	ENSG00000226589
P26641	ENSG00000254772
P26651	ENSG00000128016
P26885	ENSG00000173486
P27105	ENSG00000148175
P27169	ENSG00000005421
P27348	ENSG00000134308
P27361	ENSG00000102882
P27448	ENSG00000075413
P27449	ENSG00000185883
P27487	ENSG00000197635
P27540	ENSG00000143437
P27544	ENSG00000223802
P27635	ENSG00000147403
P27694	ENSG00000132383
P27695	ENSG00000100823
P27701	ENSG00000085117
P27708	ENSG00000084774
P27797	ENSG00000179218
P27815	ENSG00000065989
P27816	ENSG00000047849
P27824	ENSG00000127022
P27986	ENSG00000145675
P27987	ENSG00000143772
P28062	ENSG00000204264
P28062	ENSG00000206298
P28062	ENSG00000235715
P28062	ENSG00000226201
P28062	ENSG00000236443
P28062	ENSG00000231631
P28062	ENSG00000230669
P28062	ENSG00000230034
P28065	ENSG00000240065
P28065	ENSG00000240118
P28065	ENSG00000243594
P28065	ENSG00000243067
P28065	ENSG00000242711
P28065	ENSG00000243958
P28065	ENSG00000239836
P28065	ENSG00000240508
P28066	ENSG00000143106
P28070	ENSG00000159377
P28072	ENSG00000142507
P28074	ENSG00000100804
P28221	ENSG00000179546
P28222	ENSG00000135312
P28288	ENSG00000117528
P28289	ENSG00000136842
P28324	ENSG00000158711
P28328	ENSG00000164751
P28329	ENSG00000070748
P28331	ENSG00000023228
P28331	ENSG00000283447
P28340	ENSG00000062822
P28347	ENSG00000187079
P28356	ENSG00000128709
P28358	ENSG00000128710
P28360	ENSG00000163132
P28370	ENSG00000102038
P28472	ENSG00000166206
P28482	ENSG00000100030
P28566	ENSG00000168830
P28715	ENSG00000134899
P28749	ENSG00000080839
P28799	ENSG00000030582
P29074	ENSG00000088179
P29083	ENSG00000153767
P29084	ENSG00000197265
P29120	ENSG00000175426
P29122	ENSG00000140479
P29144	ENSG00000134900
P29218	ENSG00000133731
P29274	ENSG00000128271
P29275	ENSG00000170425
P29317	ENSG00000142627
P29320	ENSG00000044524
P29322	ENSG00000070886
P29323	ENSG00000133216
P29350	ENSG00000111679
P29353	ENSG00000160691
P29371	ENSG00000169836
P29374	ENSG00000032219
P29375	ENSG00000073614
P29376	ENSG00000062524
P29401	ENSG00000163931
P29508	ENSG00000057149
P29558	ENSG00000153250
P29692	ENSG00000104529
P29692	ENSG00000273594
P29803	ENSG00000163114
P29973	ENSG00000198515
P29992	ENSG00000088256
P30038	ENSG00000159423
P30039	ENSG00000108187
P30041	ENSG00000117592
P30046	ENSG00000099977
P30046	ENSG00000275003
P30047	ENSG00000137880
P30048	ENSG00000165672
P30049	ENSG00000099624
P30050	ENSG00000197958
P30084	ENSG00000127884
P30085	ENSG00000162368
P30086	ENSG00000089220
P30101	ENSG00000167004
P30153	ENSG00000105568
P30154	ENSG00000137713
P30260	ENSG00000004897
P30279	ENSG00000118971
P30281	ENSG00000112576
P30304	ENSG00000164045
P30305	ENSG00000101224
P30307	ENSG00000158402
P30405	ENSG00000108179
P30414	ENSG00000114857
P30419	ENSG00000136448
P30518	ENSG00000126895
P30520	ENSG00000035687
P30531	ENSG00000157103
P30533	ENSG00000163956
P30536	ENSG00000100300
P30542	ENSG00000163485
P30559	ENSG00000180914
P30566	ENSG00000239900
P30613	ENSG00000143627
P30613	ENSG00000262785
P30793	ENSG00000131979
P30825	ENSG00000139514
P30837	ENSG00000137124
P30838	ENSG00000108602
P30876	ENSG00000047315
P30926	ENSG00000117971
P30939	ENSG00000179097
P30968	ENSG00000109163
P30988	ENSG00000004948
P31040	ENSG00000073578
P31146	ENSG00000102879
P31150	ENSG00000203879
P31153	ENSG00000168906
P31260	ENSG00000253293
P31267	ENSG00000106006
P31268	ENSG00000122592
P31269	ENSG00000078399
P31270	ENSG00000005073
P31277	ENSG00000128713
P31321	ENSG00000188191
P31350	ENSG00000171848
P31371	ENSG00000102678
P31415	ENSG00000143318
P31483	ENSG00000116001
P31512	ENSG00000076258
P31513	ENSG00000007933
P31629	ENSG00000010818
P31645	ENSG00000108576
P31689	ENSG00000086061
P31749	ENSG00000142208
P31751	ENSG00000105221
P31930	ENSG00000010256
P31937	ENSG00000106049
P31939	ENSG00000138363
P31943	ENSG00000169045
P31946	ENSG00000166913
P31948	ENSG00000168439
P32004	ENSG00000198910
P32019	ENSG00000204084
P32119	ENSG00000167815
P32121	ENSG00000141480
P32189	ENSG00000198814
P32238	ENSG00000163394
P32241	ENSG00000114812
P32242	ENSG00000115507
P32243	ENSG00000165588
P32297	ENSG00000080644
P32298	ENSG00000125388
P32320	ENSG00000158825
P32321	ENSG00000129187
P32322	ENSG00000183010
P32418	ENSG00000183023
P32519	ENSG00000120690
P32754	ENSG00000158104
P32780	ENSG00000110768
P32929	ENSG00000116761
P32969	ENSG00000163682
P33121	ENSG00000151726
P33176	ENSG00000170759
P33240	ENSG00000101811
P33260	ENSG00000108242
P33261	ENSG00000165841
P33316	ENSG00000128951
P33527	ENSG00000103222
P33527	ENSG00000278183
P33552	ENSG00000123975
P33765	ENSG00000282608
P33765	ENSG00000121933
P33778	ENSG00000276410
P33897	ENSG00000101986
P33908	ENSG00000111885
P33947	ENSG00000136240
P33991	ENSG00000104738
P33992	ENSG00000100297
P33993	ENSG00000166508
P34820	ENSG00000116985
P34896	ENSG00000176974
P34897	ENSG00000182199
P34925	ENSG00000163785
P34931	ENSG00000204390
P34931	ENSG00000206383
P34931	ENSG00000234258
P34931	ENSG00000236251
P34932	ENSG00000170606
P34947	ENSG00000198873
P34949	ENSG00000178802
P34969	ENSG00000148680
P34981	ENSG00000174417
P34998	ENSG00000120088
P34998	ENSG00000278232
P34998	ENSG00000276191
P35052	ENSG00000063660
P35125	ENSG00000129204
P35218	ENSG00000174990
P35219	ENSG00000178538
P35221	ENSG00000044115
P35222	ENSG00000168036
P35226	ENSG00000168283
P35227	ENSG00000278644
P35227	ENSG00000277258
P35232	ENSG00000167085
P35237	ENSG00000124570
P35241	ENSG00000137710
P35249	ENSG00000163918
P35250	ENSG00000049541
P35251	ENSG00000035928
P35268	ENSG00000116251
P35269	ENSG00000125651
P35346	ENSG00000162009
P35368	ENSG00000170214
P35398	ENSG00000069667
P35503	ENSG00000243135
P35504	ENSG00000240224
P35520	ENSG00000160200
P35523	ENSG00000188037
P35548	ENSG00000120149
P35557	ENSG00000106633
P35558	ENSG00000124253
P35573	ENSG00000162688
P35579	ENSG00000100345
P35580	ENSG00000133026
P35606	ENSG00000184432
P35609	ENSG00000077522
P35610	ENSG00000057252
P35611	ENSG00000087274
P35612	ENSG00000075340
P35626	ENSG00000100077
P35658	ENSG00000126883
P35670	ENSG00000123191
P35711	ENSG00000134532
P35712	ENSG00000110693
P35749	ENSG00000133392
P35749	ENSG00000276480
P35754	ENSG00000173221
P35790	ENSG00000110721
P35813	ENSG00000100614
P35869	ENSG00000106546
P35914	ENSG00000117305
P35916	ENSG00000037280
P35968	ENSG00000128052
P35998	ENSG00000161057
P36222	ENSG00000133048
P36268	ENSG00000133475
P36402	ENSG00000081059
P36404	ENSG00000213465
P36405	ENSG00000138175
P36406	ENSG00000113595
P36507	ENSG00000126934
P36537	ENSG00000109181
P36537	ENSG00000275190
P36542	ENSG00000165629
P36543	ENSG00000131100
P36544	ENSG00000175344
P36575	ENSG00000120500
P36578	ENSG00000174444
P36776	ENSG00000196365
P36871	ENSG00000079739
P36888	ENSG00000122025
P36894	ENSG00000107779
P36896	ENSG00000135503
P36897	ENSG00000106799
P36954	ENSG00000105258
P36956	ENSG00000072310
P36957	ENSG00000119689
P36959	ENSG00000137198
P36969	ENSG00000167468
P37023	ENSG00000139567
P37058	ENSG00000130948
P37088	ENSG00000111319
P37108	ENSG00000140319
P37275	ENSG00000148516
P37287	ENSG00000165195
P37288	ENSG00000166148
P37802	ENSG00000158710
P37837	ENSG00000177156
P38117	ENSG00000105379
P38405	ENSG00000141404
P38567	ENSG00000106304
P38571	ENSG00000107798
P38606	ENSG00000114573
P38646	ENSG00000113013
P38919	ENSG00000141543
P39019	ENSG00000105372
P39023	ENSG00000100316
P39059	ENSG00000204291
P39060	ENSG00000182871
P39086	ENSG00000171189
P39210	ENSG00000115204
P39656	ENSG00000244038
P39687	ENSG00000140350
P39748	ENSG00000168496
P39880	ENSG00000257923
P40121	ENSG00000042493
P40123	ENSG00000112186
P40145	ENSG00000155897
P40222	ENSG00000084652
P40227	ENSG00000146731
P40261	ENSG00000166741
P40306	ENSG00000205220
P40424	ENSG00000185630
P40425	ENSG00000204304
P40425	ENSG00000206315
P40425	ENSG00000236353
P40425	ENSG00000232005
P40425	ENSG00000224952
P40425	ENSG00000225987
P40425	ENSG00000237344
P40426	ENSG00000167081
P40429	ENSG00000142541
P40616	ENSG00000120805
P40692	ENSG00000076242
P40763	ENSG00000168610
P40818	ENSG00000138592
