CE_WB_CURRENT,HS_ENSG,CE_WB_OLD,CE_WB_COMMENT,CE_UNIPROT,HS_UNIPROT
WBGene00001940,ENSG00000273703,WBGene00001940,,Q27876,Q99879
WBGene00001940,ENSG00000273802,WBGene00001940,,Q27876,P62807
WBGene00001940,ENSG00000274290,WBGene00001940,,Q27876,P62807
WBGene00001940,ENSG00000274641,WBGene00001940,,Q27876,P23527
WBGene00001940,ENSG00000275713,WBGene00001940,,Q27876,Q93079
WBGene00001940,ENSG00000276410,WBGene00001940,,Q27876,P33778
WBGene00001940,ENSG00000277224,WBGene00001940,,Q27876,P62807
WBGene00001940,ENSG00000278588,WBGene00001940,,Q27876,P62807
WBGene00001941,ENSG00000158406,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000197061,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000197238,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000197837,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000270276,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000270882,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000273542,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000274618,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000275126,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000276180,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000276966,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000277157,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000278637,WBGene00001941,,P62784,P62805
WBGene00001941,ENSG00000278705,WBGene00001941,,P62784,P62805
WBGene00001942,ENSG00000164508,WBGene00001942,,P09588,Q96QV6
WBGene00001942,ENSG00000180573,WBGene00001942,,P09588,Q93077
WBGene00001942,ENSG00000181218,WBGene00001942,,P09588,Q7L7L0
WBGene00001942,ENSG00000184260,WBGene00001942,,P09588,Q16777
WBGene00001942,ENSG00000184270,WBGene00001942,,P09588,Q8IUE6
WBGene00001942,ENSG00000188486,WBGene00001942,,P09588,P16104
WBGene00001942,ENSG00000196747,WBGene00001942,,P09588,P0C0S8
WBGene00001942,ENSG00000196787,WBGene00001942,,P09588,P0C0S8
WBGene00001942,ENSG00000196866,WBGene00001942,,P09588,P20671
WBGene00001942,ENSG00000203812,WBGene00001942,,P09588,Q6FI13
WBGene00001942,ENSG00000246705,WBGene00001942,,P09588,Q9BTM1
WBGene00001942,ENSG00000272196,WBGene00001942,,P09588,Q6FI13
WBGene00001942,ENSG00000274997,WBGene00001942,,P09588,Q96KK5
WBGene00001942,ENSG00000275221,WBGene00001942,,P09588,P0C0S8
WBGene00001942,ENSG00000276368,WBGene00001942,,P09588,Q99878
WBGene00001942,ENSG00000276903,WBGene00001942,,P09588,P0C0S8
WBGene00001942,ENSG00000277075,WBGene00001942,,P09588,P04908
WBGene00001942,ENSG00000278463,WBGene00001942,,P09588,P04908
WBGene00001942,ENSG00000278677,WBGene00001942,,P09588,P0C0S8
WBGene00001945,ENSG00000132475,WBGene00001945,,Q10453,P84243
WBGene00001945,ENSG00000163041,WBGene00001945,,Q10453,P84243
WBGene00001950,ENSG00000139352,WBGene00001950,,Q22717,P50553
WBGene00001950,ENSG00000183734,WBGene00001950,,Q22717,Q99929
WBGene00001950,ENSG00000187855,WBGene00001950,,Q22717,Q6XD76
WBGene00001952,ENSG00000176009,WBGene00001952,,Q10007,Q9NQ33
WBGene00001952,ENSG00000232237,WBGene00001952,,Q10007,Q7RTU5
WBGene00001953,ENSG00000125878,WBGene00001953,,Q11094,Q12870
WBGene00001953,ENSG00000260428,WBGene00001953,,Q11094,Q7RTU7
WBGene00001954,ENSG00000118526,WBGene00001954,,Q23579,O43680
WBGene00001954,ENSG00000178860,WBGene00001954,,Q23579,O60682
WBGene00001954,ENSG00000261787,WBGene00001954,,Q23579,Q7RTU0
WBGene00001955,ENSG00000090447,WBGene00001955,,P34474,Q01664
WBGene00001959,ENSG00000171786,WBGene00001959,,Q18590,Q02575
WBGene00001959,ENSG00000177551,WBGene00001959,,Q18590,Q02577
WBGene00001972,ENSG00000029993,WBGene00001972,,Q09390,O15347
WBGene00001972,ENSG00000164104,WBGene00001972,,Q09390,P26583
WBGene00001972,ENSG00000176256,WBGene00001972,,Q09390,Q8WW32
WBGene00001972,ENSG00000189403,WBGene00001972,,Q09390,P09429
WBGene00001972,,WBGene00001972,,Q09390,B2RPK0
WBGene00001973,ENSG00000149136,WBGene00001973,,O01683,Q08945
WBGene00001974,ENSG00000149136,WBGene00001974,,P41848,Q08945
WBGene00001975,ENSG00000108064,WBGene00001975,,Q94234,Q00059
WBGene00001978,ENSG00000044115,WBGene00001978,,P90947,P35221
WBGene00001978,ENSG00000066032,WBGene00001978,,P90947,P26232
WBGene00001978,ENSG00000183230,WBGene00001978,,P90947,Q9UI47
WBGene00001979,ENSG00000168036,WBGene00001979,,O44326,P35222
WBGene00001979,ENSG00000173801,WBGene00001979,,O44326,P14923
WBGene00001983,ENSG00000006744,WBGene00001983,,O44476,Q9BQ52
WBGene00001993,ENSG00000158104,WBGene00001993,,Q22633,P32754
WBGene00001995,ENSG00000094916,WBGene00001995,,G5EET5,P45973
WBGene00001995,ENSG00000108468,WBGene00001995,,G5EET5,P83916
WBGene00001995,ENSG00000122565,WBGene00001995,,G5EET5,Q13185
WBGene00001997,ENSG00000151164,WBGene00001997,,Q95Q27,Q6WBX8
WBGene00001997,ENSG00000172613,WBGene00001997,,Q95Q27,Q99638
WBGene00001998,ENSG00000152942,WBGene00001998,,G5EGG2,O75943
WBGene00001998,ENSG00000276618,WBGene00001998,,G5EGG2,O75943
WBGene00001999,ENSG00000122566,WBGene00001999,,Q22037,P22626
WBGene00001999,ENSG00000135486,WBGene00001999,,Q22037,P09651
WBGene00001999,ENSG00000139675,WBGene00001999,,Q22037,Q32P51
WBGene00001999,ENSG00000170144,WBGene00001999,,Q22037,P51991
WBGene00002000,ENSG00000125944,WBGene00002000,,Q9NLD1,O43390
WBGene00002000,ENSG00000135316,WBGene00002000,,Q9NLD1,O60506
WBGene00002000,ENSG00000282958,WBGene00002000,,Q9NLD1,O43390
WBGene00002001,ENSG00000112855,WBGene00002001,,P34183,P49590
WBGene00002001,ENSG00000170445,WBGene00002001,,P34183,P12081
WBGene00002002,ENSG00000230989,WBGene00002002,,Q9U3B7,O75506
WBGene00002003,ENSG00000138604,WBGene00002003,,P46555,O94923
WBGene00002004,ENSG00000025156,WBGene00002004,,G5EFT5,Q03933
WBGene00002004,ENSG00000185122,WBGene00002004,,G5EFT5,Q00613
WBGene00002005,ENSG00000109971,WBGene00002005,,P09446,P11142
WBGene00002005,ENSG00000126803,WBGene00002005,,P09446,P54652
WBGene00002005,ENSG00000204388,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000204389,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000212866,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000215328,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000224501,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000231555,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000232804,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000234475,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000235941,WBGene00002005,,P09446,P08107
WBGene00002005,ENSG00000237724,WBGene00002005,,P09446,P08107
WBGene00002007,ENSG00000044574,WBGene00002007,,P27420,P11021
WBGene00002008,ENSG00000044574,WBGene00002008,,P20163,P11021
WBGene00002010,ENSG00000113013,WBGene00002010,,P11141,P38646
WBGene00002011,ENSG00000004776,WBGene00002011,,P34328,O14558
WBGene00002011,ENSG00000109846,WBGene00002011,,P34328,P02511
WBGene00002011,ENSG00000160202,WBGene00002011,,P34328,P02489
WBGene00002011,ENSG00000170276,WBGene00002011,,P34328,Q16082
WBGene00002012,ENSG00000004776,WBGene00002012,,Q20164,O14558
WBGene00002012,ENSG00000109846,WBGene00002012,,Q20164,P02511
WBGene00002012,ENSG00000160202,WBGene00002012,,Q20164,P02489
WBGene00002012,ENSG00000170276,WBGene00002012,,Q20164,Q16082
WBGene00002013,ENSG00000004776,WBGene00002013,,G5EE36,O14558
WBGene00002013,ENSG00000109846,WBGene00002013,,G5EE36,P02511
WBGene00002013,ENSG00000160202,WBGene00002013,,G5EE36,P02489
WBGene00002013,ENSG00000170276,WBGene00002013,,G5EE36,Q16082
WBGene00002023,ENSG00000106211,WBGene00002023,,Q17849,P04792
WBGene00002023,ENSG00000152137,WBGene00002023,,Q17849,Q9UJY1
WBGene00002025,ENSG00000144381,WBGene00002025,,P50140,P10809
WBGene00002027,ENSG00000067369,WBGene00002027,,Q7JKP6,Q12888
WBGene00002028,ENSG00000070614,WBGene00002028,,Q966W3,P52848
WBGene00002028,ENSG00000138653,WBGene00002028,,Q966W3,Q9H3R1
WBGene00002028,ENSG00000164100,WBGene00002028,,Q966W3,O95803
WBGene00002028,ENSG00000166507,WBGene00002028,,Q966W3,P52849
WBGene00002029,ENSG00000153936,WBGene00002029,,O17645,Q7LGA3
WBGene00002030,ENSG00000002587,WBGene00002030,,Q9TZK5,O14792
WBGene00002030,ENSG00000249853,WBGene00002030,,Q9TZK5,Q8IZT8
WBGene00002031,ENSG00000136720,WBGene00002031,,G5EFN7,O60243
WBGene00002031,ENSG00000171004,WBGene00002031,,G5EFN7,Q96MM7
WBGene00002031,ENSG00000185352,WBGene00002031,,G5EFN7,Q8IZP7
WBGene00002032,ENSG00000143452,WBGene00002032,,Q20305,Q86X24
WBGene00002032,ENSG00000176635,WBGene00002032,,Q20305,Q8N7B1
WBGene00002033,ENSG00000143452,WBGene00002033,,Q95XC8,Q86X24
WBGene00002033,ENSG00000176635,WBGene00002033,,Q95XC8,Q8N7B1
WBGene00002035,ENSG00000142347,WBGene00002035,,Q19901,O00160
WBGene00002035,ENSG00000157483,WBGene00002035,,Q19901,Q12965
WBGene00002036,ENSG00000128833,WBGene00002036,,Q17383,Q9NQX4
WBGene00002036,ENSG00000167306,WBGene00002036,,Q17383,Q9ULV0
WBGene00002036,ENSG00000197535,WBGene00002036,,Q17383,Q9Y4I1
WBGene00002038,ENSG00000136286,WBGene00002038,,G5ECZ0,B0I1T2
WBGene00002038,ENSG00000176658,WBGene00002038,,G5ECZ0,O94832
WBGene00002039,ENSG00000137474,WBGene00002039,,P91443,Q13402
WBGene00002039,ENSG00000169994,WBGene00002039,,P91443,Q6PIF6
WBGene00002040,ENSG00000066933,WBGene00002040,,F0IWT2,B2RTY4
WBGene00002040,ENSG00000099331,WBGene00002040,,F0IWT2,Q13459
WBGene00002041,ENSG00000196586,WBGene00002041,,Q6EZG5,Q9UM54
WBGene00002042,ENSG00000136273,WBGene00002042,,G5EFI9,O60921
WBGene00002042,ENSG00000188996,WBGene00002042,,G5EFI9,Q8NHY5
WBGene00002043,ENSG00000090661,WBGene00002043,,G5ED45,Q9HA82
WBGene00002043,ENSG00000139624,WBGene00002043,,G5ED45,Q8N5B7
WBGene00002043,ENSG00000143418,WBGene00002043,,G5ED45,Q96G23
WBGene00002043,ENSG00000154227,WBGene00002043,,G5ED45,Q8IU89
WBGene00002043,ENSG00000172292,WBGene00002043,,G5ED45,Q6ZMG9
WBGene00002044,ENSG00000090661,WBGene00002044,,Q7Z139,Q9HA82
WBGene00002044,ENSG00000139624,WBGene00002044,,Q7Z139,Q8N5B7
WBGene00002044,ENSG00000143418,WBGene00002044,,Q7Z139,Q96G23
WBGene00002044,ENSG00000154227,WBGene00002044,,Q7Z139,Q8IU89
WBGene00002044,ENSG00000172292,WBGene00002044,,Q7Z139,Q6ZMG9
WBGene00002045,ENSG00000134717,WBGene00002045,,Q18885,Q96K17
WBGene00002045,ENSG00000145741,WBGene00002045,,Q18885,P20290
WBGene00002046,ENSG00000074201,WBGene00002046,,G5EG22,P54105
WBGene00002047,ENSG00000149503,WBGene00002047,,G5EE37,Q9NQS7
WBGene00002048,ENSG00000054356,WBGene00002048,,G5EGJ5,Q16849
WBGene00002048,ENSG00000155093,WBGene00002048,,G5EGJ5,Q92932
WBGene00002050,ENSG00000176619,WBGene00002050,,P90901,Q03252
WBGene00002051,ENSG00000176619,WBGene00002051,,Q21065,Q03252
WBGene00002052,ENSG00000176619,WBGene00002052,,P90900,Q03252
WBGene00002053,ENSG00000176619,WBGene00002053,,Q19289,Q03252
WBGene00002054,ENSG00000176619,WBGene00002054,,Q19286,Q03252
WBGene00002061,ENSG00000151247,WBGene00002061,,O61955,P06730
WBGene00002061,ENSG00000175766,WBGene00002061,,O61955,A6NMX2
WBGene00002062,ENSG00000135930,WBGene00002062,,Q22888,O60573
WBGene00002064,ENSG00000132507,WBGene00002064,,P34563,P63241
WBGene00002064,ENSG00000163577,WBGene00002064,,P34563,Q9GZV4
WBGene00002064,ENSG00000253626,WBGene00002064,,P34563,Q6IS14
WBGene00002065,ENSG00000132507,WBGene00002065,,Q20751,P63241
WBGene00002065,ENSG00000163577,WBGene00002065,,Q20751,Q9GZV4
WBGene00002065,ENSG00000253626,WBGene00002065,,Q20751,Q6IS14
WBGene00002066,ENSG00000075151,WBGene00002066,,Q21531,O43432
WBGene00002066,ENSG00000114867,WBGene00002066,,Q21531,Q04637
WBGene00002069,ENSG00000166351,WBGene00002069,,G5EFS1,Q86YR6
WBGene00002069,ENSG00000183206,WBGene00002069,,G5EFS1,B2RU33
WBGene00002069,ENSG00000187537,WBGene00002069,,G5EFS1,Q6S5H5
WBGene00002069,ENSG00000198062,WBGene00002069,,G5EFS1,Q6S545
WBGene00002069,ENSG00000222036,WBGene00002069,,G5EFS1,A6NI47
WBGene00002069,ENSG00000278522,WBGene00002069,,G5EFS1,Q6S5H4
WBGene00002069,,WBGene00002069,,G5EFS1,Q6S8J7
WBGene00002070,ENSG00000074695,WBGene00002070,,G5EDE8,P49257
WBGene00002071,ENSG00000114988,WBGene00002071,,Q22170,Q9H0V9
WBGene00002071,ENSG00000169223,WBGene00002071,,Q22170,Q12907
WBGene00002074,ENSG00000102753,WBGene00002074,,Q19969,O00505
WBGene00002074,ENSG00000186432,WBGene00002074,,Q19969,O00629
WBGene00002075,ENSG00000108424,WBGene00002075,,Q9BIB8,Q14974
WBGene00002076,ENSG00000083312,WBGene00002076,,O62332,Q92973
WBGene00002076,ENSG00000105576,WBGene00002076,,O62332,O14787
WBGene00002077,ENSG00000065150,WBGene00002077,,Q9N5V3,O00410
WBGene00002077,ENSG00000137040,WBGene00002077,,Q9N5V3,O60518
WBGene00002078,ENSG00000082898,WBGene00002078,,Q23089,O14980
WBGene00002079,ENSG00000124207,WBGene00002079,,Q965V4,P55060
WBGene00002080,ENSG00000184575,WBGene00002080,,Q9GYQ7,O43592
WBGene00002081,ENSG00000005884,WBGene00002081,,Q03600,P26006
WBGene00002081,ENSG00000091409,WBGene00002081,,Q03600,P23229
WBGene00002081,ENSG00000135424,WBGene00002081,,Q03600,Q13683
WBGene00002083,ENSG00000156976,WBGene00002083,,P27639,Q14240
WBGene00002083,ENSG00000161960,WBGene00002083,,P27639,P60842
WBGene00002146,ENSG00000068383,WBGene00002146,,Q17848,Q14642
WBGene00002147,ENSG00000134398,WBGene00002147,,Q09499,Q76MJ5
WBGene00002147,ENSG00000178607,WBGene00002147,,Q09499,O75460
WBGene00002150,ENSG00000120457,WBGene00002150,,D3YT08,P48544
WBGene00002150,ENSG00000123700,WBGene00002150,,D3YT08,P63252
WBGene00002150,ENSG00000157542,WBGene00002150,,D3YT08,P48051
WBGene00002150,ENSG00000162728,WBGene00002150,,D3YT08,Q92806
WBGene00002150,ENSG00000168135,WBGene00002150,,D3YT08,P48050
WBGene00002150,ENSG00000182324,WBGene00002150,,D3YT08,Q9UNX9
WBGene00002150,ENSG00000184185,WBGene00002150,,D3YT08,Q14500
WBGene00002150,ENSG00000260458,WBGene00002150,,D3YT08,B7U540
WBGene00002152,ENSG00000196305,WBGene00002152,,Q21926,P41252
WBGene00002153,ENSG00000067704,WBGene00002153,,E2JL04,Q9NSE4
WBGene00002162,ENSG00000169021,WBGene00002162,,O44512,P47985
WBGene00002162,,WBGene00002162,,O44512,P0C7P4
WBGene00002169,ENSG00000102038,WBGene00002169,,P41877,P28370
WBGene00002169,ENSG00000153147,WBGene00002169,,P41877,O60264
WBGene00002173,ENSG00000096433,WBGene00002173,,Q9Y0A1,Q14573
WBGene00002173,ENSG00000123104,WBGene00002173,,Q9Y0A1,Q14571
WBGene00002173,ENSG00000150995,WBGene00002173,,Q9Y0A1,Q14643
WBGene00002175,ENSG00000099889,WBGene00002175,,Q9U308,O00192
WBGene00002175,ENSG00000144283,WBGene00002175,,Q9U308,Q99569
WBGene00002175,ENSG00000169862,WBGene00002175,,Q9U308,Q9UQB3
WBGene00002175,ENSG00000198561,WBGene00002175,,Q9U308,O60716
WBGene00002178,ENSG00000050748,WBGene00002178,,Q8WQG9,P45984
WBGene00002178,ENSG00000107643,WBGene00002178,,Q8WQG9,P45983
WBGene00002178,ENSG00000109339,WBGene00002178,,Q8WQG9,P53779
WBGene00002179,ENSG00000104369,WBGene00002179,,Q22667,Q9HDC5
WBGene00002179,ENSG00000149596,WBGene00002179,,Q22667,Q9BR39
WBGene00002179,ENSG00000154118,WBGene00002179,,Q22667,Q8WXH2
WBGene00002180,ENSG00000143543,WBGene00002180,,Q9N4B5,O76095
WBGene00002181,ENSG00000011201,WBGene00002181,,G5EDX1,P23352
WBGene00002182,ENSG00000075945,WBGene00002182,,H2KZP1,Q92845
WBGene00002183,ENSG00000075239,WBGene00002183,,Q22100,P24752
WBGene00002184,ENSG00000109466,WBGene00002184,,G5EGS4,O95198
WBGene00002184,ENSG00000146021,WBGene00002184,,G5EGS4,Q9UH77
WBGene00002184,ENSG00000187961,WBGene00002184,,G5EGS4,Q6TDP4
WBGene00002185,ENSG00000114648,WBGene00002185,,Q8WQC4,O94889
WBGene00002189,ENSG00000072062,WBGene00002189,,P21137,P17612
WBGene00002189,ENSG00000142875,WBGene00002189,,P21137,P22694
WBGene00002189,ENSG00000165059,WBGene00002189,,P21137,P22612
WBGene00002190,ENSG00000108946,WBGene00002190,,P30625,P10644
WBGene00002190,ENSG00000188191,WBGene00002190,,P30625,P31321
WBGene00002191,ENSG00000101266,WBGene00002191,,P18334,P68400
WBGene00002191,ENSG00000254598,WBGene00002191,,P18334,Q8NEV1
WBGene00002192,ENSG00000069020,WBGene00002192,,H9G328,O15021
WBGene00002192,ENSG00000086015,WBGene00002192,,H9G328,Q6P0Q8
WBGene00002192,ENSG00000099308,WBGene00002192,,H9G328,O60307
WBGene00002192,ENSG00000105613,WBGene00002192,,H9G328,Q9Y2H9
WBGene00002196,ENSG00000204435,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000206406,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000206406,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000224398,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000224398,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000224774,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000224774,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000228875,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000228875,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000230700,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000232960,WBGene00002196,,P28548,P67870
WBGene00002196,ENSG00000258543,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000258589,WBGene00002196,,P28548,Q5SRQ3
WBGene00002196,ENSG00000263020,WBGene00002196,,P28548,Q5SRQ3
WBGene00002201,ENSG00000135090,WBGene00002201,,P46549,Q9H2K8
WBGene00002201,ENSG00000149930,WBGene00002201,,P46549,Q9UL54
WBGene00002201,ENSG00000160551,WBGene00002201,,P46549,Q7L7X3
WBGene00002202,ENSG00000113712,WBGene00002202,,P42168,P48729
WBGene00002202,ENSG00000180138,WBGene00002202,,P42168,Q8N752
WBGene00002203,ENSG00000141551,WBGene00002203,,Q20471,P48730
WBGene00002203,ENSG00000213923,WBGene00002203,,Q20471,P49674
WBGene00002207,ENSG00000061938,WBGene00002207,,Q10925,Q07912
WBGene00002207,ENSG00000174292,WBGene00002207,,Q10925,Q13470
WBGene00002213,ENSG00000120899,WBGene00002213,,Q95YD4,Q14289
WBGene00002213,ENSG00000169398,WBGene00002213,,Q95YD4,Q05397
WBGene00002215,ENSG00000126214,WBGene00002215,,P46822,Q07866
WBGene00002215,ENSG00000137171,WBGene00002215,,P46822,Q9NSK0
WBGene00002215,ENSG00000174996,WBGene00002215,,P46822,Q9H0B6
WBGene00002216,ENSG00000204197,WBGene00002216,,P45962,Q9BW19
WBGene00002216,ENSG00000233450,WBGene00002216,,P45962,Q9BW19
WBGene00002216,ENSG00000237649,WBGene00002216,,P45962,Q9BW19
WBGene00002217,ENSG00000137177,WBGene00002217,,Q8MQ20,Q9H1H9
WBGene00002217,ENSG00000197892,WBGene00002217,,Q8MQ20,Q9NQT8
WBGene00002218,,WBGene00002218,,G5EFQ4,B7ZC32
WBGene00002219,ENSG00000068796,WBGene00002219,,Q9XU12,O00139
WBGene00002219,ENSG00000141200,WBGene00002219,,Q9XU12,Q8N4N8
WBGene00002219,ENSG00000142945,WBGene00002219,,Q9XU12,Q99661
WBGene00002222,ENSG00000084731,WBGene00002222,,Q8MQ68,O14782
WBGene00002222,ENSG00000101350,WBGene00002222,,Q8MQ68,O15066
WBGene00002223,ENSG00000116852,WBGene00002223,,G5EGS3,O75037
WBGene00002223,ENSG00000139116,WBGene00002223,,G5EGS3,Q7Z4S6
WBGene00002224,ENSG00000196169,WBGene00002224,,H2KYL6,Q2TAC6
WBGene00002225,ENSG00000140859,WBGene00002225,,P91400,Q9BVG8
WBGene00002226,ENSG00000140859,WBGene00002226,,G5ECC0,Q9BVG8
WBGene00002227,ENSG00000140859,WBGene00002227,,Q23124,Q9BVG8
WBGene00002228,ENSG00000163808,WBGene00002228,,G5EBX0,Q9NS87
WBGene00002228,ENSG00000280610,WBGene00002228,,G5EBX0,Q9NS87
WBGene00002229,ENSG00000090889,WBGene00002229,,O45935,O95239
WBGene00002229,ENSG00000226650,WBGene00002229,,O45935,Q2VIQ3
WBGene00002230,ENSG00000131437,WBGene00002230,,Q965T6,Q9Y496
WBGene00002232,ENSG00000115257,WBGene00002232,,O17798,Q6UW60
WBGene00002232,ENSG00000140564,WBGene00002232,,O17798,P09958
WBGene00002233,ENSG00000075043,WBGene00002233,,Q8MQC5,O43526
WBGene00002233,ENSG00000117013,WBGene00002233,,Q8MQC5,P56696
WBGene00002233,ENSG00000184156,WBGene00002233,,Q8MQC5,O43525
WBGene00002233,ENSG00000185760,WBGene00002233,,Q8MQC5,Q9NR82
WBGene00002235,ENSG00000053918,WBGene00002235,,Q9XWG9,P51787
WBGene00002238,ENSG00000065427,WBGene00002238,,Q22099,Q15046
WBGene00002239,ENSG00000141068,WBGene00002239,,G5EFD2,Q8IVT5
WBGene00002239,ENSG00000171435,WBGene00002239,,G5EFD2,Q6VAB6
WBGene00002242,ENSG00000156486,WBGene00002242,,Q7JPF0,Q9ULS6
WBGene00002242,ENSG00000162975,WBGene00002242,,Q7JPF0,Q9H3M0
WBGene00002243,ENSG00000198910,WBGene00002243,,G5ECX2,P32004
WBGene00002244,ENSG00000067048,WBGene00002244,,D0PV95,O15523
WBGene00002244,ENSG00000215301,WBGene00002244,,D0PV95,O00571
WBGene00002245,ENSG00000168214,WBGene00002245,,G5EDU7,Q06330
WBGene00002247,ENSG00000091136,WBGene00002247,,O44565,P07942
WBGene00002247,ENSG00000172037,WBGene00002247,,O44565,P55268
WBGene00002248,ENSG00000101680,WBGene00002248,,G5ECE3,P25391
WBGene00002248,ENSG00000196569,WBGene00002248,,G5ECE3,P24043
WBGene00002249,ENSG00000215440,WBGene00002249,,P34629,Q8NDH3
WBGene00002251,ENSG00000150471,WBGene00002251,,G5EDW2,Q9HAR2
WBGene00002252,ENSG00000072071,WBGene00002252,,G5ECX0,O94910
WBGene00002252,ENSG00000117114,WBGene00002252,,G5ECX0,O95490
WBGene00002257,ENSG00000121769,WBGene00002257,,O01814,P05413
WBGene00002257,ENSG00000147588,WBGene00002257,,O01814,P02689
WBGene00002257,ENSG00000164434,WBGene00002257,,O01814,O15540
WBGene00002257,ENSG00000164687,WBGene00002257,,O01814,Q01469
WBGene00002257,ENSG00000170323,WBGene00002257,,O01814,P15090
WBGene00002257,ENSG00000197416,WBGene00002257,,O01814,A6NFH5
WBGene00002257,ENSG00000205186,WBGene00002257,,O01814,Q0Z7S8
WBGene00002258,ENSG00000121769,WBGene00002258,,O01812,P05413
WBGene00002258,ENSG00000147588,WBGene00002258,,O01812,P02689
WBGene00002258,ENSG00000164434,WBGene00002258,,O01812,O15540
WBGene00002258,ENSG00000164687,WBGene00002258,,O01812,Q01469
WBGene00002258,ENSG00000170323,WBGene00002258,,O01812,P15090
WBGene00002258,ENSG00000197416,WBGene00002258,,O01812,A6NFH5
WBGene00002258,ENSG00000205186,WBGene00002258,,O01812,Q0Z7S8
WBGene00002259,ENSG00000121769,WBGene00002259,,O02323,P05413
WBGene00002259,ENSG00000147588,WBGene00002259,,O02323,P02689
WBGene00002259,ENSG00000164434,WBGene00002259,,O02323,O15540
WBGene00002259,ENSG00000164687,WBGene00002259,,O02323,Q01469
WBGene00002259,ENSG00000170323,WBGene00002259,,O02323,P15090
WBGene00002259,ENSG00000197416,WBGene00002259,,O02323,A6NFH5
WBGene00002259,ENSG00000205186,WBGene00002259,,O02323,Q0Z7S8
WBGene00002260,ENSG00000121769,WBGene00002260,,O02324,P05413
WBGene00002260,ENSG00000147588,WBGene00002260,,O02324,P02689
WBGene00002260,ENSG00000164434,WBGene00002260,,O02324,O15540
WBGene00002260,ENSG00000164687,WBGene00002260,,O02324,Q01469
WBGene00002260,ENSG00000170323,WBGene00002260,,O02324,P15090
WBGene00002260,ENSG00000197416,WBGene00002260,,O02324,A6NFH5
WBGene00002260,ENSG00000205186,WBGene00002260,,O02324,Q0Z7S8
WBGene00002261,ENSG00000169744,WBGene00002261,,Q9U3E2,O43679
WBGene00002261,ENSG00000198728,WBGene00002261,,Q9U3E2,Q86U70
WBGene00002262,ENSG00000111716,WBGene00002262,,Q27888,P07195
WBGene00002262,ENSG00000134333,WBGene00002262,,Q27888,P00338
WBGene00002262,ENSG00000166796,WBGene00002262,,Q27888,P07864
WBGene00002262,ENSG00000166800,WBGene00002262,,Q27888,Q6ZMR3
WBGene00002262,ENSG00000171989,WBGene00002262,,Q27888,Q9BYZ2
WBGene00002263,ENSG00000167676,WBGene00002263,,H2FLL1,Q96Q06
WBGene00002264,ENSG00000168961,WBGene00002264,,P36573,O00182
WBGene00002264,ENSG00000170298,WBGene00002264,,P36573,Q3B8N2
WBGene00002264,ENSG00000171747,WBGene00002264,,P36573,P56470
WBGene00002264,ENSG00000171916,WBGene00002264,,P36573,Q6DKI2
WBGene00002264,ENSG00000282992,WBGene00002264,,P36573,P56470
WBGene00002266,ENSG00000168961,WBGene00002266,,Q09581,O00182
WBGene00002266,ENSG00000170298,WBGene00002266,,Q09581,Q3B8N2
WBGene00002266,ENSG00000171747,WBGene00002266,,Q09581,P56470
WBGene00002266,ENSG00000171916,WBGene00002266,,Q09581,Q6DKI2
WBGene00002266,ENSG00000282992,WBGene00002266,,Q09581,P56470
WBGene00002267,ENSG00000168961,WBGene00002267,,Q18625,O00182
WBGene00002267,ENSG00000170298,WBGene00002267,,Q18625,Q3B8N2
WBGene00002267,ENSG00000171747,WBGene00002267,,Q18625,P56470
WBGene00002267,ENSG00000171916,WBGene00002267,,Q18625,Q6DKI2
