CE_WB_CURRENT,HS_ENSG,CE_WB_OLD,CE_WB_COMMENT,CE_UNIPROT,HS_UNIPROT
WBGene00001019,ENSG00000164031,WBGene00001019,,Q17438,Q8TBM8
WBGene00001020,ENSG00000059769,WBGene00001020,,Q17433,Q9H1X3
WBGene00001022,ENSG00000110011,WBGene00001022,,P91014,Q9NNZ3
WBGene00001023,ENSG00000135392,WBGene00001023,,Q09446,Q6Y2X3
WBGene00001023,ENSG00000135392,WBGene00001023,,Q8MQF1,Q6Y2X3
WBGene00001023,ENSG00000257390,WBGene00001023,,Q09446,H0YHG0
WBGene00001023,ENSG00000257390,WBGene00001023,,Q8MQF1,H0YHG0
WBGene00001025,ENSG00000102580,WBGene00001025,,P91189,Q13217
WBGene00001026,ENSG00000116138,WBGene00001026,,Q95QQ1,Q9Y2G8
WBGene00001027,ENSG00000007923,WBGene00001027,,P91243,Q9NVH1
WBGene00001028,ENSG00000103423,WBGene00001028,,Q8TA83,Q96EY1
WBGene00001028,ENSG00000276726,WBGene00001028,,Q8TA83,Q96EY1
WBGene00001029,ENSG00000105821,WBGene00001029,,Q94216,Q99543
WBGene00001030,ENSG00000069345,WBGene00001030,,O45502,O60884
WBGene00001030,ENSG00000086061,WBGene00001030,,O45502,P31689
WBGene00001030,ENSG00000140403,WBGene00001030,,O45502,Q8WW22
WBGene00001031,ENSG00000132002,WBGene00001031,,Q20774,P25685
WBGene00001031,ENSG00000137094,WBGene00001031,,Q20774,O75953
WBGene00001031,ENSG00000162616,WBGene00001031,,Q20774,Q9UDY4
WBGene00001032,ENSG00000101152,WBGene00001032,,E5QCE7,Q9H3Z4
WBGene00001032,ENSG00000147570,WBGene00001032,,E5QCE7,Q9UF47
WBGene00001032,ENSG00000163793,WBGene00001032,,E5QCE7,Q8N7S2
WBGene00001033,ENSG00000100209,WBGene00001033,,Q21324,Q8IWL3
WBGene00001035,ENSG00000168724,WBGene00001035,,O62360,Q5F1R6
WBGene00001037,ENSG00000069345,WBGene00001037,,O16303,O60884
WBGene00001037,ENSG00000086061,WBGene00001037,,O16303,P31689
WBGene00001037,ENSG00000140403,WBGene00001037,,O16303,Q8WW22
WBGene00001038,ENSG00000090520,WBGene00001038,,Q8MPX3,Q9UBS4
WBGene00001039,ENSG00000120675,WBGene00001039,,P91454,Q9Y5T4
WBGene00001039,ENSG00000205981,WBGene00001039,,P91454,Q96DA6
WBGene00001041,ENSG00000213551,WBGene00001041,,Q22751,Q8WXX5
WBGene00001042,ENSG00000105993,WBGene00001042,,Q9TY07,O75190
WBGene00001042,ENSG00000135924,WBGene00001042,,Q9TY07,P25686
WBGene00001042,ENSG00000172404,WBGene00001042,,Q9TY07,Q7Z6W7
WBGene00001042,ENSG00000179407,WBGene00001042,,Q9TY07,Q8NHS0
WBGene00001043,ENSG00000116675,WBGene00001043,,D7SFQ5,O75061
WBGene00001043,ENSG00000116675,WBGene00001043,,G5EDJ6,O75061
WBGene00001043,ENSG00000178950,WBGene00001043,,D7SFQ5,O14976
WBGene00001043,ENSG00000178950,WBGene00001043,,G5EDJ6,O14976
WBGene00001045,ENSG00000077232,WBGene00001045,,Q25AR9,Q8IXB1
WBGene00001045,ENSG00000077232,WBGene00001045,,Q9XWE1,Q8IXB1
WBGene00001046,ENSG00000102580,WBGene00001046,,Q9N3E0,Q13217
WBGene00001047,ENSG00000025796,WBGene00001047,,Q9U1V9,Q9UGP8
WBGene00001048,ENSG00000126698,WBGene00001048,,Q95Y44,O75937
WBGene00001049,ENSG00000136492,WBGene00001049,,O62217,Q9BX63
WBGene00001050,ENSG00000204348,WBGene00001050,,Q10660,O77932
WBGene00001050,ENSG00000206346,WBGene00001050,,Q10660,O77932
WBGene00001050,ENSG00000224313,WBGene00001050,,Q10660,O77932
WBGene00001050,ENSG00000225682,WBGene00001050,,Q10660,O77932
WBGene00001050,ENSG00000234798,WBGene00001050,,Q10660,O77932
WBGene00001050,ENSG00000236765,WBGene00001050,,Q10660,O77932
WBGene00001051,ENSG00000123975,WBGene00001051,,Q17868,P33552
WBGene00001051,ENSG00000173207,WBGene00001051,,Q17868,P61024
WBGene00001054,ENSG00000078098,WBGene00001054,,D6R8X0,Q12884
WBGene00001054,ENSG00000078098,WBGene00001054,,Q7JKY3,Q12884
WBGene00001054,ENSG00000130226,WBGene00001054,,D6R8X0,P42658
WBGene00001054,ENSG00000130226,WBGene00001054,,Q7JKY3,P42658
WBGene00001054,ENSG00000175497,WBGene00001054,,D6R8X0,Q8N608
WBGene00001054,ENSG00000175497,WBGene00001054,,Q7JKY3,Q8N608
WBGene00001054,ENSG00000197635,WBGene00001054,,D6R8X0,P27487
WBGene00001054,ENSG00000197635,WBGene00001054,,Q7JKY3,P27487
WBGene00001054,ENSG00000282974,WBGene00001054,,D6R8X0,P42658
WBGene00001054,ENSG00000282974,WBGene00001054,,Q7JKY3,P42658
WBGene00001055,ENSG00000078098,WBGene00001055,,Q18253,Q12884
WBGene00001055,ENSG00000130226,WBGene00001055,,Q18253,P42658
WBGene00001055,ENSG00000175497,WBGene00001055,,Q18253,Q8N608
WBGene00001055,ENSG00000197635,WBGene00001055,,Q18253,P27487
WBGene00001055,ENSG00000282974,WBGene00001055,,Q18253,P42658
WBGene00001056,ENSG00000074603,WBGene00001056,,H2KZK7,Q6V1X1
WBGene00001056,ENSG00000142002,WBGene00001056,,H2KZK7,Q86TI2
WBGene00001058,ENSG00000164062,WBGene00001058,,Q9TYX1,P13798
WBGene00001061,ENSG00000114126,WBGene00001061,,Q22703,Q14188
WBGene00001061,ENSG00000183434,WBGene00001061,,Q22703,Q5H9I0
WBGene00001061,ENSG00000198176,WBGene00001061,,Q22703,Q14186
WBGene00001073,ENSG00000139921,WBGene00001073,,G5EC91,Q9H3N1
WBGene00001077,ENSG00000072682,WBGene00001077,,Q10576,O15460
WBGene00001077,ENSG00000122884,WBGene00001077,,Q10576,P13674
WBGene00001078,ENSG00000173852,WBGene00001078,,P34413,Q2PZI1
WBGene00001078,ENSG00000177990,WBGene00001078,,P34413,Q6NUT2
WBGene00001080,ENSG00000081019,WBGene00001080,,Q9GRZ3,Q5VWQ0
WBGene00001080,ENSG00000187257,WBGene00001080,,Q9GRZ3,Q6PCB5
WBGene00001081,ENSG00000144893,WBGene00001081,,Q20497,Q86YW9
WBGene00001081,ENSG00000184634,WBGene00001081,,Q20497,Q93074
WBGene00001082,ENSG00000161203,WBGene00001082,,P35603,Q96CW1
WBGene00001086,ENSG00000113810,WBGene00001086,,P48996,Q9NTJ3
WBGene00001087,ENSG00000010292,WBGene00001087,,Q9U2M1,Q15021
WBGene00001088,ENSG00000162961,WBGene00001088,,Q10661,Q9C005
WBGene00001089,ENSG00000138081,WBGene00001089,,Q94251,Q86XK2
WBGene00001090,ENSG00000107201,WBGene00001090,,G5EDI8,O95786
WBGene00001090,ENSG00000108771,WBGene00001090,,G5EDI8,Q96C10
WBGene00001090,ENSG00000115267,WBGene00001090,,G5EDI8,Q9BYX4
WBGene00001092,ENSG00000117505,WBGene00001092,,O45550,Q01658
WBGene00001093,ENSG00000087470,WBGene00001093,,Q8WQC9,O00429
WBGene00001094,ENSG00000115866,WBGene00001094,,Q03577,P14868
WBGene00001095,ENSG00000117593,WBGene00001095,,P90831,Q6PI48
WBGene00001101,ENSG00000004975,WBGene00001101,,B1Q240,O14641
WBGene00001101,ENSG00000107404,WBGene00001101,,B1Q240,O14640
WBGene00001101,ENSG00000161202,WBGene00001101,,B1Q240,Q92997
WBGene00001102,ENSG00000004975,WBGene00001102,,Q18239,O14641
WBGene00001102,ENSG00000107404,WBGene00001102,,Q18239,O14640
WBGene00001102,ENSG00000161202,WBGene00001102,,Q18239,Q92997
WBGene00001115,ENSG00000134769,WBGene00001115,,Q9Y048,Q9Y4J8
WBGene00001115,ENSG00000138101,WBGene00001115,,Q9Y048,O60941
WBGene00001116,ENSG00000198929,WBGene00001116,,Q8STF6,O75052
WBGene00001117,ENSG00000196659,WBGene00001117,,Q8I7G4,Q8N4P2
WBGene00001117,ENSG00000197557,WBGene00001117,,Q8I7G4,Q86WT1
WBGene00001118,ENSG00000157796,WBGene00001118,,G5ECZ4,Q8NEZ3
WBGene00001119,ENSG00000103351,WBGene00001119,,Q6I6D5,Q96AJ1
WBGene00001121,ENSG00000111837,WBGene00001121,,B3WFY8,P20794
WBGene00001121,ENSG00000112144,WBGene00001121,,B3WFY8,Q9UPZ9
WBGene00001122,ENSG00000118096,WBGene00001122,,Q0G838,Q9NQC8
WBGene00001127,ENSG00000204104,WBGene00001127,,Q17595,Q8TDR0
WBGene00001129,ENSG00000105948,WBGene00001129,,Q95QT8,A0AVF1
WBGene00001130,ENSG00000079805,WBGene00001130,,P39055,P50570
WBGene00001130,ENSG00000106976,WBGene00001130,,P39055,Q05193
WBGene00001130,ENSG00000197959,WBGene00001130,,P39055,Q9UQ16
WBGene00001131,ENSG00000102385,WBGene00001131,,Q9TW65,Q13474
WBGene00001131,ENSG00000152818,WBGene00001131,,Q9TW65,P46939
WBGene00001131,ENSG00000198947,WBGene00001131,,Q9TW65,P11532
WBGene00001132,ENSG00000122367,WBGene00001132,,G5EFL5,O75112
WBGene00001132,ENSG00000163110,WBGene00001132,,G5EFL5,Q96HC4
WBGene00001132,ENSG00000196923,WBGene00001132,,G5EFL5,Q9NR12
WBGene00001134,ENSG00000198836,WBGene00001134,,Q18965,O60313
WBGene00001135,ENSG00000091664,WBGene00001135,,P34644,Q9P2U8
WBGene00001135,ENSG00000104888,WBGene00001135,,P34644,Q9P2U7
WBGene00001135,ENSG00000179520,WBGene00001135,,P34644,Q8NDX2
WBGene00001137,ENSG00000018625,WBGene00001137,,P90735,P50993
WBGene00001137,ENSG00000105409,WBGene00001137,,P90735,P13637
WBGene00001137,ENSG00000132681,WBGene00001137,,P90735,Q13733
WBGene00001137,ENSG00000163399,WBGene00001137,,P90735,P05023
WBGene00001149,ENSG00000060982,WBGene00001149,,P54688,P54687
WBGene00001149,ENSG00000105552,WBGene00001149,,P54688,O15382
WBGene00001150,ENSG00000084754,WBGene00001150,,O17612,P40939
WBGene00001151,ENSG00000134463,WBGene00001151,,D1MN80,Q96DC8
WBGene00001153,ENSG00000198721,WBGene00001153,,Q09603,O75521
WBGene00001154,ENSG00000121310,WBGene00001154,,O45106,Q86YB7
WBGene00001154,ENSG00000148090,WBGene00001154,,O45106,Q13825
WBGene00001155,ENSG00000127884,WBGene00001155,,P34559,P30084
WBGene00001156,ENSG00000127884,WBGene00001156,,Q9NEZ8,P30084
WBGene00001160,ENSG00000103319,WBGene00001160,,O01991,O00418
WBGene00001161,ENSG00000007968,WBGene00001161,,G5EF11,Q14209
WBGene00001161,ENSG00000112242,WBGene00001161,,G5EF11,O00716
WBGene00001161,ENSG00000133740,WBGene00001161,,G5EF11,Q15329
WBGene00001161,ENSG00000205250,WBGene00001161,,G5EF11,Q16254
WBGene00001161,ENSG00000282899,WBGene00001161,,G5EF11,Q14209
WBGene00001163,ENSG00000090776,WBGene00001163,,Q9U3M2,P98172
WBGene00001163,ENSG00000108947,WBGene00001163,,Q9U3M2,Q15768
WBGene00001163,ENSG00000125266,WBGene00001163,,Q9U3M2,P52799
WBGene00001164,ENSG00000090776,WBGene00001164,,Q19475,P98172
WBGene00001164,ENSG00000108947,WBGene00001164,,Q19475,Q15768
WBGene00001164,ENSG00000125266,WBGene00001164,,Q19475,P52799
WBGene00001166,ENSG00000108883,WBGene00001166,,Q23463,Q15029
WBGene00001167,ENSG00000167658,WBGene00001167,,P29691,P13639
WBGene00001168,ENSG00000101210,WBGene00001168,,P53013,Q05639
WBGene00001168,ENSG00000156508,WBGene00001168,,P53013,P68104
WBGene00001169,ENSG00000101210,WBGene00001169,,G8JY74,Q05639
WBGene00001169,ENSG00000101210,WBGene00001169,,P53013,Q05639
WBGene00001169,ENSG00000156508,WBGene00001169,,G8JY74,P68104
WBGene00001169,ENSG00000156508,WBGene00001169,,P53013,P68104
WBGene00001171,ENSG00000140015,WBGene00001171,,O44164,Q8NCM2
WBGene00001171,ENSG00000143473,WBGene00001171,,O44164,O95259
WBGene00001172,ENSG00000125851,WBGene00001172,,G5ECN9,P16519
WBGene00001173,ENSG00000185532,WBGene00001173,,O76360,Q13976
WBGene00001177,ENSG00000101333,WBGene00001177,,G5EBH0,Q15147
WBGene00001177,ENSG00000137841,WBGene00001177,,G5EBH0,Q00722
WBGene00001177,ENSG00000149782,WBGene00001177,,G5EBH0,Q01970
WBGene00001177,ENSG00000182621,WBGene00001177,,G5EBH0,Q9NQ66
WBGene00001178,ENSG00000129521,WBGene00001178,,G5EBV0,Q9H6Z9
WBGene00001178,ENSG00000135766,WBGene00001178,,G5EBV0,Q9GZT9
WBGene00001178,ENSG00000269858,WBGene00001178,,G5EBV0,Q96KS0
WBGene00001179,ENSG00000182732,WBGene00001179,,F5GUC9,P49758
WBGene00001179,ENSG00000182732,WBGene00001179,,P49809,P49758
WBGene00001179,ENSG00000182901,WBGene00001179,,F5GUC9,P49802
WBGene00001179,ENSG00000182901,WBGene00001179,,P49809,P49802
WBGene00001182,ENSG00000110693,WBGene00001182,,H2L0M3,P35712
WBGene00001182,ENSG00000110693,WBGene00001182,,Q23045,P35712
WBGene00001182,ENSG00000134532,WBGene00001182,,H2L0M3,P35711
WBGene00001182,ENSG00000134532,WBGene00001182,,Q23045,P35711
WBGene00001182,ENSG00000143842,WBGene00001182,,H2L0M3,Q9UN79
WBGene00001182,ENSG00000143842,WBGene00001182,,Q23045,Q9UN79
WBGene00001184,ENSG00000066468,WBGene00001184,,Q10656,P21802
WBGene00001184,ENSG00000068078,WBGene00001184,,Q10656,P22607
WBGene00001184,ENSG00000077782,WBGene00001184,,Q10656,P11362
WBGene00001184,ENSG00000160867,WBGene00001184,,Q10656,P22455
WBGene00001187,ENSG00000081248,WBGene00001187,,G5EG02,Q13698
WBGene00001187,ENSG00000081248,WBGene00001187,,Q8MQA1,Q13698
WBGene00001187,ENSG00000102001,WBGene00001187,,G5EG02,O60840
WBGene00001187,ENSG00000102001,WBGene00001187,,Q8MQA1,O60840
WBGene00001187,ENSG00000151067,WBGene00001187,,G5EG02,Q13936
WBGene00001187,ENSG00000151067,WBGene00001187,,Q8MQA1,Q13936
WBGene00001187,ENSG00000157388,WBGene00001187,,G5EG02,Q01668
WBGene00001187,ENSG00000157388,WBGene00001187,,Q8MQA1,Q01668
WBGene00001188,ENSG00000002745,WBGene00001188,,G5EG05,Q9UBV4
WBGene00001189,ENSG00000088882,WBGene00001189,,O17754,Q96SM3
WBGene00001189,ENSG00000109472,WBGene00001189,,O17754,P16870
WBGene00001189,ENSG00000109625,WBGene00001189,,O17754,Q66K79
WBGene00001189,ENSG00000120054,WBGene00001189,,O17754,P15169
WBGene00001189,ENSG00000121898,WBGene00001189,,O17754,Q8N436
WBGene00001194,ENSG00000142599,WBGene00001194,,J7RNK9,Q9P2R6
WBGene00001194,ENSG00000142599,WBGene00001194,,Q09228,Q9P2R6
WBGene00001196,ENSG00000088256,WBGene00001196,,G5EGU1,P29992
WBGene00001196,ENSG00000088256,WBGene00001196,,Q8T3G5,P29992
WBGene00001196,ENSG00000156049,WBGene00001196,,G5EGU1,O95837
WBGene00001196,ENSG00000156049,WBGene00001196,,Q8T3G5,O95837
WBGene00001196,ENSG00000156052,WBGene00001196,,G5EGU1,P50148
WBGene00001196,ENSG00000156052,WBGene00001196,,Q8T3G5,P50148
WBGene00001202,ENSG00000116396,WBGene00001202,,G5EFC3,Q03721
WBGene00001202,ENSG00000129159,WBGene00001202,,G5EFC3,P48547
WBGene00001202,ENSG00000131398,WBGene00001202,,G5EFC3,Q14003
WBGene00001202,ENSG00000166006,WBGene00001202,,G5EFC3,Q96PR1
WBGene00001207,ENSG00000085276,WBGene00001207,,Q22024,Q03112
WBGene00001208,ENSG00000007866,WBGene00001208,,Q19849,Q99594
WBGene00001208,ENSG00000074219,WBGene00001208,,Q19849,Q15562
WBGene00001208,ENSG00000187079,WBGene00001208,,Q19849,P28347
WBGene00001208,ENSG00000197905,WBGene00001208,,Q19849,Q15561
WBGene00001209,ENSG00000107581,WBGene00001209,,P34339,Q14152
WBGene00001210,ENSG00000168348,WBGene00001210,,G5EFY4,Q96T92
WBGene00001210,ENSG00000173404,WBGene00001210,,G5EFY4,Q01101
WBGene00001215,ENSG00000076201,WBGene00001215,,H8ESG1,Q9H3S7
WBGene00001224,ENSG00000085832,WBGene00001224,,Q9BIF4,P42566
WBGene00001224,ENSG00000127527,WBGene00001224,,Q9BIF4,Q9UBC2
WBGene00001225,ENSG00000106263,WBGene00001225,,Q9XWI6,P55884
WBGene00001226,ENSG00000184110,WBGene00001226,,O02328,Q99613
WBGene00001226,ENSG00000205609,WBGene00001226,,O02328,B5ME19
WBGene00001227,ENSG00000100353,WBGene00001227,,P30642,O15371
WBGene00001228,ENSG00000104408,WBGene00001228,,O61820,P60228
WBGene00001229,ENSG00000175390,WBGene00001229,,Q18967,O00303
WBGene00001229,ENSG00000280606,WBGene00001229,,Q18967,O00303
WBGene00001230,ENSG00000130811,WBGene00001230,,K8ESE1,O75821
WBGene00001230,ENSG00000130811,WBGene00001230,,Q19706,O75821
WBGene00001231,ENSG00000147677,WBGene00001231,,O01974,O15372
WBGene00001232,ENSG00000084623,WBGene00001232,,Q965S8,Q13347
WBGene00001233,ENSG00000178982,WBGene00001233,,Q9XUP3,Q9UBQ5
WBGene00001233,ENSG00000282986,WBGene00001233,,Q9XUP3,Q9UBQ5
WBGene00001234,ENSG00000242372,WBGene00001234,,O62106,P56537
WBGene00001235,ENSG00000103363,WBGene00001235,,G5ECR7,Q15370
WBGene00001236,ENSG00000154582,WBGene00001236,,Q9BKS1,Q15369
WBGene00001241,ENSG00000119915,WBGene00001241,,G8JY08,Q9HB03
WBGene00001241,ENSG00000119915,WBGene00001241,,P49191,Q9HB03
WBGene00001241,ENSG00000170522,WBGene00001241,,G8JY08,Q9H5J4
WBGene00001241,ENSG00000170522,WBGene00001241,,P49191,Q9H5J4
WBGene00001247,ENSG00000119915,WBGene00001247,,Q9NAC6,Q9HB03
WBGene00001247,ENSG00000170522,WBGene00001247,,Q9NAC6,Q9H5J4
WBGene00001248,ENSG00000066629,WBGene00001248,,C4ALD8,O00423
WBGene00001248,ENSG00000066629,WBGene00001248,,O45487,O00423
WBGene00001248,ENSG00000125746,WBGene00001248,,C4ALD8,O95834
WBGene00001248,ENSG00000125746,WBGene00001248,,O45487,O95834
WBGene00001248,ENSG00000143924,WBGene00001248,,C4ALD8,Q9HC35
WBGene00001248,ENSG00000143924,WBGene00001248,,O45487,Q9HC35
WBGene00001248,ENSG00000149499,WBGene00001248,,C4ALD8,Q32P44
WBGene00001248,ENSG00000149499,WBGene00001248,,O45487,Q32P44
WBGene00001248,ENSG00000165521,WBGene00001248,,C4ALD8,Q05BV3
WBGene00001248,ENSG00000165521,WBGene00001248,,O45487,Q05BV3
WBGene00001248,ENSG00000214595,WBGene00001248,,C4ALD8,Q6ZMW3
WBGene00001248,ENSG00000214595,WBGene00001248,,O45487,Q6ZMW3
WBGene00001249,ENSG00000107485,WBGene00001249,,P28515,P23771
WBGene00001249,ENSG00000107485,WBGene00001249,,Q3S1J8,P23771
WBGene00001249,ENSG00000136574,WBGene00001249,,P28515,P43694
WBGene00001249,ENSG00000136574,WBGene00001249,,Q3S1J8,P43694
WBGene00001249,ENSG00000141448,WBGene00001249,,P28515,Q92908
WBGene00001249,ENSG00000141448,WBGene00001249,,Q3S1J8,Q92908
WBGene00001249,ENSG00000179348,WBGene00001249,,P28515,P23769
WBGene00001249,ENSG00000179348,WBGene00001249,,Q3S1J8,P23769
WBGene00001258,ENSG00000021776,WBGene00001258,,Q9U1Q7,O60306
WBGene00001259,ENSG00000109111,WBGene00001259,,P34703,Q7KZ85
WBGene00001262,ENSG00000127948,WBGene00001262,,Q09590,P16435
WBGene00001263,ENSG00000197565,WBGene00001263,,P17139,Q14031
WBGene00001281,ENSG00000130177,WBGene00001281,,G5EG38,Q13042
WBGene00001303,ENSG00000132432,WBGene00001303,,Q19967,P60059
WBGene00001320,ENSG00000112759,WBGene00001320,,G5EDJ3,Q99808
WBGene00001320,ENSG00000174669,WBGene00001320,,G5EDJ3,Q14542
WBGene00001320,ENSG00000198246,WBGene00001320,,G5EDJ3,Q9BZD2
WBGene00001328,ENSG00000130702,WBGene00001328,,G5EEV6,O15230
WBGene00001328,ENSG00000130702,WBGene00001328,,Q21313,O15230
WBGene00001329,ENSG00000049283,WBGene00001329,,Q9BI71,Q9H201
WBGene00001329,ENSG00000063245,WBGene00001329,,Q9BI71,Q9Y6I3
WBGene00001329,ENSG00000072134,WBGene00001329,,Q9BI71,O95208
WBGene00001330,ENSG00000131037,WBGene00001330,,G5ED33,Q8TE68
WBGene00001330,ENSG00000151491,WBGene00001330,,G5ED33,Q12929
WBGene00001330,ENSG00000177106,WBGene00001330,,G5ED33,Q9H6S3
WBGene00001330,ENSG00000198758,WBGene00001330,,G5ED33,Q8TE67
WBGene00001331,ENSG00000100196,WBGene00001331,,P48583,O43731
WBGene00001331,ENSG00000105438,WBGene00001331,,P48583,P24390
WBGene00001331,ENSG00000136240,WBGene00001331,,P48583,P33947
WBGene00001332,ENSG00000104626,WBGene00001332,,O44406,Q8IV48
WBGene00001333,ENSG00000092820,WBGene00001333,,G5EBK3,P15311
WBGene00001333,ENSG00000137710,WBGene00001333,,G5EBK3,P35241
WBGene00001333,ENSG00000147065,WBGene00001333,,G5EBK3,P26038
WBGene00001334,ENSG00000086619,WBGene00001334,,B7FAS8,Q86YB8
WBGene00001334,ENSG00000086619,WBGene00001334,,Q7YTU4,Q86YB8
WBGene00001334,ENSG00000197930,WBGene00001334,,B7FAS8,Q96HE7
WBGene00001334,ENSG00000197930,WBGene00001334,,Q7YTU4,Q96HE7
WBGene00001335,ENSG00000097033,WBGene00001335,,Q20005,Q9Y371
WBGene00001335,ENSG00000148341,WBGene00001335,,Q20005,Q9NR46
WBGene00001336,ENSG00000172053,WBGene00001336,,D3YT95,P47897
WBGene00001336,ENSG00000172053,WBGene00001336,,O62431,P47897
WBGene00001337,ENSG00000136628,WBGene00001337,,Q23315,P07814
WBGene00001338,ENSG00000103356,WBGene00001338,,O44413,Q5JPH6
WBGene00001340,ENSG00000048740,WBGene00001340,,A8DYS0,O95319
WBGene00001340,ENSG00000159409,WBGene00001340,,A8DYS0,Q5SZQ8
WBGene00001340,ENSG00000161082,WBGene00001340,,A8DYS0,Q8N6W0
WBGene00001352,ENSG00000083642,WBGene00001352,,G5EC05,Q9NTI5
WBGene00001352,ENSG00000121892,WBGene00001352,,G5EC05,Q29RF7
WBGene00001358,ENSG00000213465,WBGene00001358,,Q19705,P36404
WBGene00001365,ENSG00000155962,WBGene00001365,,Q8WQA4,O15247
WBGene00001366,ENSG00000102302,WBGene00001366,,G5ED03,P98174
WBGene00001366,ENSG00000127084,WBGene00001366,,G5ED03,Q5JSP0
WBGene00001366,ENSG00000139132,WBGene00001366,,G5ED03,Q96M96
WBGene00001366,ENSG00000146192,WBGene00001366,,G5ED03,Q7Z6J4
WBGene00001368,ENSG00000066044,WBGene00001368,,Q20084,Q15717
WBGene00001368,ENSG00000107105,WBGene00001368,,Q20084,Q12926
WBGene00001368,ENSG00000162374,WBGene00001368,,Q20084,P26378
WBGene00001368,ENSG00000196361,WBGene00001368,,Q20084,Q14576
WBGene00001371,ENSG00000155962,WBGene00001371,,O45405,O15247
WBGene00001372,ENSG00000100823,WBGene00001372,,G5EBR7,P27695
WBGene00001374,ENSG00000026559,WBGene00001374,,H2KZQ6,Q9UIX4
WBGene00001374,ENSG00000124134,WBGene00001374,,H2KZQ6,Q96KK3
WBGene00001374,ENSG00000156486,WBGene00001374,,H2KZQ6,Q9ULS6
WBGene00001374,ENSG00000158445,WBGene00001374,,H2KZQ6,Q14721
WBGene00001374,ENSG00000162975,WBGene00001374,,H2KZQ6,Q9H3M0
WBGene00001374,ENSG00000168263,WBGene00001374,,H2KZQ6,Q8TDN2
WBGene00001374,ENSG00000170745,WBGene00001374,,H2KZQ6,Q9BQ31
WBGene00001374,ENSG00000182674,WBGene00001374,,H2KZQ6,Q92953
WBGene00001377,ENSG00000064655,WBGene00001377,,O17670,O00167
WBGene00001377,ENSG00000104313,WBGene00001377,,O17670,Q99502
WBGene00001377,ENSG00000112319,WBGene00001377,,O17670,O95677
WBGene00001377,ENSG00000158161,WBGene00001377,,O17670,Q99504
WBGene00001395,ENSG00000134824,WBGene00001395,,Q23221,O95864
WBGene00001395,ENSG00000149485,WBGene00001395,,Q23221,O60427
WBGene00001395,ENSG00000221968,WBGene00001395,,Q23221,Q9Y5Q0
WBGene00001396,ENSG00000134824,WBGene00001396,,G5EG11,O95864
WBGene00001396,ENSG00000149485,WBGene00001396,,G5EG11,O60427
WBGene00001396,ENSG00000221968,WBGene00001396,,G5EG11,Q9Y5Q0
WBGene00001397,ENSG00000099194,WBGene00001397,,G5ED44,O00767
WBGene00001397,ENSG00000145284,WBGene00001397,,G5ED44,Q86SK9
WBGene00001398,ENSG00000099194,WBGene00001398,,G5EGN2,O00767
WBGene00001398,ENSG00000145284,WBGene00001398,,G5EGN2,Q86SK9
WBGene00001399,ENSG00000099194,WBGene00001399,,G5EGH6,O00767
WBGene00001399,ENSG00000145284,WBGene00001399,,G5EGH6,Q86SK9
WBGene00001403,ENSG00000077942,WBGene00001403,,O77469,P23142
WBGene00001403,ENSG00000163520,WBGene00001403,,O77469,P98095
WBGene00001404,ENSG00000130957,WBGene00001404,,G5EBJ7,O00757
WBGene00001404,ENSG00000165140,WBGene00001404,,G5EBJ7,P09467
WBGene00001405,ENSG00000084073,WBGene00001405,,Q9XVE5,O75844
WBGene00001406,ENSG00000173653,WBGene00001406,,G5EEP3,Q9Y256
WBGene00001410,ENSG00000113108,WBGene00001410,,Q9BKZ9,O95704
WBGene00001410,ENSG00000163697,WBGene00001410,,Q9BKZ9,Q92870
WBGene00001410,ENSG00000166313,WBGene00001410,,Q9BKZ9,O00213
WBGene00001411,ENSG00000141965,WBGene00001411,,P17221,Q9BSK4
WBGene00001411,ENSG00000145780,WBGene00001411,,P17221,Q96JP0
WBGene00001411,ENSG00000169018,WBGene00001411,,P17221,Q9UK73
WBGene00001412,ENSG00000100034,WBGene00001412,,P49594,P49593
WBGene00001414,ENSG00000115155,WBGene00001414,,B2D6N9,Q9HC10
WBGene00001414,ENSG00000115155,WBGene00001414,,Q17388,Q9HC10
WBGene00001414,ENSG00000135636,WBGene00001414,,B2D6N9,O75923
WBGene00001414,ENSG00000135636,WBGene00001414,,Q17388,O75923
WBGene00001414,ENSG00000138119,WBGene00001414,,B2D6N9,Q9NZM1
WBGene00001414,ENSG00000138119,WBGene00001414,,Q17388,Q9NZM1
WBGene00001414,ENSG00000214814,WBGene00001414,,B2D6N9,Q2WGJ9
WBGene00001414,ENSG00000214814,WBGene00001414,,Q17388,Q2WGJ9
WBGene00001423,ENSG00000105202,WBGene00001423,,Q22053,P22087
WBGene00001423,ENSG00000280548,WBGene00001423,,Q22053,P22087
WBGene00001425,ENSG00000214253,WBGene00001425,,Q6AHP8,Q9Y3D6
WBGene00001426,ENSG00000173486,WBGene00001426,,Q20107,P26885
WBGene00001427,ENSG00000088832,WBGene00001427,,Q9U2Q8,P62942
WBGene00001427,ENSG00000119782,WBGene00001427,,Q9U2Q8,P68106
WBGene00001427,ENSG00000198225,WBGene00001427,,Q9U2Q8,Q5VVH2
WBGene00001428,ENSG00000122642,WBGene00001428,,O16309,O95302
WBGene00001428,ENSG00000141756,WBGene00001428,,O16309,Q96AY3
WBGene00001429,ENSG00000122642,WBGene00001429,,Q23338,O95302
WBGene00001429,ENSG00000141756,WBGene00001429,,Q23338,Q96AY3
