CE_WB_CURRENT,HS_ENSG,Databases,Score,COMMON_NAME,LOCUS_ID,AHRINGER_LOC,INTERPRO_DOM,SMART,GO,HGNC
WBGene00000020,ENSG00000154258,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|mitochondrion|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA9
WBGene00000020,ENSG00000154258,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|mitochondrion|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA9
WBGene00000020,ENSG00000154258,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|mitochondrion|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA9
WBGene00000020,ENSG00000154258,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|mitochondrion|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA9
WBGene00000020,ENSG00000154262,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleoplasm|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA6
WBGene00000020,ENSG00000154262,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleoplasm|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA6
WBGene00000020,ENSG00000154262,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleoplasm|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA6
WBGene00000020,ENSG00000154262,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleoplasm|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA6
WBGene00000020,ENSG00000154263,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA10
WBGene00000020,ENSG00000154263,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA10
WBGene00000020,ENSG00000154263,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA10
WBGene00000020,ENSG00000154263,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|nucleotide binding|transmembrane transport|transport|transporter activity",ABCA10
WBGene00000020,ENSG00000154265,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cholesterol efflux|endosome|Golgi apparatus|Golgi membrane|high-density lipoprotein particle remodeling|integral component of membrane|intracellular membrane-bounded organelle|late endosome|late endosome membrane|lipid transport|lipid transporter activity|lysosomal membrane|lysosome|membrane|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|reverse cholesterol transport|transmembrane transport|transport|transporter activity",ABCA5
WBGene00000020,ENSG00000154265,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cholesterol efflux|endosome|Golgi apparatus|Golgi membrane|high-density lipoprotein particle remodeling|integral component of membrane|intracellular membrane-bounded organelle|late endosome|late endosome membrane|lipid transport|lipid transporter activity|lysosomal membrane|lysosome|membrane|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|reverse cholesterol transport|transmembrane transport|transport|transporter activity",ABCA5
WBGene00000020,ENSG00000154265,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cholesterol efflux|endosome|Golgi apparatus|Golgi membrane|high-density lipoprotein particle remodeling|integral component of membrane|intracellular membrane-bounded organelle|late endosome|late endosome membrane|lipid transport|lipid transporter activity|lysosomal membrane|lysosome|membrane|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|reverse cholesterol transport|transmembrane transport|transport|transporter activity",ABCA5
WBGene00000020,ENSG00000154265,COMPARA|ORTHOMCL,2,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cholesterol efflux|endosome|Golgi apparatus|Golgi membrane|high-density lipoprotein particle remodeling|integral component of membrane|intracellular membrane-bounded organelle|late endosome|late endosome membrane|lipid transport|lipid transporter activity|lysosomal membrane|lysosome|membrane|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|reverse cholesterol transport|transmembrane transport|transport|transporter activity",ABCA5
WBGene00000020,ENSG00000165029,COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"aminophospholipid transport|anion transmembrane transport|anion transmembrane transporter activity|apolipoprotein A-I binding|apolipoprotein A-I receptor activity|apolipoprotein A-I-mediated signaling pathway|apolipoprotein binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|ATPase binding|cell surface|cellular response to cholesterol|cellular response to lipopolysaccharide|cellular response to retinoic acid|cholesterol binding|cholesterol efflux|cholesterol homeostasis|cholesterol metabolic process|cholesterol transport|cholesterol transporter activity|endocytic vesicle|endoplasmic reticulum membrane|endosomal transport|external side of plasma membrane|G-protein coupled receptor signaling pathway|Golgi apparatus|high-density lipoprotein particle|high-density lipoprotein particle assembly|integral component of membrane|integral component of plasma membrane|interleukin-1 beta secretion|intracellular cholesterol transport|intracellular membrane-bounded organelle|lipid metabolic process|lipoprotein biosynthetic process|lipoprotein metabolic process|lysosome organization|membrane|membrane raft|negative regulation of cholesterol storage|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|peptide secretion|perinuclear region of cytoplasm|phagocytic vesicle|phagocytosis, engulfment|phosphatidylcholine-translocating ATPase activity|phosphatidylserine-translocating ATPase activity|phospholipid binding|phospholipid efflux|phospholipid homeostasis|phospholipid translocation|phospholipid transport|phospholipid transporter activity|plasma membrane|platelet dense granule organization|positive regulation of cAMP biosynthetic process|positive regulation of cholesterol efflux|protein binding|protein lipidation|receptor binding|regulation of Cdc42 protein signal transduction|regulation of high-density lipoprotein particle assembly|regulation of lipid metabolic process|response to drug|response to laminar fluid shear stress|response to low-density lipoprotein particle|response to nutrient|reverse cholesterol transport|small GTPase binding|steroid metabolic process|syntaxin binding|transmembrane transport|transport|transporter activity",ABCA1
WBGene00000020,ENSG00000165029,COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"aminophospholipid transport|anion transmembrane transport|anion transmembrane transporter activity|apolipoprotein A-I binding|apolipoprotein A-I receptor activity|apolipoprotein A-I-mediated signaling pathway|apolipoprotein binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|ATPase binding|cell surface|cellular response to cholesterol|cellular response to lipopolysaccharide|cellular response to retinoic acid|cholesterol binding|cholesterol efflux|cholesterol homeostasis|cholesterol metabolic process|cholesterol transport|cholesterol transporter activity|endocytic vesicle|endoplasmic reticulum membrane|endosomal transport|external side of plasma membrane|G-protein coupled receptor signaling pathway|Golgi apparatus|high-density lipoprotein particle|high-density lipoprotein particle assembly|integral component of membrane|integral component of plasma membrane|interleukin-1 beta secretion|intracellular cholesterol transport|intracellular membrane-bounded organelle|lipid metabolic process|lipoprotein biosynthetic process|lipoprotein metabolic process|lysosome organization|membrane|membrane raft|negative regulation of cholesterol storage|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|peptide secretion|perinuclear region of cytoplasm|phagocytic vesicle|phagocytosis, engulfment|phosphatidylcholine-translocating ATPase activity|phosphatidylserine-translocating ATPase activity|phospholipid binding|phospholipid efflux|phospholipid homeostasis|phospholipid translocation|phospholipid transport|phospholipid transporter activity|plasma membrane|platelet dense granule organization|positive regulation of cAMP biosynthetic process|positive regulation of cholesterol efflux|protein binding|protein lipidation|receptor binding|regulation of Cdc42 protein signal transduction|regulation of high-density lipoprotein particle assembly|regulation of lipid metabolic process|response to drug|response to laminar fluid shear stress|response to low-density lipoprotein particle|response to nutrient|reverse cholesterol transport|small GTPase binding|steroid metabolic process|syntaxin binding|transmembrane transport|transport|transporter activity",ABCA1
WBGene00000020,ENSG00000165029,COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"aminophospholipid transport|anion transmembrane transport|anion transmembrane transporter activity|apolipoprotein A-I binding|apolipoprotein A-I receptor activity|apolipoprotein A-I-mediated signaling pathway|apolipoprotein binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|ATPase binding|cell surface|cellular response to cholesterol|cellular response to lipopolysaccharide|cellular response to retinoic acid|cholesterol binding|cholesterol efflux|cholesterol homeostasis|cholesterol metabolic process|cholesterol transport|cholesterol transporter activity|endocytic vesicle|endoplasmic reticulum membrane|endosomal transport|external side of plasma membrane|G-protein coupled receptor signaling pathway|Golgi apparatus|high-density lipoprotein particle|high-density lipoprotein particle assembly|integral component of membrane|integral component of plasma membrane|interleukin-1 beta secretion|intracellular cholesterol transport|intracellular membrane-bounded organelle|lipid metabolic process|lipoprotein biosynthetic process|lipoprotein metabolic process|lysosome organization|membrane|membrane raft|negative regulation of cholesterol storage|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|peptide secretion|perinuclear region of cytoplasm|phagocytic vesicle|phagocytosis, engulfment|phosphatidylcholine-translocating ATPase activity|phosphatidylserine-translocating ATPase activity|phospholipid binding|phospholipid efflux|phospholipid homeostasis|phospholipid translocation|phospholipid transport|phospholipid transporter activity|plasma membrane|platelet dense granule organization|positive regulation of cAMP biosynthetic process|positive regulation of cholesterol efflux|protein binding|protein lipidation|receptor binding|regulation of Cdc42 protein signal transduction|regulation of high-density lipoprotein particle assembly|regulation of lipid metabolic process|response to drug|response to laminar fluid shear stress|response to low-density lipoprotein particle|response to nutrient|reverse cholesterol transport|small GTPase binding|steroid metabolic process|syntaxin binding|transmembrane transport|transport|transporter activity",ABCA1
WBGene00000020,ENSG00000165029,COMPARA88|COMPARA89|HOMOLOGENE|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,6,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"aminophospholipid transport|anion transmembrane transport|anion transmembrane transporter activity|apolipoprotein A-I binding|apolipoprotein A-I receptor activity|apolipoprotein A-I-mediated signaling pathway|apolipoprotein binding|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|ATPase binding|cell surface|cellular response to cholesterol|cellular response to lipopolysaccharide|cellular response to retinoic acid|cholesterol binding|cholesterol efflux|cholesterol homeostasis|cholesterol metabolic process|cholesterol transport|cholesterol transporter activity|endocytic vesicle|endoplasmic reticulum membrane|endosomal transport|external side of plasma membrane|G-protein coupled receptor signaling pathway|Golgi apparatus|high-density lipoprotein particle|high-density lipoprotein particle assembly|integral component of membrane|integral component of plasma membrane|interleukin-1 beta secretion|intracellular cholesterol transport|intracellular membrane-bounded organelle|lipid metabolic process|lipoprotein biosynthetic process|lipoprotein metabolic process|lysosome organization|membrane|membrane raft|negative regulation of cholesterol storage|negative regulation of macrophage derived foam cell differentiation|nucleotide binding|peptide secretion|perinuclear region of cytoplasm|phagocytic vesicle|phagocytosis, engulfment|phosphatidylcholine-translocating ATPase activity|phosphatidylserine-translocating ATPase activity|phospholipid binding|phospholipid efflux|phospholipid homeostasis|phospholipid translocation|phospholipid transport|phospholipid transporter activity|plasma membrane|platelet dense granule organization|positive regulation of cAMP biosynthetic process|positive regulation of cholesterol efflux|protein binding|protein lipidation|receptor binding|regulation of Cdc42 protein signal transduction|regulation of high-density lipoprotein particle assembly|regulation of lipid metabolic process|response to drug|response to laminar fluid shear stress|response to low-density lipoprotein particle|response to nutrient|reverse cholesterol transport|small GTPase binding|steroid metabolic process|syntaxin binding|transmembrane transport|transport|transporter activity",ABCA1
WBGene00000020,ENSG00000167972,ORTHOMCL,1,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"alveolar lamellar body|alveolar lamellar body membrane|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cellular protein metabolic process|extracellular space|integral component of membrane|intracellular membrane-bounded organelle|lamellar body membrane|lipid transport|lipid transporter activity|membrane|nucleotide binding|plasma membrane|response to drug|response to glucocorticoid|transmembrane transport|transport|transporter activity",ABCA3
WBGene00000020,ENSG00000167972,ORTHOMCL,1,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"alveolar lamellar body|alveolar lamellar body membrane|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cellular protein metabolic process|extracellular space|integral component of membrane|intracellular membrane-bounded organelle|lamellar body membrane|lipid transport|lipid transporter activity|membrane|nucleotide binding|plasma membrane|response to drug|response to glucocorticoid|transmembrane transport|transport|transporter activity",ABCA3
WBGene00000020,ENSG00000167972,ORTHOMCL,1,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"alveolar lamellar body|alveolar lamellar body membrane|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cellular protein metabolic process|extracellular space|integral component of membrane|intracellular membrane-bounded organelle|lamellar body membrane|lipid transport|lipid transporter activity|membrane|nucleotide binding|plasma membrane|response to drug|response to glucocorticoid|transmembrane transport|transport|transporter activity",ABCA3
WBGene00000020,ENSG00000167972,ORTHOMCL,1,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"alveolar lamellar body|alveolar lamellar body membrane|ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|cellular protein metabolic process|extracellular space|integral component of membrane|intracellular membrane-bounded organelle|lamellar body membrane|lipid transport|lipid transporter activity|membrane|nucleotide binding|plasma membrane|response to drug|response to glucocorticoid|transmembrane transport|transport|transporter activity",ABCA3
WBGene00000020,ENSG00000179869,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|azurophil granule membrane|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|neutrophil degranulation|nucleotide binding|plasma membrane|secretory granule membrane|transmembrane transport|transport|transporter activity",ABCA13
WBGene00000020,ENSG00000179869,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|azurophil granule membrane|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|neutrophil degranulation|nucleotide binding|plasma membrane|secretory granule membrane|transmembrane transport|transport|transporter activity",ABCA13
WBGene00000020,ENSG00000179869,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|azurophil granule membrane|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|neutrophil degranulation|nucleotide binding|plasma membrane|secretory granule membrane|transmembrane transport|transport|transporter activity",ABCA13
WBGene00000020,ENSG00000179869,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|azurophil granule membrane|integral component of membrane|intracellular membrane-bounded organelle|lipid transport|membrane|neutrophil degranulation|nucleotide binding|plasma membrane|secretory granule membrane|transmembrane transport|transport|transporter activity",ABCA13
WBGene00000020,ENSG00000198691,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|eye pigment precursor transporter activity|integral component of membrane|integral component of plasma membrane|intracellular membrane-bounded organelle|membrane|nucleotide binding|phosphatidylethanolamine-translocating ATPase activity|phospholipid transfer to membrane|phospholipid translocation|phospholipid transporter activity|phospholipid-translocating ATPase activity|photoreceptor cell maintenance|photoreceptor disc membrane|photoreceptor outer segment|phototransduction, visible light|response to stimulus|retinoid metabolic process|transmembrane transport|transport|transporter activity|visual perception",ABCA4
WBGene00000020,ENSG00000198691,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-1C02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|eye pigment precursor transporter activity|integral component of membrane|integral component of plasma membrane|intracellular membrane-bounded organelle|membrane|nucleotide binding|phosphatidylethanolamine-translocating ATPase activity|phospholipid transfer to membrane|phospholipid translocation|phospholipid transporter activity|phospholipid-translocating ATPase activity|photoreceptor cell maintenance|photoreceptor disc membrane|photoreceptor outer segment|phototransduction, visible light|response to stimulus|retinoid metabolic process|transmembrane transport|transport|transporter activity|visual perception",ABCA4
WBGene00000020,ENSG00000198691,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|eye pigment precursor transporter activity|integral component of membrane|integral component of plasma membrane|intracellular membrane-bounded organelle|membrane|nucleotide binding|phosphatidylethanolamine-translocating ATPase activity|phospholipid transfer to membrane|phospholipid translocation|phospholipid transporter activity|phospholipid-translocating ATPase activity|photoreceptor cell maintenance|photoreceptor disc membrane|photoreceptor outer segment|phototransduction, visible light|response to stimulus|retinoid metabolic process|transmembrane transport|transport|transporter activity|visual perception",ABCA4
WBGene00000020,ENSG00000198691,COMPARA88|COMPARA89|INPARANOID|ORTHOINSPECTOR|ORTHOMCL,5,abt-2,F12B6.1,I-9A02,"INTERPRO:IPR003439 ""ABC transporter-like""|INTERPRO:IPR003593 ""AAA+ ATPase domain""|INTERPRO:IPR026082 ""ABC transporter A, ABCA""|INTERPRO:IPR027417 ""P-loop containing nucleoside triphosphate hydrolase""",SM00382,"ATP binding|ATPase activity|ATPase activity, coupled to transmembrane movement of substances|eye pigment precursor transporter activity|integral component of membrane|integral component of plasma membrane|intracellular membrane-bounded organelle|membrane|nucleotide binding|phosphatidylethanolamine-translocating ATPase activity|phospholipid transfer to membrane|phospholipid translocation|phospholipid transporter activity|phospholipid-translocating ATPase activity|photoreceptor cell maintenance|photoreceptor disc membrane|photoreceptor outer segment|phototransduction, visible light|response to stimulus|retinoid metabolic process|transmembrane transport|transport|transporter activity|visual perception",ABCA4
